SubGroupIndex,RewardItemIndex,MinValue,EnchantLevel,BiosuitType
4030030253,1002211,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030253,1002419,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030254,1000082,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030254,1000090,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030254,1000098,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030254,1000106,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030254,1000114,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030254,1000122,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030254,1002209,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030254,1002417,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030254,1000083,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030254,1000091,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030254,1000099,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030254,1000107,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030254,1000115,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030254,1000123,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030254,1002210,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030254,1002418,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030254,1000084,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030254,1000092,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030254,1000100,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030254,1000108,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030254,1000116,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030254,1000124,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030254,1002211,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030254,1002419,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030261,1000083,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030261,1000123,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030261,1000099,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030261,1000091,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030261,1000084,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030261,1000124,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030261,1000100,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030261,1000092,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030261,1000085,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030261,1000125,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030261,1000101,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030261,1000093,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030262,1000115,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030262,1000107,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030262,1002210,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030262,1002418,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030262,1000116,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030262,1000108,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030262,1002211,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030262,1002419,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030262,1000117,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030262,1000109,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030262,1002212,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030262,1002420,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030263,1000083,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030263,1000091,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030263,1000099,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030263,1000107,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030263,1000115,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030263,1000123,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030263,1002210,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030263,1002418,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030263,1000084,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030263,1000092,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030263,1000100,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030263,1000108,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030263,1000116,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030263,1000124,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030263,1002211,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030263,1002419,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030263,1000085,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030263,1000093,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030263,1000101,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030263,1000109,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030263,1000117,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030263,1000125,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030263,1002212,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030263,1002420,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030264,1000083,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030264,1000123,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030264,1000099,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030264,1000091,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030264,1000084,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030264,1000124,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030264,1000100,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030264,1000092,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030264,1000085,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030264,1000125,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030264,1000101,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030264,1000093,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030264,1000561,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030264,1000601,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030264,1000577,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030264,1000569,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030264,1000562,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030264,1000602,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030264,1000578,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030264,1000570,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030264,1000563,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030264,1000603,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030264,1000579,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030264,1000571,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030265,1000115,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030265,1000107,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030265,1002210,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030265,1002418,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030265,1000116,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030265,1000108,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030265,1002211,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030265,1002419,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030265,1000117,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030265,1000109,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030265,1002212,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030265,1002420,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030265,1000593,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030265,1000585,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030265,1002223,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030265,1002426,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030265,1000594,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030265,1000586,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030265,1002224,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030265,1002427,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030265,1000595,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030265,1000587,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030265,1002225,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030265,1002428,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030266,1000083,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030266,1000091,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030266,1000099,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030266,1000107,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030266,1000115,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030266,1000123,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030266,1002210,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030266,1002418,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030266,1000084,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030266,1000092,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030266,1000100,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030266,1000108,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030266,1000116,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030266,1000124,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030266,1002211,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030266,1002419,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030266,1000085,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030266,1000093,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030266,1000101,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030266,1000109,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030266,1000117,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030266,1000125,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030266,1002212,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030266,1002420,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030266,1000561,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030266,1000569,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030266,1000577,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030266,1000585,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030266,1000593,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030266,1000601,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030266,1002223,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030266,1002426,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030266,1000562,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030266,1000570,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030266,1000578,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030266,1000586,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030266,1000594,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030266,1000602,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030266,1002224,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030266,1002427,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030266,1000563,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030266,1000571,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030266,1000579,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030266,1000587,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030266,1000595,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030266,1000603,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030266,1002225,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030030266,1002428,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790011,1000202,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790012,1000239,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790013,1000276,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790014,1000313,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790015,1000350,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790016,1000202,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790016,1000239,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790016,1000276,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790016,1000313,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790016,1000350,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790021,1000202,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790021,1000203,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790022,1000239,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790022,1000240,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790023,1000276,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790023,1000277,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790024,1000313,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790024,1000314,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790025,1000350,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790025,1000351,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790026,1000202,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790026,1000239,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790026,1000276,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790026,1000313,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790026,1000350,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790026,1000203,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790026,1000240,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790026,1000277,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790026,1000314,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790026,1000351,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790031,1000202,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790031,1000203,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790031,1000204,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790032,1000239,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790032,1000240,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790032,1000241,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790033,1000276,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790033,1000277,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790033,1000278,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790034,1000313,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790034,1000314,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790034,1000315,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790035,1000350,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790035,1000351,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790035,1000352,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790036,1000202,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790036,1000239,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790036,1000276,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790036,1000313,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790036,1000350,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790036,1000203,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790036,1000240,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790036,1000277,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790036,1000314,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790036,1000351,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790036,1000204,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790036,1000241,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790036,1000278,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790036,1000315,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790036,1000352,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790041,1000202,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790041,1000203,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790041,1000204,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790041,1000205,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790042,1000239,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790042,1000240,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790042,1000241,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790042,1000242,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790043,1000276,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790043,1000277,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790043,1000278,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790043,1000279,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790044,1000313,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790044,1000314,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790044,1000315,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790044,1000316,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790045,1000350,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790045,1000351,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790045,1000352,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790045,1000353,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790046,1000202,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790046,1000239,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790046,1000276,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790046,1000313,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790046,1000350,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790046,1000203,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790046,1000240,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790046,1000277,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790046,1000314,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790046,1000351,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790046,1000204,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790046,1000241,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790046,1000278,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790046,1000315,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790046,1000352,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790046,1000205,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790046,1000242,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790046,1000279,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790046,1000316,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790046,1000353,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790051,1000203,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790051,1000204,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790051,1000205,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790051,1000206,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790052,1000240,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790052,1000241,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790052,1000242,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790052,1000243,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790053,1000277,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790053,1000278,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790053,1000279,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790053,1000280,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790054,1000314,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790054,1000315,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790054,1000316,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790054,1000317,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790055,1000351,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790055,1000352,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790055,1000353,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790055,1000354,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790056,1000203,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790056,1000240,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790056,1000277,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790056,1000314,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790056,1000351,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790056,1000204,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790056,1000241,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790056,1000278,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790056,1000315,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790056,1000352,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790056,1000205,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790056,1000242,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790056,1000279,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790056,1000316,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790056,1000353,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790056,1000206,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790056,1000243,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790056,1000280,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790056,1000317,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790056,1000354,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790061,1000204,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790061,1000205,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790061,1000206,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790061,1000207,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790062,1000241,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790062,1000242,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
4030790062,1000243,1,0,eBIOSUIT_TYPE::BIOSUIT_TYPE_BASE
