CollectionIndex,Hide_WorldIndex,CollectionType,CollectionSeparation,Sort,PeriodCollection,Collection1_ItemGroup,Collection1_EnchantLevel,Collection1_Value,Collection2_ItemGroup,Collection2_EnchantLevel,Collection2_Value,Collection3_ItemGroup,Collection3_EnchantLevel,Collection3_Value,Collection4_ItemGroup,Collection4_EnchantLevel,Collection4_Value,Collection5_ItemGroup,Collection5_EnchantLevel,Collection5_Value,Collection6_ItemGroup,Collection6_EnchantLevel,Collection6_Value,Collection7_ItemGroup,Collection7_EnchantLevel,Collection7_Value,Collection8_ItemGroup,Collection8_EnchantLevel,Collection8_Value,Collection9_ItemGroup,Collection9_EnchantLevel,Collection9_Value,Collection10_ItemGroup,Collection10_EnchantLevel,Collection10_Value,RewardStat1_Type,RewardStat1_Value,RewardStat2_Type,RewardStat2_Value,NameStringIndex,MemoryChipType,MemoryChipItemIcon,MemoryChipIcon,MemoryChipImage,RewardStat3_Type,RewardStat3_Value,ContentsString,Collectrion1_EnchantLevel,Collectrion2_EnchantLevel,Collectrion3_EnchantLevel,Collectrion4_EnchantLevel,Collectrion5_EnchantLevel,Collectrion6_EnchantLevel,Collectrion7_EnchantLevel,Collectrion8_EnchantLevel,Collectrion9_EnchantLevel,Collectrion10_EnchantLevel,NamePTBR,RewardStat1_Enum,RewardStat1_NamePTBR,RewardStat2_Enum,RewardStat2_NamePTBR,RewardStat3_Enum,RewardStat3_NamePTBR
2058,"[3011,3012,3013,3014,3021,3022,3023,3024,3031,3032,3033,3034,3901,3902,4011,4012,4013,4014,4021,4022,4023,4024,4901,4902,5011,5012,5013,5014,5021,5022,5023,5024,5901,5902,294,106,284,324]",1,4,600,False,154203,0,20,154205,0,12,154206,0,12,154207,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,3,0,0,ui_itemCollection_Name_2058,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,Campo de Neve Deixado Para Trás 11,STAT_MAXFP,FP Máx.,,,,
2059,"[3011,3012,3013,3014,3021,3022,3023,3024,3031,3032,3033,3034,3901,3902,4011,4012,4013,4014,4021,4022,4023,4024,4901,4902,5011,5012,5013,5014,5021,5022,5023,5024,5901,5902,294,106,284,324]",1,4,600,False,154204,0,22,154205,0,16,154206,0,16,154207,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3,0,0,ui_itemCollection_Name_2059,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,Campo de Neve Deixado Para Trás 12,STAT_DEFPOW,DEF,,,,
2060,"[3011,3012,3013,3014,3021,3022,3023,3024,3031,3032,3033,3034,3901,3902,4011,4012,4013,4014,4021,4022,4023,4024,4901,4902,5011,5012,5013,5014,5021,5022,5023,5024,5901,5902,294,106,284,324]",1,4,600,False,154259,0,3,154261,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,4,0,0,ui_itemCollection_Name_2060,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,Vida Diária no Campo de Neve 1,STAT_FPUSEDEC,Redução de Consumo de FP,,,,
2061,"[3011,3012,3013,3014,3021,3022,3023,3024,3031,3032,3033,3034,3901,3902,4011,4012,4013,4014,4021,4022,4023,4024,4901,4902,5011,5012,5013,5014,5021,5022,5023,5024,5901,5902,294,106,284,324]",1,4,600,False,154260,0,5,154261,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,1,0,0,ui_itemCollection_Name_2061,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,Vida Diária no Campo de Neve 2,STAT_ACTIONSPEEDRATE,Velocidade de Conjuração,,,,
2062,"[3011,3012,3013,3014,3021,3022,3023,3024,3031,3032,3033,3034,3901,3902,4011,4012,4013,4014,4021,4022,4023,4024,4901,4902,5011,5012,5013,5014,5021,5022,5023,5024,5901,5902,294,106,284,324]",1,4,600,False,154259,0,12,154261,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,8,0,0,ui_itemCollection_Name_2062,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,Vida Diária no Campo de Neve 3,STAT_POTIONRECOVERYMAXVALUE,Contagem de Inj. de HP,,,,
2063,"[3011,3012,3013,3014,3021,3022,3023,3024,3031,3032,3033,3034,3901,3902,4011,4012,4013,4014,4021,4022,4023,4024,4901,4902,5011,5012,5013,5014,5021,5022,5023,5024,5901,5902,294,106,284,324]",1,4,600,False,154262,0,3,154263,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2,0,0,ui_itemCollection_Name_2063,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,Vida Diária no Campo de Neve 4,STAT_HITPOW,Precisão,,,,
2064,"[3011,3012,3013,3014,3021,3022,3023,3024,3031,3032,3033,3034,3901,3902,4011,4012,4013,4014,4021,4022,4023,4024,4901,4902,5011,5012,5013,5014,5021,5022,5023,5024,5901,5902,294,106,284,324]",1,4,600,False,154262,0,5,154263,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,2,0,0,ui_itemCollection_Name_2064,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,Vida Diária no Campo de Neve 5,STAT_UG_HACKINGRESRATE,Resistência a Hackeamento,,,,
2065,"[3011,3012,3013,3014,3021,3022,3023,3024,3031,3032,3033,3034,3901,3902,4011,4012,4013,4014,4021,4022,4023,4024,4901,4902,5011,5012,5013,5014,5021,5022,5023,5024,5901,5902,294,106,284,324]",1,4,600,False,154262,0,8,154263,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2,0,0,ui_itemCollection_Name_2065,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,Vida Diária no Campo de Neve 6,STAT_CRIRESPOW,Res. a Crítico,,,,
2066,"[3011,3012,3013,3014,3021,3022,3023,3024,3031,3032,3033,3034,3901,3902,4011,4012,4013,4014,4021,4022,4023,4024,4901,4902,5011,5012,5013,5014,5021,5022,5023,5024,5901,5902,294,106,284,324]",1,4,600,False,154259,0,8,154261,0,5,154262,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2,0,0,ui_itemCollection_Name_2066,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,Flores Cobertas de Neve 1,STAT_DODGEPOW,Evasão,,,,
2067,"[3011,3012,3013,3014,3021,3022,3023,3024,3031,3032,3033,3034,3901,3902,4011,4012,4013,4014,4021,4022,4023,4024,4901,4902,5011,5012,5013,5014,5021,5022,5023,5024,5901,5902,294,106,284,324]",1,4,600,False,154260,0,10,154261,0,5,154263,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,0,0,ui_itemCollection_Name_2067,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,Flores Cobertas de Neve 2,STAT_CRIHITPOW,Chance de Crítico,,,,
2068,"[3011,3012,3013,3014,3021,3022,3023,3024,3031,3032,3033,3034,3901,3902,4011,4012,4013,4014,4021,4022,4023,4024,4901,4902,5011,5012,5013,5014,5021,5022,5023,5024,5901,5902,294,106,284,324]",1,4,600,False,154259,0,10,154261,0,7,154262,0,5,154263,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,150,0,0,ui_itemCollection_Name_2068,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,Flores Cobertas de Neve 3,STAT_MAXHP,HP Máx.,,,,
2069,"[3011,3012,3013,3014,3021,3022,3023,3024,3031,3032,3033,3034,3901,3902,4011,4012,4013,4014,4021,4022,4023,4024,4901,4902,5011,5012,5013,5014,5021,5022,5023,5024,5901,5902,294,106,284,324]",1,4,600,False,154260,0,12,154261,0,10,154262,0,9,154263,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2,0,0,ui_itemCollection_Name_2069,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,Flores Cobertas de Neve 4,STAT_DEFPOW,DEF,,,,
2070,"[3011,3012,3013,3014,3021,3022,3023,3024,3031,3032,3033,3034,3901,3902,4011,4012,4013,4014,4021,4022,4023,4024,4901,4902,5011,5012,5013,5014,5021,5022,5023,5024,5901,5902,294,106,284,324]",1,4,600,False,154259,0,15,154261,0,12,154262,0,12,154263,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2,0,0,ui_itemCollection_Name_2070,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,Flores Cobertas de Neve 5,STAT_ATKPOW,ATQ,,,,
2071,"[3011,3012,3013,3014,3021,3022,3023,3024,3031,3032,3033,3034,3901,3902,4011,4012,4013,4014,4021,4022,4023,4024,4901,4902,5011,5012,5013,5014,5021,5022,5023,5024,5901,5902,294,106,284,324]",1,4,600,False,154260,0,20,154261,0,15,154262,0,15,154263,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,2,0,0,ui_itemCollection_Name_2071,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,Flores Cobertas de Neve 6,STAT_ADDDMG,Dano Fixo,,,,
2072,"[3011,3012,3013,3014,3021,3022,3023,3024,3031,3032,3033,3034,3901,3902,4011,4012,4013,4014,4021,4022,4023,4024,4901,4902,5011,5012,5013,5014,5021,5022,5023,5024,5901,5902,294,106,284,324]",1,4,600,False,154294,0,3,154296,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,4,0,0,ui_itemCollection_Name_2072,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,Expansão Ardente 1,STAT_FPUSEDEC,Redução de Consumo de FP,,,,
2073,"[3011,3012,3013,3014,3021,3022,3023,3024,3031,3032,3033,3034,3901,3902,4011,4012,4013,4014,4021,4022,4023,4024,4901,4902,5011,5012,5013,5014,5021,5022,5023,5024,5901,5902,294,106,284,324]",1,4,600,False,154295,0,5,154296,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2,0,0,ui_itemCollection_Name_2073,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,Expansão Ardente 2,STAT_NONBATTLE_HPRECOVERYRATE,Taxa de Recuperação de HP Fora de Combate,,,,
2074,"[3011,3012,3013,3014,3021,3022,3023,3024,3031,3032,3033,3034,3901,3902,4011,4012,4013,4014,4021,4022,4023,4024,4901,4902,5011,5012,5013,5014,5021,5022,5023,5024,5901,5902,294,106,284,324]",1,4,600,False,154294,0,12,154296,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,1,0,0,ui_itemCollection_Name_2074,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,Expansão Ardente 3,STAT_WEAPONATKRES,Res ATQ de Arma,,,,
2075,"[3011,3012,3013,3014,3021,3022,3023,3024,3031,3032,3033,3034,3901,3902,4011,4012,4013,4014,4021,4022,4023,4024,4901,4902,5011,5012,5013,5014,5021,5022,5023,5024,5901,5902,294,106,284,324]",1,4,600,False,154297,0,3,154298,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,0,0,ui_itemCollection_Name_2075,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,Expansão Ardente 4,STAT_DODGEPOW,Evasão,,,,
2076,"[3011,3012,3013,3014,3021,3022,3023,3024,3031,3032,3033,3034,3901,3902,4011,4012,4013,4014,4021,4022,4023,4024,4901,4902,5011,5012,5013,5014,5021,5022,5023,5024,5901,5902,294,106,284,324]",1,4,600,False,154297,0,5,154298,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,0,0,ui_itemCollection_Name_2076,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,Expansão Ardente 5,STAT_DEFPOW,DEF,,,,
2077,"[3011,3012,3013,3014,3021,3022,3023,3024,3031,3032,3033,3034,3901,3902,4011,4012,4013,4014,4021,4022,4023,4024,4901,4902,5011,5012,5013,5014,5021,5022,5023,5024,5901,5902,294,106,284,324]",1,4,600,False,154297,0,8,154298,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,0,0,ui_itemCollection_Name_2077,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,Expansão Ardente 6,STAT_CRIHITPOW,Chance de Crítico,,,,
2078,"[3011,3012,3013,3014,3021,3022,3023,3024,3031,3032,3033,3034,3901,3902,4011,4012,4013,4014,4021,4022,4023,4024,4901,4902,5011,5012,5013,5014,5021,5022,5023,5024,5901,5902,294,106,284,324]",1,4,600,False,154294,0,8,154296,0,5,154297,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,40,0,0,ui_itemCollection_Name_2078,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,Relíquia da Terra Abandonada 1,STAT_MAXHP,HP Máx.,,,,
2079,"[3011,3012,3013,3014,3021,3022,3023,3024,3031,3032,3033,3034,3901,3902,4011,4012,4013,4014,4021,4022,4023,4024,4901,4902,5011,5012,5013,5014,5021,5022,5023,5024,5901,5902,294,106,284,324]",1,4,600,False,154295,0,10,154296,0,5,154298,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1,0,0,ui_itemCollection_Name_2079,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,Relíquia da Terra Abandonada 2,STAT_CRIRESPOW,Res. a Crítico,,,,
2080,"[3011,3012,3013,3014,3021,3022,3023,3024,3031,3032,3033,3034,3901,3902,4011,4012,4013,4014,4021,4022,4023,4024,4901,4902,5011,5012,5013,5014,5021,5022,5023,5024,5901,5902,294,106,284,324]",1,4,600,False,154294,0,10,154296,0,7,154297,0,5,154298,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,0,0,ui_itemCollection_Name_2080,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,Relíquia da Terra Abandonada 3,STAT_HITPOW,Precisão,,,,
2081,"[3011,3012,3013,3014,3021,3022,3023,3024,3031,3032,3033,3034,3901,3902,4011,4012,4013,4014,4021,4022,4023,4024,4901,4902,5011,5012,5013,5014,5021,5022,5023,5024,5901,5902,294,106,284,324]",1,4,600,False,154295,0,12,154296,0,10,154297,0,9,154298,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,ui_itemCollection_Name_2081,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,Relíquia da Terra Abandonada 4,STAT_ATKPOW,ATQ,,,,
2082,"[3011,3012,3013,3014,3021,3022,3023,3024,3031,3032,3033,3034,3901,3902,4011,4012,4013,4014,4021,4022,4023,4024,4901,4902,5011,5012,5013,5014,5021,5022,5023,5024,5901,5902,294,106,284,324]",1,4,600,False,154294,0,15,154296,0,12,154297,0,12,154298,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2,0,0,ui_itemCollection_Name_2082,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,Relíquia da Terra Abandonada 5,STAT_DEFPOW,DEF,,,,
2083,"[3011,3012,3013,3014,3021,3022,3023,3024,3031,3032,3033,3034,3901,3902,4011,4012,4013,4014,4021,4022,4023,4024,4901,4902,5011,5012,5013,5014,5021,5022,5023,5024,5901,5902,294,106,284,324]",1,4,600,False,154295,0,20,154296,0,15,154297,0,15,154298,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,2,0,0,ui_itemCollection_Name_2083,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,Relíquia da Terra Abandonada 6,STAT_ADDDMG,Dano Fixo,,,,
3001,"[3011,3012,3013,3014,3021,3022,3023,3024,3031,3032,3033,3034,3901,3902,4011,4012,4013,4014,4021,4022,4023,4024,4901,4902,5011,5012,5013,5014,5021,5022,5023,5024,5901,5902,294,106,284,324]",1,4,600,False,154743,0,3,154744,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,3,0,0,ui_itemCollection_Name_3001,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,Ápice da Tecnologia 1,STAT_FPUSEDEC,Redução de Consumo de FP,,,,
3002,"[3011,3012,3013,3014,3021,3022,3023,3024,3031,3032,3033,3034,3901,3902,4011,4012,4013,4014,4021,4022,4023,4024,4901,4902,5011,5012,5013,5014,5021,5022,5023,5024,5901,5902,294,106,284,324]",1,4,600,False,154743,0,5,154744,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,3,0,0,ui_itemCollection_Name_3002,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,Ápice da Tecnologia 2,STAT_STIFFTIMEDECRATE,Redução da Duração de Cambaleio,,,,
3003,"[3011,3012,3013,3014,3021,3022,3023,3024,3031,3032,3033,3034,3901,3902,4011,4012,4013,4014,4021,4022,4023,4024,4901,4902,5011,5012,5013,5014,5021,5022,5023,5024,5901,5902,294,106,284,324]",1,4,600,False,154743,0,12,154744,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2,0,0,ui_itemCollection_Name_3003,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,Ápice da Tecnologia 3,STAT_ACTIONSPEEDRATE,Velocidade de Conjuração,,,,
3004,"[3011,3012,3013,3014,3021,3022,3023,3024,3031,3032,3033,3034,3901,3902,4011,4012,4013,4014,4021,4022,4023,4024,4901,4902,5011,5012,5013,5014,5021,5022,5023,5024,5901,5902,294,106,284,324]",1,4,600,False,154745,0,3,154746,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,3,0,0,ui_itemCollection_Name_3004,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,Ápice da Tecnologia 4,STAT_SKILLDMGINC_MULTI,Dano Fixo em Área,,,,
3005,"[3011,3012,3013,3014,3021,3022,3023,3024,3031,3032,3033,3034,3901,3902,4011,4012,4013,4014,4021,4022,4023,4024,4901,4902,5011,5012,5013,5014,5021,5022,5023,5024,5901,5902,294,106,284,324]",1,4,600,False,154745,0,5,154746,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,2,0,0,ui_itemCollection_Name_3005,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,Ápice da Tecnologia 5,STAT_HANGARREUSEDECRATE,Redução de Recarga do Hangar,,,,
3006,"[3011,3012,3013,3014,3021,3022,3023,3024,3031,3032,3033,3034,3901,3902,4011,4012,4013,4014,4021,4022,4023,4024,4901,4902,5011,5012,5013,5014,5021,5022,5023,5024,5901,5902,294,106,284,324]",1,4,600,False,154745,0,8,154746,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2,0,0,ui_itemCollection_Name_3006,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,Projeção de Poder de Fogo 1,STAT_HITPOW,Precisão,,,,
3007,"[3011,3012,3013,3014,3021,3022,3023,3024,3031,3032,3033,3034,3901,3902,4011,4012,4013,4014,4021,4022,4023,4024,4901,4902,5011,5012,5013,5014,5021,5022,5023,5024,5901,5902,294,106,284,324]",1,4,600,False,154743,0,5,154744,0,5,154745,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,100,0,0,ui_itemCollection_Name_3007,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,Projeção de Poder de Fogo 2,STAT_SKILLDMGDECRATE_MULTI,Red. de Dano Alvo em Área,,,,
3008,"[3011,3012,3013,3014,3021,3022,3023,3024,3031,3032,3033,3034,3901,3902,4011,4012,4013,4014,4021,4022,4023,4024,4901,4902,5011,5012,5013,5014,5021,5022,5023,5024,5901,5902,294,106,284,324]",1,4,600,False,154743,0,5,154744,0,5,154746,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,120,0,0,ui_itemCollection_Name_3008,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,Projeção de Poder de Fogo 3,STAT_MAXHP,HP Máx.,,,,
3009,"[3011,3012,3013,3014,3021,3022,3023,3024,3031,3032,3033,3034,3901,3902,4011,4012,4013,4014,4021,4022,4023,4024,4901,4902,5011,5012,5013,5014,5021,5022,5023,5024,5901,5902,294,106,284,324]",1,4,600,False,154743,0,7,154744,0,7,154745,0,5,154746,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2,0,0,ui_itemCollection_Name_3009,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,Projeção de Poder de Fogo 4,STAT_CRIRESPOW,Res. a Crítico,,,,
3010,"[3011,3012,3013,3014,3021,3022,3023,3024,3031,3032,3033,3034,3901,3902,4011,4012,4013,4014,4021,4022,4023,4024,4901,4902,5011,5012,5013,5014,5021,5022,5023,5024,5901,5902,294,106,284,324]",1,4,600,False,154743,0,12,154744,0,10,154745,0,9,154746,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,2,0,0,ui_itemCollection_Name_3010,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,Projeção de Poder de Fogo 5,STAT_MAXFP,FP Máx.,,,,
3011,"[3011,3012,3013,3014,3021,3022,3023,3024,3031,3032,3033,3034,3901,3902,4011,4012,4013,4014,4021,4022,4023,4024,4901,4902,5011,5012,5013,5014,5021,5022,5023,5024,5901,5902,294,106,284,324]",1,4,600,False,154744,0,15,154745,0,10,154746,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2,0,0,ui_itemCollection_Name_3011,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,Magia e Mistério 1,STAT_WEAPONATKPOW,ATQ da Arma,,,,
3012,"[3011,3012,3013,3014,3021,3022,3023,3024,3031,3032,3033,3034,3901,3902,4011,4012,4013,4014,4021,4022,4023,4024,4901,4902,5011,5012,5013,5014,5021,5022,5023,5024,5901,5902,294,106,284,324]",1,4,600,False,154743,0,15,154744,0,15,154745,0,10,154746,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2,0,0,ui_itemCollection_Name_3012,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,Magia e Mistério 2,STAT_DODGEPOW,Evasão,,,,
3013,"[3011,3012,3013,3014,3021,3022,3023,3024,3031,3032,3033,3034,3901,3902,4011,4012,4013,4014,4021,4022,4023,4024,4901,4902,5011,5012,5013,5014,5021,5022,5023,5024,5901,5902,294,106,284,324]",1,4,600,False,154743,0,20,154744,0,18,154745,0,12,154746,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2,0,0,ui_itemCollection_Name_3013,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,Magia e Mistério 3,STAT_DEFPOW,DEF,,,,
3014,"[3011,3012,3013,3014,3021,3022,3023,3024,3031,3032,3033,3034,3901,3902,4011,4012,4013,4014,4021,4022,4023,4024,4901,4902,5011,5012,5013,5014,5021,5022,5023,5024,5901,5902,294,106,284,324]",1,4,600,False,154743,0,25,154744,0,20,154745,0,15,154746,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,0,0,ui_itemCollection_Name_3014,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,Magia e Mistério 4,STAT_CRIHITPOW,Chance de Crítico,,,,
3015,"[3011,3012,3013,3014,3021,3022,3023,3024,3031,3032,3033,3034,3901,3902,4011,4012,4013,4014,4021,4022,4023,4024,4901,4902,5011,5012,5013,5014,5021,5022,5023,5024,5901,5902,294,106,284,324]",1,4,600,False,154743,0,30,154744,0,22,154745,0,15,154746,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2,0,0,ui_itemCollection_Name_3015,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,Magia e Mistério 5,STAT_ATKPOW,ATQ,,,,
3016,"[3011,3012,3013,3014,3021,3022,3023,3024,3031,3032,3033,3034,3901,3902,4011,4012,4013,4014,4021,4022,4023,4024,4901,4902,5011,5012,5013,5014,5021,5022,5023,5024,5901,5902,294,106,284,324]",1,4,600,False,154639,0,12,154640,0,10,154641,0,8,154642,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,120,0,0,ui_itemCollection_Name_3016,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,Força e Sabedoria Combinadas 1,STAT_MAXHP,HP Máx.,,,,
3017,"[3011,3012,3013,3014,3021,3022,3023,3024,3031,3032,3033,3034,3901,3902,4011,4012,4013,4014,4021,4022,4023,4024,4901,4902,5011,5012,5013,5014,5021,5022,5023,5024,5901,5902,294,106,284,324]",1,4,600,False,154639,0,15,154640,0,15,154641,0,10,154642,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2,0,0,ui_itemCollection_Name_3017,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,Força e Sabedoria Combinadas 2,STAT_HITPOW,Precisão,,,,
3018,"[3011,3012,3013,3014,3021,3022,3023,3024,3031,3032,3033,3034,3901,3902,4011,4012,4013,4014,4021,4022,4023,4024,4901,4902,5011,5012,5013,5014,5021,5022,5023,5024,5901,5902,294,106,284,324]",1,4,600,False,154639,0,20,154640,0,18,154641,0,12,154642,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2,0,0,ui_itemCollection_Name_3018,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,Força e Sabedoria Combinadas 3,STAT_DEFPOW,DEF,,,,
3019,"[3011,3012,3013,3014,3021,3022,3023,3024,3031,3032,3033,3034,3901,3902,4011,4012,4013,4014,4021,4022,4023,4024,4901,4902,5011,5012,5013,5014,5021,5022,5023,5024,5901,5902,294,106,284,324]",1,4,600,False,154639,0,25,154640,0,20,154641,0,15,154642,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,2,0,0,ui_itemCollection_Name_3019,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,Força e Sabedoria Combinadas 4,STAT_MAXFP,FP Máx.,,,,
3020,"[3011,3012,3013,3014,3021,3022,3023,3024,3031,3032,3033,3034,3901,3902,4011,4012,4013,4014,4021,4022,4023,4024,4901,4902,5011,5012,5013,5014,5021,5022,5023,5024,5901,5902,294,106,284,324]",1,4,600,False,154639,0,30,154640,0,22,154641,0,15,154642,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,2,0,0,ui_itemCollection_Name_3020,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,Força e Sabedoria Combinadas 5,STAT_ADDDMG,Dano Fixo,,,,
3021,[],1,4,600,False,154751,0,3,154753,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,2,0,0,ui_itemCollection_Name_3021,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,Semente do Conflito 1,STAT_POTIONRECOVERYMAXVALUE,Contagem de Inj. de HP,,,,
3022,[],1,4,600,False,154751,0,5,154753,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,50,0,0,ui_itemCollection_Name_3022,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,Semente do Conflito 2,STAT_ITEMDROPRATEINCRATE,Aumento da Chance de Drop de Item,,,,
