CollectionIndex,Number,StatType,StatValue,StatEnum,StatNamePTBR
1625,0,0,0,,
1626,0,0,0,,
1627,0,0,0,,
1628,2,20,2,STAT_F_ATKPOW,ATQ de Força
1629,2,74,2,STAT_PARRYDMGDECRATE,Red. de Dano do Bloqueio de Arma
1630,2,76,2,STAT_IMPULSIVEPOW,ATQ de Impacto
1631,2,78,2,STAT_CUTTINGPOW,ATQ de Corte
1632,0,0,0,,
1633,0,0,0,,
1634,0,0,0,,
1635,0,0,0,,
1636,0,0,0,,
1637,0,0,0,,
1638,2,120,50,STAT_PROVOCATIONHITRATE,Taxa de Acerto de Provocação
1639,2,155,2,STAT_P_CRIRESPOW,Res. Crít. FÍS
1640,2,10,3,STAT_P_CRIHITPOW,Taxa Crít. FÍS
1641,2,38,2,STAT_HITPOW,Precisão
1642,0,0,0,,
1643,0,0,0,,
1644,0,0,0,,
1645,0,0,0,,
1646,0,0,0,,
1647,2,11,4,STAT_P_CRIDMG,Dano Crít. FÍS
1648,2,151,3,STAT_PVE_ADDDMG,Dano Fixo PvE
1649,2,100,5,STAT_NORMAL_DOUBLE,Taxa Acer. ATQ Nor. MÁX
1650,2,7,2,STAT_P_ATKPOW,ATQ Físico
1651,2,93,2,STAT_GIVECRIDMGINCRATE,Dano Crít.
1652,0,0,0,,
1653,0,0,0,,
1654,0,0,0,,
1655,0,0,0,,
1656,0,0,0,,
1657,0,0,0,,
1658,2,149,6,STAT_STIFFRESRATE,Resistência a Cambaleio
1659,2,102,8,STAT_DOUBLE,Taxa Acer. ATQ Máx.
1660,2,38,2,STAT_HITPOW,Precisão
1661,2,40,3,STAT_DODGEPOW,Evasão
1662,0,0,0,,
1663,0,0,0,,
1664,0,0,0,,
1665,0,0,0,,
1666,0,0,0,,
1667,0,0,0,,
1668,2,104,3,STAT_P_ADDDMG,Dano Físico Fixo
1669,2,156,2,STAT_F_CRIRESPOW,Res. Crít. FOR
1670,2,23,3,STAT_F_CRIHITPOW,Taxa Crít. FOR
1671,2,103,3,STAT_DOUBLERES,Res ATQ Máx.
1672,0,0,0,,
1673,0,0,0,,
1674,0,0,0,,
1675,0,0,0,,
1676,0,0,0,,
1677,2,24,4,STAT_F_CRIDMG,Dano Crít. FOR
1678,2,152,3,STAT_PVE_SUBDMG,Resistência a Dano Fixo PvE
1679,2,101,5,STAT_SKILL_DOUBLE,Taxa Acer. ATQ de Hab. MÁX
1680,2,20,2,STAT_F_ATKPOW,ATQ de Força
1681,2,39,6,STAT_CRIDMG,Dano Crítico
1682,0,0,0,,
1683,0,0,0,,
1684,0,0,0,,
1685,0,0,0,,
1686,0,0,0,,
1687,0,0,0,,
1688,2,103,3,STAT_DOUBLERES,Res ATQ Máx.
1689,2,21,2,STAT_F_DEFPOW,DEF de Força
1690,2,37,120,STAT_MAXHP,HP Máx.
1691,2,22,3,STAT_F_HITPOW,Precisão de Força
1692,0,0,0,,
1693,0,0,0,,
1694,0,0,0,,
1695,0,0,0,,
1696,0,0,0,,
1697,0,0,0,,
1698,2,104,3,STAT_P_ADDDMG,Dano Físico Fixo
1699,2,8,2,STAT_P_DEFPOW,DEF Física
1700,2,9,3,STAT_P_HITPOW,Precisão Física
1701,2,150,3,STAT_STIFFTIMEDECRATE,Redução da Duração de Cambaleio
1702,0,0,0,,
1703,0,0,0,,
1704,0,0,0,,
1705,0,0,0,,
1706,1,100,2,STAT_NORMAL_DOUBLE,Taxa Acer. ATQ Nor. MÁX
1707,0,0,0,,
1708,2,9,2,STAT_P_HITPOW,Precisão Física
1709,2,8,2,STAT_P_DEFPOW,DEF Física
1710,2,7,2,STAT_P_ATKPOW,ATQ Físico
1711,0,0,0,,
1712,0,0,0,,
1713,0,0,0,,
1714,0,0,0,,
1715,0,0,0,,
1716,0,0,0,,
1717,1,38,1,STAT_HITPOW,Precisão
1718,0,0,0,,
1719,2,98,2,STAT_HANGARREUSEDECRATE,Redução de Recarga do Hangar
1720,2,105,3,STAT_F_ADDDMG,Dano Fixo de Força
1721,2,95,2,STAT_MAXFP,FP Máx.
1722,0,0,0,,
1723,0,0,0,,
1724,0,0,0,,
1725,0,0,0,,
1726,1,101,2,STAT_SKILL_DOUBLE,Taxa Acer. ATQ de Hab. MÁX
1727,1,22,2,STAT_F_HITPOW,Precisão de Força
1728,0,0,0,,
1729,2,21,2,STAT_F_DEFPOW,DEF de Força
1730,2,20,2,STAT_F_ATKPOW,ATQ de Força
1731,2,39,4,STAT_CRIDMG,Dano Crítico
1732,0,0,0,,
1733,0,0,0,,
1734,0,0,0,,
1735,0,0,0,,
1736,1,40,1,STAT_DODGEPOW,Evasão
1737,0,0,0,,
1738,2,37,80,STAT_MAXHP,HP Máx.
1739,2,42,2,STAT_CRIRESPOW,Res. a Crítico
1740,2,95,2,STAT_MAXFP,FP Máx.
1741,2,38,2,STAT_HITPOW,Precisão
1742,0,0,0,,
1743,0,0,0,,
1744,0,0,0,,
1745,0,0,0,,
1746,0,0,0,,
1747,1,76,2,STAT_IMPULSIVEPOW,ATQ de Impacto
1748,0,0,0,,
1749,2,99,2,STAT_WEAPONATKRES,Res ATQ de Arma
1750,2,78,2,STAT_CUTTINGPOW,ATQ de Corte
1751,2,74,2,STAT_PARRYDMGDECRATE,Red. de Dano do Bloqueio de Arma
1752,0,0,0,,
1753,0,0,0,,
1754,0,0,0,,
1755,0,0,0,,
1756,1,159,2,STAT_P_DEFPIERCE,Penetração de DEF Física
1757,1,77,2,STAT_CUTTINGRES,DEF de Corte
1758,0,0,0,,
1759,2,40,2,STAT_DODGEPOW,Evasão
1760,2,38,2,STAT_HITPOW,Precisão
1761,2,95,2,STAT_MAXFP,FP Máx.
1762,0,0,0,,
1763,0,0,0,,
1764,0,0,0,,
1765,0,0,0,,
1766,1,85,2,STAT_NONBATTLE_HPRECOVERYRATE,Taxa de Recuperação de HP Fora de Combate
1767,0,0,0,,
1768,2,150,3,STAT_STIFFTIMEDECRATE,Redução da Duração de Cambaleio
1769,2,97,2,STAT_FPRECOVERY,Regen. de FP
1770,2,39,3,STAT_CRIDMG,Dano Crítico
1771,2,36,1,STAT_DEFPOW,DEF
1772,0,0,0,,
1773,0,0,0,,
1774,0,0,0,,
1775,0,0,0,,
1776,0,0,0,,
1777,1,152,2,STAT_PVE_SUBDMG,Resistência a Dano Fixo PvE
1778,0,0,0,,
1779,2,21,1,STAT_F_DEFPOW,DEF de Força
1780,2,23,2,STAT_F_CRIHITPOW,Taxa Crít. FOR
1781,2,155,2,STAT_P_CRIRESPOW,Res. Crít. FÍS
1782,0,0,0,,
1783,0,0,0,,
1784,0,0,0,,
1785,0,0,0,,
1786,1,105,3,STAT_F_ADDDMG,Dano Fixo de Força
1787,1,151,2,STAT_PVE_ADDDMG,Dano Fixo PvE
1788,0,0,0,,
1789,2,10,2,STAT_P_CRIHITPOW,Taxa Crít. FÍS
1790,2,8,1,STAT_P_DEFPOW,DEF Física
1791,2,156,2,STAT_F_CRIRESPOW,Res. Crít. FOR
1792,0,0,0,,
1793,0,0,0,,
1794,0,0,0,,
1795,0,0,0,,
1796,0,0,0,,
1797,0,0,0,,
1798,0,0,0,,
1799,0,0,0,,
1800,2,147,4,STAT_FPUSEDEC,Redução de Consumo de FP
1801,2,162,8,STAT_SKILLDMGINC_MULTI,Dano Fixo em Área
1802,0,0,0,,
1803,0,0,0,,
1804,0,0,0,,
1805,0,0,0,,
1806,0,0,0,,
1807,0,0,0,,
1808,2,105,6,STAT_F_ADDDMG,Dano Fixo de Força
1809,2,38,3,STAT_HITPOW,Precisão
1810,2,37,210,STAT_MAXHP,HP Máx.
1811,2,177,3,STAT_UG_HACKINGRESRATE,Resistência a Hackeamento
1812,0,0,0,,
1813,0,0,0,,
1814,0,0,0,,
1815,0,0,0,,
1816,0,0,0,,
1817,0,0,0,,
1818,0,0,0,,
1819,0,0,0,,
1820,2,8,2,STAT_P_DEFPOW,DEF Física
1821,2,7,2,STAT_P_ATKPOW,ATQ Físico
1822,0,0,0,,
1823,2,107,2,STAT_P_SUBDMG,Resistência a Dano Físico Fixo
1824,2,151,3,STAT_PVE_ADDDMG,Dano Fixo PvE
1825,2,9,3,STAT_P_HITPOW,Precisão Física
1826,2,10,3,STAT_P_CRIHITPOW,Taxa Crít. FÍS
1827,0,0,0,,
1828,0,0,0,,
1829,0,0,0,,
1830,0,0,0,,
1831,0,0,0,,
1832,0,0,0,,
1833,0,0,0,,
1834,0,0,0,,
1835,2,21,2,STAT_F_DEFPOW,DEF de Força
1836,2,20,2,STAT_F_ATKPOW,ATQ de Força
1837,0,0,0,,
1838,2,108,2,STAT_F_SUBDMG,Res. Dano Força Fixo
1839,2,152,3,STAT_PVE_SUBDMG,Resistência a Dano Fixo PvE
1840,2,22,3,STAT_F_HITPOW,Precisão de Força
1841,2,23,3,STAT_F_CRIHITPOW,Taxa Crít. FOR
1842,0,0,0,,
1843,0,0,0,,
1844,0,0,0,,
1845,0,0,0,,
1846,0,0,0,,
1847,0,0,0,,
1848,0,0,0,,
1849,0,0,0,,
1850,2,76,1,STAT_IMPULSIVEPOW,ATQ de Impacto
1851,2,78,1,STAT_CUTTINGPOW,ATQ de Corte
1852,0,0,0,,
1853,2,76,1,STAT_IMPULSIVEPOW,ATQ de Impacto
1854,2,150,8,STAT_STIFFTIMEDECRATE,Redução da Duração de Cambaleio
1855,2,39,8,STAT_CRIDMG,Dano Crítico
1856,2,85,3,STAT_NONBATTLE_HPRECOVERYRATE,Taxa de Recuperação de HP Fora de Combate
1857,0,0,0,,
1858,0,0,0,,
1859,0,0,0,,
1860,0,0,0,,
1861,0,0,0,,
1862,0,0,0,,
1863,0,0,0,,
1864,0,0,0,,
1865,2,159,4,STAT_P_DEFPIERCE,Penetração de DEF Física
1866,2,178,2,STAT_UG_RESTRICTIONHITRATE,Taxa de Acerto de Restrição
1867,0,0,0,,
1868,2,177,2,STAT_UG_HACKINGRESRATE,Resistência a Hackeamento
1869,2,8,2,STAT_P_DEFPOW,DEF Física
1870,2,152,3,STAT_PVE_SUBDMG,Resistência a Dano Fixo PvE
1871,2,97,3,STAT_FPRECOVERY,Regen. de FP
1872,0,0,0,,
1873,0,0,0,,
1874,0,0,0,,
1875,0,0,0,,
1876,0,0,0,,
1877,0,0,0,,
1878,0,0,0,,
1879,0,0,0,,
1880,2,162,4,STAT_SKILLDMGINC_MULTI,Dano Fixo em Área
1881,2,85,3,STAT_NONBATTLE_HPRECOVERYRATE,Taxa de Recuperação de HP Fora de Combate
1882,0,0,0,,
1883,2,37,80,STAT_MAXHP,HP Máx.
1884,2,21,2,STAT_F_DEFPOW,DEF de Força
1885,2,151,3,STAT_PVE_ADDDMG,Dano Fixo PvE
1886,2,96,3,STAT_MAXFPRATE,Aumento de FP Máx.
1887,0,0,0,,
1888,0,0,0,,
1889,0,0,0,,
1890,0,0,0,,
1891,0,0,0,,
1892,0,0,0,,
1893,0,0,0,,
1894,0,0,0,,
1895,2,102,2,STAT_DOUBLE,Taxa Acer. ATQ Máx.
1896,2,21,2,STAT_F_DEFPOW,DEF de Força
1897,0,0,0,,
1898,2,8,2,STAT_P_DEFPOW,DEF Física
1899,2,40,1,STAT_DODGEPOW,Evasão
1900,2,38,1,STAT_HITPOW,Precisão
1901,2,66,50,STAT_CONHITRATE,Taxa de Acerto de Debuff
1902,0,0,0,,
1903,0,0,0,,
1904,0,0,0,,
1905,0,0,0,,
1906,0,0,0,,
1907,0,0,0,,
1908,0,0,0,,
1909,0,0,0,,
1910,2,147,4,STAT_FPUSEDEC,Redução de Consumo de FP
1911,2,107,2,STAT_P_SUBDMG,Resistência a Dano Físico Fixo
1912,0,0,0,,
1913,2,108,2,STAT_F_SUBDMG,Res. Dano Força Fixo
1914,2,83,1,STAT_ACTIONSPEEDRATE,Velocidade de Conjuração
1915,2,95,1,STAT_MAXFP,FP Máx.
1916,2,85,4,STAT_NONBATTLE_HPRECOVERYRATE,Taxa de Recuperação de HP Fora de Combate
1917,0,0,0,,
1918,0,0,0,,
1919,0,0,0,,
1920,0,0,0,,
1921,0,0,0,,
1922,0,0,0,,
1923,2,147,4,STAT_FPUSEDEC,Redução de Consumo de FP
1924,2,148,4,STAT_POTIONRECOVERYMAXVALUE,Contagem de Inj. de HP
1925,2,76,1,STAT_IMPULSIVEPOW,ATQ de Impacto
1926,2,79,1,STAT_PIERCINGRES,DEF Penetr.
1927,0,0,0,,
1928,2,148,4,STAT_POTIONRECOVERYMAXVALUE,Contagem de Inj. de HP
1929,2,149,4,STAT_STIFFRESRATE,Resistência a Cambaleio
1930,2,24,6,STAT_F_CRIDMG,Dano Crít. FOR
1931,2,20,2,STAT_F_ATKPOW,ATQ de Força
1932,0,0,0,,
1933,0,0,0,,
1934,0,0,0,,
1935,0,0,0,,
1936,0,0,0,,
1937,0,0,0,,
1938,0,0,0,,
1939,0,0,0,,
1940,2,74,1,STAT_PARRYDMGDECRATE,Red. de Dano do Bloqueio de Arma
1941,2,77,1,STAT_CUTTINGRES,DEF de Corte
1942,0,0,0,,
1943,2,155,1,STAT_P_CRIRESPOW,Res. Crít. FÍS
1944,2,21,2,STAT_F_DEFPOW,DEF de Força
1945,2,11,6,STAT_P_CRIDMG,Dano Crít. FÍS
1946,2,7,2,STAT_P_ATKPOW,ATQ Físico
1947,0,0,0,,
1948,0,0,0,,
1949,0,0,0,,
1950,0,0,0,,
1951,0,0,0,,
1952,0,0,0,,
1953,0,0,0,,
1954,0,0,0,,
1955,2,78,1,STAT_CUTTINGPOW,ATQ de Corte
1956,2,75,1,STAT_IMPULSIVERES,DEF de Impacto
1957,0,0,0,,
1958,2,156,1,STAT_F_CRIRESPOW,Res. Crít. FOR
1959,2,8,2,STAT_P_DEFPOW,DEF Física
1960,2,99,2,STAT_WEAPONATKRES,Res ATQ de Arma
1961,2,10,2,STAT_P_CRIHITPOW,Taxa Crít. FÍS
1962,0,0,0,,
1963,0,0,0,,
1964,0,0,0,,
1965,0,0,0,,
1966,0,0,0,,
1967,0,0,0,,
1968,0,0,0,,
1969,0,0,0,,
1970,2,51,100,STAT_SKILLDMGDECRATE_SINGLE,Red. de Dano Alvo Úni.
1971,2,52,100,STAT_SKILLDMGINCRATE_MULTI,Aum. de Dano em Área
1972,0,0,0,,
1973,2,108,2,STAT_F_SUBDMG,Res. Dano Força Fixo
1974,2,7,2,STAT_P_ATKPOW,ATQ Físico
1975,2,105,4,STAT_F_ADDDMG,Dano Fixo de Força
1976,2,23,2,STAT_F_CRIHITPOW,Taxa Crít. FOR
1977,0,0,0,,
1978,0,0,0,,
1979,0,0,0,,
1980,0,0,0,,
1981,0,0,0,,
1982,0,0,0,,
1983,0,0,0,,
1984,0,0,0,,
1985,2,164,100,STAT_SKILLDMGDEC_SINGLE,Resistência a Dano Fixo de Hab. de Alvo Único
1986,2,122,100,STAT_BLINDHITRATE,Taxa de Acerto de Cegueira
1987,0,0,0,,
1988,2,107,2,STAT_P_SUBDMG,Resistência a Dano Físico Fixo
1989,2,20,2,STAT_F_ATKPOW,ATQ de Força
1990,2,102,4,STAT_DOUBLE,Taxa Acer. ATQ Máx.
1991,2,112,200,STAT_F_DODGEPOW,Evasão de Força
2000,0,0,0,,
2001,0,0,0,,
2002,1,102,2,STAT_DOUBLE,Taxa Acer. ATQ Máx.
2003,1,105,2,STAT_F_ADDDMG,Dano Fixo de Força
2004,0,0,0,,
2005,0,0,0,,
2006,0,0,0,,
2007,2,147,2,STAT_FPUSEDEC,Redução de Consumo de FP
2008,1,93,1,STAT_GIVECRIDMGINCRATE,Dano Crít.
2009,1,148,2,STAT_POTIONRECOVERYMAXVALUE,Contagem de Inj. de HP
2010,0,0,0,,
2011,0,0,0,,
2012,0,0,0,,
2013,0,0,0,,
2014,0,0,0,,
2015,2,42,2,STAT_CRIRESPOW,Res. a Crítico
2016,1,105,2,STAT_F_ADDDMG,Dano Fixo de Força
2017,1,35,2,STAT_ATKPOW,ATQ
2018,1,41,2,STAT_CRIHITPOW,Chance de Crítico
2019,0,0,0,,
2020,2,90,200,STAT_EXPDROPINCRATE,Ganho de EXP
2021,0,0,0,,
2022,2,33,2,STAT_WEAPONATKPOW,ATQ da Arma
2023,2,150,2,STAT_STIFFTIMEDECRATE,Redução da Duração de Cambaleio
2024,1,37,60,STAT_MAXHP,HP Máx.
2025,1,36,2,STAT_DEFPOW,DEF
2026,0,0,0,,
2027,1,39,2,STAT_CRIDMG,Dano Crítico
2028,0,0,0,,
2029,2,106,2,STAT_ADDDMG,Dano Fixo
2030,2,91,10,STAT_ITEMDROPRATEINCRATE,Aumento da Chance de Drop de Item
2031,2,38,2,STAT_HITPOW,Precisão
2032,1,38,2,STAT_HITPOW,Precisão
2033,1,37,60,STAT_MAXHP,HP Máx.
2034,1,83,1,STAT_ACTIONSPEEDRATE,Velocidade de Conjuração
2035,1,162,2,STAT_SKILLDMGINC_MULTI,Dano Fixo em Área
2036,0,0,0,,
2037,0,0,0,,
2038,2,35,3,STAT_ATKPOW,ATQ
2039,2,37,90,STAT_MAXHP,HP Máx.
2040,1,39,2,STAT_CRIDMG,Dano Crítico
2041,1,58,50,STAT_SKILLREUSEDECRATE_ALL,Red. de Tempo Rec. de Hab.
2042,0,0,0,,
2043,0,0,0,,
2044,2,148,3,STAT_POTIONRECOVERYMAXVALUE,Contagem de Inj. de HP
2045,2,39,2,STAT_CRIDMG,Dano Crítico
2046,2,33,3,STAT_WEAPONATKPOW,ATQ da Arma
2047,0,0,0,,
2048,0,0,0,,
2049,0,0,0,,
2050,0,0,0,,
2051,0,0,0,,
2052,2,99,2,STAT_WEAPONATKRES,Res ATQ de Arma
2053,2,104,2,STAT_P_ADDDMG,Dano Físico Fixo
2054,2,103,2,STAT_DOUBLERES,Res ATQ Máx.
2055,2,78,2,STAT_CUTTINGPOW,ATQ de Corte
2056,2,74,2,STAT_PARRYDMGDECRATE,Red. de Dano do Bloqueio de Arma
2057,2,76,2,STAT_IMPULSIVEPOW,ATQ de Impacto
2058,2,151,3,STAT_PVE_ADDDMG,Dano Fixo PvE
2059,2,152,3,STAT_PVE_SUBDMG,Resistência a Dano Fixo PvE
2060,0,0,0,,
2061,0,0,0,,
2062,0,0,0,,
2063,0,0,0,,
2064,0,0,0,,
2065,0,0,0,,
2066,0,0,0,,
2067,0,0,0,,
2068,2,151,2,STAT_PVE_ADDDMG,Dano Fixo PvE
2069,2,152,2,STAT_PVE_SUBDMG,Resistência a Dano Fixo PvE
2070,2,22,2,STAT_F_HITPOW,Precisão de Força
2071,2,9,2,STAT_P_HITPOW,Precisão Física
2072,0,0,0,,
2073,0,0,0,,
2074,0,0,0,,
2075,0,0,0,,
2076,0,0,0,,
2077,0,0,0,,
2078,0,0,0,,
2079,0,0,0,,
2080,2,98,2,STAT_HANGARREUSEDECRATE,Redução de Recarga do Hangar
2081,2,102,4,STAT_DOUBLE,Taxa Acer. ATQ Máx.
2082,2,126,100,STAT_PULLHITRATE,Taxa de Acerto de Puxão
2083,2,42,1,STAT_CRIRESPOW,Res. a Crítico
3001,0,0,0,,
3002,0,0,0,,
3003,0,0,0,,
3004,0,0,0,,
3005,0,0,0,,
3006,0,0,0,,
3007,0,0,0,,
3008,0,0,0,,
3009,2,51,100,STAT_SKILLDMGDECRATE_SINGLE,Red. de Dano Alvo Úni.
3010,0,148,3,STAT_POTIONRECOVERYMAXVALUE,Contagem de Inj. de HP
3011,0,0,0,,
3012,2,159,4,STAT_P_DEFPIERCE,Penetração de DEF Física
3013,2,50,100,STAT_SKILLDMGINCRATE_SINGLE,Aum. de Dano Alvo Úni.
3014,2,52,100,STAT_SKILLDMGINCRATE_MULTI,Aum. de Dano em Área
3015,2,42,2,STAT_CRIRESPOW,Res. a Crítico
3016,2,40,2,STAT_DODGEPOW,Evasão
3017,2,90,100,STAT_EXPDROPINCRATE,Ganho de EXP
3018,2,41,1,STAT_CRIHITPOW,Chance de Crítico
3019,2,83,2,STAT_ACTIONSPEEDRATE,Velocidade de Conjuração
3020,2,42,2,STAT_CRIRESPOW,Res. a Crítico
3021,0,0,0,,
3022,0,0,0,,
3023,0,0,0,,
3024,0,0,0,,
3025,0,0,0,,
3026,0,0,0,,
3027,0,0,0,,
3028,0,0,0,,
3029,0,0,0,,
3030,0,0,0,,
3031,0,0,0,,
3032,0,0,0,,
3033,0,0,0,,
3034,0,0,0,,
3035,0,0,0,,
3036,0,0,0,,
3037,0,0,0,,
3038,0,0,0,,
3039,0,0,0,,
3040,2,107,2,STAT_P_SUBDMG,Resistência a Dano Físico Fixo
3041,2,7,1,STAT_P_ATKPOW,ATQ Físico
3042,2,9,2,STAT_P_HITPOW,Precisão Física
3043,2,11,4,STAT_P_CRIDMG,Dano Crít. FÍS
3044,2,36,1,STAT_DEFPOW,DEF
3045,2,177,1,STAT_UG_HACKINGRESRATE,Resistência a Hackeamento
3046,0,0,0,,
3047,0,0,0,,
3048,0,0,0,,
3049,0,0,0,,
3050,0,0,0,,
3051,0,0,0,,
3052,0,0,0,,
3053,0,0,0,,
3054,2,99,4,STAT_WEAPONATKRES,Res ATQ de Arma
3055,2,42,3,STAT_CRIRESPOW,Res. a Crítico
3056,0,0,0,,
3057,2,40,2,STAT_DODGEPOW,Evasão
3058,2,83,3,STAT_ACTIONSPEEDRATE,Velocidade de Conjuração
3059,2,38,2,STAT_HITPOW,Precisão
3060,2,37,240,STAT_MAXHP,HP Máx.
3061,0,0,0,,
3062,0,0,0,,
3063,0,0,0,,
3064,0,0,0,,
3065,0,0,0,,
3066,0,0,0,,
3067,0,0,0,,
3068,0,0,0,,
3069,0,0,0,,
3070,2,108,2,STAT_F_SUBDMG,Res. Dano Força Fixo
3071,2,21,2,STAT_F_DEFPOW,DEF de Força
3072,2,22,2,STAT_F_HITPOW,Precisão de Força
3073,2,24,4,STAT_F_CRIDMG,Dano Crít. FOR
3074,2,36,1,STAT_DEFPOW,DEF
3075,2,23,1,STAT_F_CRIHITPOW,Taxa Crít. FOR
3076,2,152,2,STAT_PVE_SUBDMG,Resistência a Dano Fixo PvE
3077,2,177,1,STAT_UG_HACKINGRESRATE,Resistência a Hackeamento
3078,2,178,1,STAT_UG_RESTRICTIONHITRATE,Taxa de Acerto de Restrição
3079,2,40,2,STAT_DODGEPOW,Evasão
3080,2,20,2,STAT_F_ATKPOW,ATQ de Força
3081,0,0,0,,
3082,0,0,0,,
3083,0,0,0,,
3084,0,0,0,,
3085,0,0,0,,
3086,0,0,0,,
3087,0,0,0,,
3088,0,0,0,,
3089,0,0,0,,
3090,2,105,6,STAT_F_ADDDMG,Dano Fixo de Força
3091,2,102,6,STAT_DOUBLE,Taxa Acer. ATQ Máx.
3092,2,8,1,STAT_P_DEFPOW,DEF Física
3093,2,162,8,STAT_SKILLDMGINC_MULTI,Dano Fixo em Área
3094,2,159,8,STAT_P_DEFPIERCE,Penetração de DEF Física
3095,2,7,1,STAT_P_ATKPOW,ATQ Físico
3096,2,155,2,STAT_P_CRIRESPOW,Res. Crít. FÍS
3097,2,40,2,STAT_DODGEPOW,Evasão
3098,2,83,2,STAT_ACTIONSPEEDRATE,Velocidade de Conjuração
3099,2,38,2,STAT_HITPOW,Precisão
3100,2,37,150,STAT_MAXHP,HP Máx.
3101,0,0,0,,
3102,0,0,0,,
3103,0,0,0,,
3104,0,0,0,,
3105,0,0,0,,
3106,0,0,0,,
3107,0,0,0,,
3108,0,0,0,,
3109,0,0,0,,
3110,0,0,0,,
3111,0,0,0,,
3112,0,0,0,,
3113,0,0,0,,
3114,0,0,0,,
3115,2,67,100,STAT_CONRESRATE,Resistência a Debuff
3116,2,99,2,STAT_WEAPONATKRES,Res ATQ de Arma
3117,2,35,1,STAT_ATKPOW,ATQ
3118,2,66,100,STAT_CONHITRATE,Taxa de Acerto de Debuff
3119,2,98,2,STAT_HANGARREUSEDECRATE,Redução de Recarga do Hangar
3120,2,37,150,STAT_MAXHP,HP Máx.
3121,0,0,0,,
3122,0,0,0,,
3123,0,0,0,,
3124,0,0,0,,
3125,0,0,0,,
3126,0,0,0,,
3127,0,0,0,,
3128,2,40,1,STAT_DODGEPOW,Evasão
3129,2,102,4,STAT_DOUBLE,Taxa Acer. ATQ Máx.
3130,2,90,100,STAT_EXPDROPINCRATE,Ganho de EXP
3131,0,0,0,,
3132,0,0,0,,
3133,0,0,0,,
3134,0,0,0,,
3135,0,0,0,,
3136,0,0,0,,
3137,0,0,0,,
3138,0,0,0,,
3139,0,0,0,,
3140,0,0,0,,
3141,0,0,0,,
3142,2,74,3,STAT_PARRYDMGDECRATE,Red. de Dano do Bloqueio de Arma
3143,2,78,3,STAT_CUTTINGPOW,ATQ de Corte
3144,2,76,3,STAT_IMPULSIVEPOW,ATQ de Impacto
3145,2,126,200,STAT_PULLHITRATE,Taxa de Acerto de Puxão
3146,2,99,2,STAT_WEAPONATKRES,Res ATQ de Arma
3147,2,83,2,STAT_ACTIONSPEEDRATE,Velocidade de Conjuração
3148,2,37,210,STAT_MAXHP,HP Máx.
3149,2,115,200,STAT_SKILLDMGINCRATE_ALL,Aum. de Dano de Hab.
3150,2,38,2,STAT_HITPOW,Precisão
3151,0,0,0,,
3152,0,0,0,,
3153,0,0,0,,
3154,0,0,0,,
3155,0,0,0,,
3156,0,0,0,,
3157,0,0,0,,
3158,0,0,0,,
3159,0,0,0,,
3160,0,0,0,,
3161,0,0,0,,
3162,2,77,3,STAT_CUTTINGRES,DEF de Corte
3163,2,75,3,STAT_IMPULSIVERES,DEF de Impacto
3164,2,79,3,STAT_PIERCINGRES,DEF Penetr.
3165,2,37,180,STAT_MAXHP,HP Máx.
3166,2,83,3,STAT_ACTIONSPEEDRATE,Velocidade de Conjuração
3167,2,36,2,STAT_DEFPOW,DEF
3168,2,42,2,STAT_CRIRESPOW,Res. a Crítico
3169,2,35,2,STAT_ATKPOW,ATQ
3170,2,41,2,STAT_CRIHITPOW,Chance de Crítico
3171,0,0,0,,
3172,0,0,0,,
3173,0,0,0,,
3174,0,0,0,,
3175,0,0,0,,
3176,0,0,0,,
3177,0,0,0,,
3178,0,0,0,,
3179,2,37,150,STAT_MAXHP,HP Máx.
3180,2,102,10,STAT_DOUBLE,Taxa Acer. ATQ Máx.
3181,2,105,10,STAT_F_ADDDMG,Dano Fixo de Força
3182,2,67,200,STAT_CONRESRATE,Resistência a Debuff
3183,2,66,200,STAT_CONHITRATE,Taxa de Acerto de Debuff
3184,2,177,5,STAT_UG_HACKINGRESRATE,Resistência a Hackeamento
3185,2,178,5,STAT_UG_RESTRICTIONHITRATE,Taxa de Acerto de Restrição
3186,0,0,0,,
3187,0,0,0,,
3188,0,0,0,,
3189,0,0,0,,
3190,0,0,0,,
3191,0,0,0,,
3192,0,0,0,,
3193,0,0,0,,
3194,2,148,8,STAT_POTIONRECOVERYMAXVALUE,Contagem de Inj. de HP
3195,2,22,2,STAT_F_HITPOW,Precisão de Força
3196,2,162,8,STAT_SKILLDMGINC_MULTI,Dano Fixo em Área
3197,2,9,2,STAT_P_HITPOW,Precisão Física
3198,2,159,8,STAT_P_DEFPIERCE,Penetração de DEF Física
3199,2,83,1,STAT_ACTIONSPEEDRATE,Velocidade de Conjuração
3200,2,37,150,STAT_MAXHP,HP Máx.
3201,0,0,0,,
3202,0,0,0,,
3203,0,0,0,,
3204,0,0,0,,
3205,0,0,0,,
3206,0,0,0,,
3207,0,0,0,,
3208,0,0,0,,
3209,0,0,0,,
3210,0,0,0,,
3211,0,0,0,,
3212,0,0,0,,
3213,0,0,0,,
3214,0,0,0,,
3215,0,0,0,,
3216,0,0,0,,
3217,0,0,0,,
3218,2,78,3,STAT_CUTTINGPOW,ATQ de Corte
3219,0,0,0,,
3220,0,0,0,,
3221,2,39,8,STAT_CRIDMG,Dano Crítico
