CollectionIndex,CollectionNamePTBR,Slot,ItemGroup,RequiredQuantity,RequiredEnchantLevel,AcceptedItemIndex,AcceptedItemNamePTBR,AcceptedItemGrade,AcceptedItemTier
1930,Lágrimas Congeladas 6,3,154723,15,0,154723,Diário do Minerador,3,0
1930,Lágrimas Congeladas 6,3,154723,15,0,154728,Diário do Minerador,3,0
1930,Lágrimas Congeladas 6,4,154733,10,0,154733,Cilindro Contaminante,4,0
1930,Lágrimas Congeladas 6,4,154733,10,0,154738,Cilindro Contaminante,4,0
1931,Lágrimas Congeladas 7,1,154703,30,0,154703,Fragmento de Aeronave Accretiano,1,0
1931,Lágrimas Congeladas 7,1,154703,30,0,154708,Fragmento de Aeronave Accretiano,1,0
1931,Lágrimas Congeladas 7,2,154713,22,0,154713,Água Residual Engarrafada,2,0
1931,Lágrimas Congeladas 7,2,154713,22,0,154718,Água Residual Engarrafada,2,0
1931,Lágrimas Congeladas 7,3,154723,15,0,154723,Diário do Minerador,3,0
1931,Lágrimas Congeladas 7,3,154723,15,0,154728,Diário do Minerador,3,0
1931,Lágrimas Congeladas 7,4,154733,12,0,154733,Cilindro Contaminante,4,0
1931,Lágrimas Congeladas 7,4,154733,12,0,154738,Cilindro Contaminante,4,0
1932,Oleastro 1,1,154704,3,0,154704,DNA de Besta Gigante,1,0
1932,Oleastro 1,1,154704,3,0,154709,DNA de Besta Gigante,1,0
1932,Oleastro 1,2,154714,2,0,154714,Livro de Registro de Inventário Armazenado,2,0
1932,Oleastro 1,2,154714,2,0,154719,Livro de Registro de Inventário Armazenado,2,0
1933,Oleastro 2,1,154704,5,0,154704,DNA de Besta Gigante,1,0
1933,Oleastro 2,1,154704,5,0,154709,DNA de Besta Gigante,1,0
1933,Oleastro 2,2,154714,4,0,154714,Livro de Registro de Inventário Armazenado,2,0
1933,Oleastro 2,2,154714,4,0,154719,Livro de Registro de Inventário Armazenado,2,0
1934,Oleastro 3,1,154704,5,0,154704,DNA de Besta Gigante,1,0
1934,Oleastro 3,1,154704,5,0,154709,DNA de Besta Gigante,1,0
1934,Oleastro 3,2,154734,2,0,154734,Chip de Dados Danificado,4,0
1934,Oleastro 3,2,154734,2,0,154739,Chip de Dados Danificado,4,0
1935,Oleastro 4,1,154714,5,0,154714,Livro de Registro de Inventário Armazenado,2,0
1935,Oleastro 4,1,154714,5,0,154719,Livro de Registro de Inventário Armazenado,2,0
1935,Oleastro 4,2,154724,3,0,154724,Decoração de Cristal Azul,3,0
1935,Oleastro 4,2,154724,3,0,154729,Decoração de Cristal Azul,3,0
1936,Oleastro 5,1,154714,7,0,154714,Livro de Registro de Inventário Armazenado,2,0
1936,Oleastro 5,1,154714,7,0,154719,Livro de Registro de Inventário Armazenado,2,0
1936,Oleastro 5,2,154724,5,0,154724,Decoração de Cristal Azul,3,0
1936,Oleastro 5,2,154724,5,0,154729,Decoração de Cristal Azul,3,0
1937,Oleastro 6,1,154724,8,0,154724,Decoração de Cristal Azul,3,0
1937,Oleastro 6,1,154724,8,0,154729,Decoração de Cristal Azul,3,0
1937,Oleastro 6,2,154734,5,0,154734,Chip de Dados Danificado,4,0
1937,Oleastro 6,2,154734,5,0,154739,Chip de Dados Danificado,4,0
1938,Oleastro 7,1,154704,5,0,154704,DNA de Besta Gigante,1,0
1938,Oleastro 7,1,154704,5,0,154709,DNA de Besta Gigante,1,0
1938,Oleastro 7,2,154714,5,0,154714,Livro de Registro de Inventário Armazenado,2,0
1938,Oleastro 7,2,154714,5,0,154719,Livro de Registro de Inventário Armazenado,2,0
1938,Oleastro 7,3,154724,3,0,154724,Decoração de Cristal Azul,3,0
1938,Oleastro 7,3,154724,3,0,154729,Decoração de Cristal Azul,3,0
1939,Acima do Fluxo 1,1,154704,12,0,154704,DNA de Besta Gigante,1,0
1939,Acima do Fluxo 1,1,154704,12,0,154709,DNA de Besta Gigante,1,0
1939,Acima do Fluxo 1,2,154714,5,0,154714,Livro de Registro de Inventário Armazenado,2,0
1939,Acima do Fluxo 1,2,154714,5,0,154719,Livro de Registro de Inventário Armazenado,2,0
1939,Acima do Fluxo 1,3,154734,5,0,154734,Chip de Dados Danificado,4,0
1939,Acima do Fluxo 1,3,154734,5,0,154739,Chip de Dados Danificado,4,0
1940,Acima do Fluxo 2,1,154704,7,0,154704,DNA de Besta Gigante,1,0
1940,Acima do Fluxo 2,1,154704,7,0,154709,DNA de Besta Gigante,1,0
1940,Acima do Fluxo 2,2,154714,7,0,154714,Livro de Registro de Inventário Armazenado,2,0
1940,Acima do Fluxo 2,2,154714,7,0,154719,Livro de Registro de Inventário Armazenado,2,0
1940,Acima do Fluxo 2,3,154724,5,0,154724,Decoração de Cristal Azul,3,0
1940,Acima do Fluxo 2,3,154724,5,0,154729,Decoração de Cristal Azul,3,0
1940,Acima do Fluxo 2,4,154734,3,0,154734,Chip de Dados Danificado,4,0
1940,Acima do Fluxo 2,4,154734,3,0,154739,Chip de Dados Danificado,4,0
1941,Acima do Fluxo 3,1,154704,12,0,154704,DNA de Besta Gigante,1,0
1941,Acima do Fluxo 3,1,154704,12,0,154709,DNA de Besta Gigante,1,0
1941,Acima do Fluxo 3,2,154714,10,0,154714,Livro de Registro de Inventário Armazenado,2,0
1941,Acima do Fluxo 3,2,154714,10,0,154719,Livro de Registro de Inventário Armazenado,2,0
1941,Acima do Fluxo 3,3,154724,9,0,154724,Decoração de Cristal Azul,3,0
1941,Acima do Fluxo 3,3,154724,9,0,154729,Decoração de Cristal Azul,3,0
1941,Acima do Fluxo 3,4,154734,5,0,154734,Chip de Dados Danificado,4,0
1941,Acima do Fluxo 3,4,154734,5,0,154739,Chip de Dados Danificado,4,0
1942,Acima do Fluxo 4,1,154714,15,0,154714,Livro de Registro de Inventário Armazenado,2,0
1942,Acima do Fluxo 4,1,154714,15,0,154719,Livro de Registro de Inventário Armazenado,2,0
1942,Acima do Fluxo 4,2,154724,10,0,154724,Decoração de Cristal Azul,3,0
1942,Acima do Fluxo 4,2,154724,10,0,154729,Decoração de Cristal Azul,3,0
1942,Acima do Fluxo 4,3,154734,5,0,154734,Chip de Dados Danificado,4,0
1942,Acima do Fluxo 4,3,154734,5,0,154739,Chip de Dados Danificado,4,0
1943,Acima do Fluxo 5,1,154704,15,0,154704,DNA de Besta Gigante,1,0
1943,Acima do Fluxo 5,1,154704,15,0,154709,DNA de Besta Gigante,1,0
1943,Acima do Fluxo 5,2,154714,15,0,154714,Livro de Registro de Inventário Armazenado,2,0
1943,Acima do Fluxo 5,2,154714,15,0,154719,Livro de Registro de Inventário Armazenado,2,0
1943,Acima do Fluxo 5,3,154724,10,0,154724,Decoração de Cristal Azul,3,0
1943,Acima do Fluxo 5,3,154724,10,0,154729,Decoração de Cristal Azul,3,0
1943,Acima do Fluxo 5,4,154734,5,0,154734,Chip de Dados Danificado,4,0
1943,Acima do Fluxo 5,4,154734,5,0,154739,Chip de Dados Danificado,4,0
1944,Acima do Fluxo 6,1,154704,20,0,154704,DNA de Besta Gigante,1,0
1944,Acima do Fluxo 6,1,154704,20,0,154709,DNA de Besta Gigante,1,0
1944,Acima do Fluxo 6,2,154714,18,0,154714,Livro de Registro de Inventário Armazenado,2,0
1944,Acima do Fluxo 6,2,154714,18,0,154719,Livro de Registro de Inventário Armazenado,2,0
1944,Acima do Fluxo 6,3,154724,12,0,154724,Decoração de Cristal Azul,3,0
1944,Acima do Fluxo 6,3,154724,12,0,154729,Decoração de Cristal Azul,3,0
1944,Acima do Fluxo 6,4,154734,8,0,154734,Chip de Dados Danificado,4,0
1944,Acima do Fluxo 6,4,154734,8,0,154739,Chip de Dados Danificado,4,0
1945,Acima do Fluxo 7,1,154704,25,0,154704,DNA de Besta Gigante,1,0
1945,Acima do Fluxo 7,1,154704,25,0,154709,DNA de Besta Gigante,1,0
1945,Acima do Fluxo 7,2,154714,20,0,154714,Livro de Registro de Inventário Armazenado,2,0
1945,Acima do Fluxo 7,2,154714,20,0,154719,Livro de Registro de Inventário Armazenado,2,0
1945,Acima do Fluxo 7,3,154724,15,0,154724,Decoração de Cristal Azul,3,0
1945,Acima do Fluxo 7,3,154724,15,0,154729,Decoração de Cristal Azul,3,0
1945,Acima do Fluxo 7,4,154734,10,0,154734,Chip de Dados Danificado,4,0
1945,Acima do Fluxo 7,4,154734,10,0,154739,Chip de Dados Danificado,4,0
1946,Acima do Fluxo 8,1,154704,30,0,154704,DNA de Besta Gigante,1,0
1946,Acima do Fluxo 8,1,154704,30,0,154709,DNA de Besta Gigante,1,0
1946,Acima do Fluxo 8,2,154714,22,0,154714,Livro de Registro de Inventário Armazenado,2,0
1946,Acima do Fluxo 8,2,154714,22,0,154719,Livro de Registro de Inventário Armazenado,2,0
1946,Acima do Fluxo 8,3,154724,15,0,154724,Decoração de Cristal Azul,3,0
1946,Acima do Fluxo 8,3,154724,15,0,154729,Decoração de Cristal Azul,3,0
1946,Acima do Fluxo 8,4,154734,12,0,154734,Chip de Dados Danificado,4,0
1946,Acima do Fluxo 8,4,154734,12,0,154739,Chip de Dados Danificado,4,0
1947,Descanso e Recordação 1,1,154705,3,0,154705,Planta Vermelha,1,0
1947,Descanso e Recordação 1,1,154705,3,0,154710,Planta Vermelha,1,0
1947,Descanso e Recordação 1,2,154715,3,0,154715,Ferramenta de Reparação Ferinky,2,0
1947,Descanso e Recordação 1,2,154715,3,0,154720,Ferramenta de Reparação Ferinky,2,0
1948,Descanso e Recordação 2,1,154705,5,0,154705,Planta Vermelha,1,0
1948,Descanso e Recordação 2,1,154705,5,0,154710,Planta Vermelha,1,0
1948,Descanso e Recordação 2,2,154715,5,0,154715,Ferramenta de Reparação Ferinky,2,0
1948,Descanso e Recordação 2,2,154715,5,0,154720,Ferramenta de Reparação Ferinky,2,0
1949,Descanso e Recordação 3,1,154705,12,0,154705,Planta Vermelha,1,0
1949,Descanso e Recordação 3,1,154705,12,0,154710,Planta Vermelha,1,0
1949,Descanso e Recordação 3,2,154715,10,0,154715,Ferramenta de Reparação Ferinky,2,0
1949,Descanso e Recordação 3,2,154715,10,0,154720,Ferramenta de Reparação Ferinky,2,0
1950,Descanso e Recordação 4,1,154725,3,0,154725,Cristal Vermelho,3,0
1950,Descanso e Recordação 4,1,154725,3,0,154730,Cristal Vermelho,3,0
1950,Descanso e Recordação 4,2,154735,2,0,154735,Peça da Máquina Infectada,4,0
1950,Descanso e Recordação 4,2,154735,2,0,154740,Peça da Máquina Infectada,4,0
1951,Descanso e Recordação 5,1,154725,5,0,154725,Cristal Vermelho,3,0
1951,Descanso e Recordação 5,1,154725,5,0,154730,Cristal Vermelho,3,0
1951,Descanso e Recordação 5,2,154735,3,0,154735,Peça da Máquina Infectada,4,0
1951,Descanso e Recordação 5,2,154735,3,0,154740,Peça da Máquina Infectada,4,0
1952,Descanso e Recordação 6,1,154725,8,0,154725,Cristal Vermelho,3,0
1952,Descanso e Recordação 6,1,154725,8,0,154730,Cristal Vermelho,3,0
1952,Descanso e Recordação 6,2,154735,5,0,154735,Peça da Máquina Infectada,4,0
1952,Descanso e Recordação 6,2,154735,5,0,154740,Peça da Máquina Infectada,4,0
1953,Descanso e Recordação 7,1,154705,5,0,154705,Planta Vermelha,1,0
1953,Descanso e Recordação 7,1,154705,5,0,154710,Planta Vermelha,1,0
1953,Descanso e Recordação 7,2,154715,5,0,154715,Ferramenta de Reparação Ferinky,2,0
1953,Descanso e Recordação 7,2,154715,5,0,154720,Ferramenta de Reparação Ferinky,2,0
1953,Descanso e Recordação 7,3,154725,3,0,154725,Cristal Vermelho,3,0
1953,Descanso e Recordação 7,3,154725,3,0,154730,Cristal Vermelho,3,0
1954,Sonho de um Dia de Primavera Solitário 1,1,154705,5,0,154705,Planta Vermelha,1,0
1954,Sonho de um Dia de Primavera Solitário 1,1,154705,5,0,154710,Planta Vermelha,1,0
1954,Sonho de um Dia de Primavera Solitário 1,2,154715,5,0,154715,Ferramenta de Reparação Ferinky,2,0
1954,Sonho de um Dia de Primavera Solitário 1,2,154715,5,0,154720,Ferramenta de Reparação Ferinky,2,0
1954,Sonho de um Dia de Primavera Solitário 1,3,154735,2,0,154735,Peça da Máquina Infectada,4,0
1954,Sonho de um Dia de Primavera Solitário 1,3,154735,2,0,154740,Peça da Máquina Infectada,4,0
1955,Sonho de um Dia de Primavera Solitário 2,1,154705,7,0,154705,Planta Vermelha,1,0
1955,Sonho de um Dia de Primavera Solitário 2,1,154705,7,0,154710,Planta Vermelha,1,0
1955,Sonho de um Dia de Primavera Solitário 2,2,154715,7,0,154715,Ferramenta de Reparação Ferinky,2,0
1955,Sonho de um Dia de Primavera Solitário 2,2,154715,7,0,154720,Ferramenta de Reparação Ferinky,2,0
1955,Sonho de um Dia de Primavera Solitário 2,3,154725,5,0,154725,Cristal Vermelho,3,0
1955,Sonho de um Dia de Primavera Solitário 2,3,154725,5,0,154730,Cristal Vermelho,3,0
1955,Sonho de um Dia de Primavera Solitário 2,4,154735,3,0,154735,Peça da Máquina Infectada,4,0
1955,Sonho de um Dia de Primavera Solitário 2,4,154735,3,0,154740,Peça da Máquina Infectada,4,0
1956,Sonho de um Dia de Primavera Solitário 3,1,154705,12,0,154705,Planta Vermelha,1,0
1956,Sonho de um Dia de Primavera Solitário 3,1,154705,12,0,154710,Planta Vermelha,1,0
1956,Sonho de um Dia de Primavera Solitário 3,2,154715,10,0,154715,Ferramenta de Reparação Ferinky,2,0
1956,Sonho de um Dia de Primavera Solitário 3,2,154715,10,0,154720,Ferramenta de Reparação Ferinky,2,0
1956,Sonho de um Dia de Primavera Solitário 3,3,154725,9,0,154725,Cristal Vermelho,3,0
1956,Sonho de um Dia de Primavera Solitário 3,3,154725,9,0,154730,Cristal Vermelho,3,0
1956,Sonho de um Dia de Primavera Solitário 3,4,154735,5,0,154735,Peça da Máquina Infectada,4,0
1956,Sonho de um Dia de Primavera Solitário 3,4,154735,5,0,154740,Peça da Máquina Infectada,4,0
1957,Sonho de um Dia de Primavera Solitário 4,1,154715,15,0,154715,Ferramenta de Reparação Ferinky,2,0
1957,Sonho de um Dia de Primavera Solitário 4,1,154715,15,0,154720,Ferramenta de Reparação Ferinky,2,0
1957,Sonho de um Dia de Primavera Solitário 4,2,154725,10,0,154725,Cristal Vermelho,3,0
1957,Sonho de um Dia de Primavera Solitário 4,2,154725,10,0,154730,Cristal Vermelho,3,0
1957,Sonho de um Dia de Primavera Solitário 4,3,154735,5,0,154735,Peça da Máquina Infectada,4,0
1957,Sonho de um Dia de Primavera Solitário 4,3,154735,5,0,154740,Peça da Máquina Infectada,4,0
1958,Sonho de um Dia de Primavera Solitário 5,1,154705,15,0,154705,Planta Vermelha,1,0
1958,Sonho de um Dia de Primavera Solitário 5,1,154705,15,0,154710,Planta Vermelha,1,0
1958,Sonho de um Dia de Primavera Solitário 5,2,154715,15,0,154715,Ferramenta de Reparação Ferinky,2,0
1958,Sonho de um Dia de Primavera Solitário 5,2,154715,15,0,154720,Ferramenta de Reparação Ferinky,2,0
1958,Sonho de um Dia de Primavera Solitário 5,3,154725,10,0,154725,Cristal Vermelho,3,0
1958,Sonho de um Dia de Primavera Solitário 5,3,154725,10,0,154730,Cristal Vermelho,3,0
1958,Sonho de um Dia de Primavera Solitário 5,4,154735,5,0,154735,Peça da Máquina Infectada,4,0
1958,Sonho de um Dia de Primavera Solitário 5,4,154735,5,0,154740,Peça da Máquina Infectada,4,0
1959,Sonho de um Dia de Primavera Solitário 6,1,154705,20,0,154705,Planta Vermelha,1,0
1959,Sonho de um Dia de Primavera Solitário 6,1,154705,20,0,154710,Planta Vermelha,1,0
1959,Sonho de um Dia de Primavera Solitário 6,2,154715,18,0,154715,Ferramenta de Reparação Ferinky,2,0
1959,Sonho de um Dia de Primavera Solitário 6,2,154715,18,0,154720,Ferramenta de Reparação Ferinky,2,0
1959,Sonho de um Dia de Primavera Solitário 6,3,154725,12,0,154725,Cristal Vermelho,3,0
1959,Sonho de um Dia de Primavera Solitário 6,3,154725,12,0,154730,Cristal Vermelho,3,0
1959,Sonho de um Dia de Primavera Solitário 6,4,154735,8,0,154735,Peça da Máquina Infectada,4,0
1959,Sonho de um Dia de Primavera Solitário 6,4,154735,8,0,154740,Peça da Máquina Infectada,4,0
1960,Sonho de um Dia de Primavera Solitário 7,1,154705,25,0,154705,Planta Vermelha,1,0
1960,Sonho de um Dia de Primavera Solitário 7,1,154705,25,0,154710,Planta Vermelha,1,0
1960,Sonho de um Dia de Primavera Solitário 7,2,154715,20,0,154715,Ferramenta de Reparação Ferinky,2,0
1960,Sonho de um Dia de Primavera Solitário 7,2,154715,20,0,154720,Ferramenta de Reparação Ferinky,2,0
1960,Sonho de um Dia de Primavera Solitário 7,3,154725,15,0,154725,Cristal Vermelho,3,0
1960,Sonho de um Dia de Primavera Solitário 7,3,154725,15,0,154730,Cristal Vermelho,3,0
1960,Sonho de um Dia de Primavera Solitário 7,4,154735,10,0,154735,Peça da Máquina Infectada,4,0
1960,Sonho de um Dia de Primavera Solitário 7,4,154735,10,0,154740,Peça da Máquina Infectada,4,0
1961,Sonho de um Dia de Primavera Solitário 8,1,154705,30,0,154705,Planta Vermelha,1,0
1961,Sonho de um Dia de Primavera Solitário 8,1,154705,30,0,154710,Planta Vermelha,1,0
1961,Sonho de um Dia de Primavera Solitário 8,2,154715,22,0,154715,Ferramenta de Reparação Ferinky,2,0
1961,Sonho de um Dia de Primavera Solitário 8,2,154715,22,0,154720,Ferramenta de Reparação Ferinky,2,0
1961,Sonho de um Dia de Primavera Solitário 8,3,154725,15,0,154725,Cristal Vermelho,3,0
1961,Sonho de um Dia de Primavera Solitário 8,3,154725,15,0,154730,Cristal Vermelho,3,0
1961,Sonho de um Dia de Primavera Solitário 8,4,154735,12,0,154735,Peça da Máquina Infectada,4,0
1961,Sonho de um Dia de Primavera Solitário 8,4,154735,12,0,154740,Peça da Máquina Infectada,4,0
1962,A Última Esperança de um Corvo 1,1,154706,3,0,154706,Fragmento de Ruínas,1,0
1962,A Última Esperança de um Corvo 1,1,154706,3,0,154711,Fragmento de Ruínas,1,0
1962,A Última Esperança de um Corvo 1,2,154716,2,0,154716,Tubo de Ensaio com Agente Infeccioso,2,0
1962,A Última Esperança de um Corvo 1,2,154716,2,0,154721,Tubo de Ensaio com Agente Infeccioso,2,0
1963,A Última Esperança de um Corvo 2,1,154706,5,0,154706,Fragmento de Ruínas,1,0
1963,A Última Esperança de um Corvo 2,1,154706,5,0,154711,Fragmento de Ruínas,1,0
1963,A Última Esperança de um Corvo 2,2,154726,3,0,154726,Fragmento das Ruínas Brilhantes,3,0
1963,A Última Esperança de um Corvo 2,2,154726,3,0,154731,Fragmento das Ruínas Brilhantes,3,0
1964,A Última Esperança de um Corvo 3,1,154706,10,0,154706,Fragmento de Ruínas,1,0
1964,A Última Esperança de um Corvo 3,1,154706,10,0,154711,Fragmento de Ruínas,1,0
1964,A Última Esperança de um Corvo 3,2,154736,3,0,154736,Cristal das Ruínas,4,0
1964,A Última Esperança de um Corvo 3,2,154736,3,0,154741,Cristal das Ruínas,4,0
1965,A Última Esperança de um Corvo 4,1,154716,7,0,154716,Tubo de Ensaio com Agente Infeccioso,2,0
1965,A Última Esperança de um Corvo 4,1,154716,7,0,154721,Tubo de Ensaio com Agente Infeccioso,2,0
1965,A Última Esperança de um Corvo 4,2,154726,3,0,154726,Fragmento das Ruínas Brilhantes,3,0
1965,A Última Esperança de um Corvo 4,2,154726,3,0,154731,Fragmento das Ruínas Brilhantes,3,0
1966,A Última Esperança de um Corvo 5,1,154726,5,0,154726,Fragmento das Ruínas Brilhantes,3,0
1966,A Última Esperança de um Corvo 5,1,154726,5,0,154731,Fragmento das Ruínas Brilhantes,3,0
1966,A Última Esperança de um Corvo 5,2,154736,3,0,154736,Cristal das Ruínas,4,0
1966,A Última Esperança de um Corvo 5,2,154736,3,0,154741,Cristal das Ruínas,4,0
1967,A Última Esperança de um Corvo 6,1,154706,5,0,154706,Fragmento de Ruínas,1,0
1967,A Última Esperança de um Corvo 6,1,154706,5,0,154711,Fragmento de Ruínas,1,0
1967,A Última Esperança de um Corvo 6,2,154716,5,0,154716,Tubo de Ensaio com Agente Infeccioso,2,0
1967,A Última Esperança de um Corvo 6,2,154716,5,0,154721,Tubo de Ensaio com Agente Infeccioso,2,0
1967,A Última Esperança de um Corvo 6,3,154726,3,0,154726,Fragmento das Ruínas Brilhantes,3,0
1967,A Última Esperança de um Corvo 6,3,154726,3,0,154731,Fragmento das Ruínas Brilhantes,3,0
1968,A Última Esperança de um Corvo 7,1,154706,7,0,154706,Fragmento de Ruínas,1,0
1968,A Última Esperança de um Corvo 7,1,154706,7,0,154711,Fragmento de Ruínas,1,0
1968,A Última Esperança de um Corvo 7,2,154716,7,0,154716,Tubo de Ensaio com Agente Infeccioso,2,0
1968,A Última Esperança de um Corvo 7,2,154716,7,0,154721,Tubo de Ensaio com Agente Infeccioso,2,0
1968,A Última Esperança de um Corvo 7,3,154736,3,0,154736,Cristal das Ruínas,4,0
1968,A Última Esperança de um Corvo 7,3,154736,3,0,154741,Cristal das Ruínas,4,0
1969,Manhã Tempestuosa 1,1,154716,7,0,154716,Tubo de Ensaio com Agente Infeccioso,2,0
1969,Manhã Tempestuosa 1,1,154716,7,0,154721,Tubo de Ensaio com Agente Infeccioso,2,0
1969,Manhã Tempestuosa 1,2,154726,5,0,154726,Fragmento das Ruínas Brilhantes,3,0
1969,Manhã Tempestuosa 1,2,154726,5,0,154731,Fragmento das Ruínas Brilhantes,3,0
1969,Manhã Tempestuosa 1,3,154736,3,0,154736,Cristal das Ruínas,4,0
1969,Manhã Tempestuosa 1,3,154736,3,0,154741,Cristal das Ruínas,4,0
1970,Manhã Tempestuosa 2,1,154706,7,0,154706,Fragmento de Ruínas,1,0
1970,Manhã Tempestuosa 2,1,154706,7,0,154711,Fragmento de Ruínas,1,0
1970,Manhã Tempestuosa 2,2,154716,7,0,154716,Tubo de Ensaio com Agente Infeccioso,2,0
1970,Manhã Tempestuosa 2,2,154716,7,0,154721,Tubo de Ensaio com Agente Infeccioso,2,0
1970,Manhã Tempestuosa 2,3,154726,5,0,154726,Fragmento das Ruínas Brilhantes,3,0
1970,Manhã Tempestuosa 2,3,154726,5,0,154731,Fragmento das Ruínas Brilhantes,3,0
1970,Manhã Tempestuosa 2,4,154736,3,0,154736,Cristal das Ruínas,4,0
1970,Manhã Tempestuosa 2,4,154736,3,0,154741,Cristal das Ruínas,4,0
1971,Manhã Tempestuosa 3,1,154706,12,0,154706,Fragmento de Ruínas,1,0
1971,Manhã Tempestuosa 3,1,154706,12,0,154711,Fragmento de Ruínas,1,0
1971,Manhã Tempestuosa 3,2,154716,10,0,154716,Tubo de Ensaio com Agente Infeccioso,2,0
1971,Manhã Tempestuosa 3,2,154716,10,0,154721,Tubo de Ensaio com Agente Infeccioso,2,0
1971,Manhã Tempestuosa 3,3,154726,9,0,154726,Fragmento das Ruínas Brilhantes,3,0
1971,Manhã Tempestuosa 3,3,154726,9,0,154731,Fragmento das Ruínas Brilhantes,3,0
1971,Manhã Tempestuosa 3,4,154736,5,0,154736,Cristal das Ruínas,4,0
1971,Manhã Tempestuosa 3,4,154736,5,0,154741,Cristal das Ruínas,4,0
1972,Manhã Tempestuosa 4,1,154716,15,0,154716,Tubo de Ensaio com Agente Infeccioso,2,0
1972,Manhã Tempestuosa 4,1,154716,15,0,154721,Tubo de Ensaio com Agente Infeccioso,2,0
1972,Manhã Tempestuosa 4,2,154726,10,0,154726,Fragmento das Ruínas Brilhantes,3,0
1972,Manhã Tempestuosa 4,2,154726,10,0,154731,Fragmento das Ruínas Brilhantes,3,0
1972,Manhã Tempestuosa 4,3,154736,5,0,154736,Cristal das Ruínas,4,0
1972,Manhã Tempestuosa 4,3,154736,5,0,154741,Cristal das Ruínas,4,0
1973,Manhã Tempestuosa 5,1,154706,15,0,154706,Fragmento de Ruínas,1,0
1973,Manhã Tempestuosa 5,1,154706,15,0,154711,Fragmento de Ruínas,1,0
1973,Manhã Tempestuosa 5,2,154716,15,0,154716,Tubo de Ensaio com Agente Infeccioso,2,0
1973,Manhã Tempestuosa 5,2,154716,15,0,154721,Tubo de Ensaio com Agente Infeccioso,2,0
1973,Manhã Tempestuosa 5,3,154726,10,0,154726,Fragmento das Ruínas Brilhantes,3,0
1973,Manhã Tempestuosa 5,3,154726,10,0,154731,Fragmento das Ruínas Brilhantes,3,0
1973,Manhã Tempestuosa 5,4,154736,5,0,154736,Cristal das Ruínas,4,0
1973,Manhã Tempestuosa 5,4,154736,5,0,154741,Cristal das Ruínas,4,0
1974,Manhã Tempestuosa 6,1,154706,20,0,154706,Fragmento de Ruínas,1,0
1974,Manhã Tempestuosa 6,1,154706,20,0,154711,Fragmento de Ruínas,1,0
1974,Manhã Tempestuosa 6,2,154716,18,0,154716,Tubo de Ensaio com Agente Infeccioso,2,0
1974,Manhã Tempestuosa 6,2,154716,18,0,154721,Tubo de Ensaio com Agente Infeccioso,2,0
1974,Manhã Tempestuosa 6,3,154726,12,0,154726,Fragmento das Ruínas Brilhantes,3,0
1974,Manhã Tempestuosa 6,3,154726,12,0,154731,Fragmento das Ruínas Brilhantes,3,0
1974,Manhã Tempestuosa 6,4,154736,8,0,154736,Cristal das Ruínas,4,0
1974,Manhã Tempestuosa 6,4,154736,8,0,154741,Cristal das Ruínas,4,0
1975,Manhã Tempestuosa 7,1,154706,25,0,154706,Fragmento de Ruínas,1,0
1975,Manhã Tempestuosa 7,1,154706,25,0,154711,Fragmento de Ruínas,1,0
1975,Manhã Tempestuosa 7,2,154716,20,0,154716,Tubo de Ensaio com Agente Infeccioso,2,0
1975,Manhã Tempestuosa 7,2,154716,20,0,154721,Tubo de Ensaio com Agente Infeccioso,2,0
1975,Manhã Tempestuosa 7,3,154726,15,0,154726,Fragmento das Ruínas Brilhantes,3,0
1975,Manhã Tempestuosa 7,3,154726,15,0,154731,Fragmento das Ruínas Brilhantes,3,0
1975,Manhã Tempestuosa 7,4,154736,10,0,154736,Cristal das Ruínas,4,0
1975,Manhã Tempestuosa 7,4,154736,10,0,154741,Cristal das Ruínas,4,0
1976,Manhã Tempestuosa 8,1,154706,30,0,154706,Fragmento de Ruínas,1,0
1976,Manhã Tempestuosa 8,1,154706,30,0,154711,Fragmento de Ruínas,1,0
1976,Manhã Tempestuosa 8,2,154716,22,0,154716,Tubo de Ensaio com Agente Infeccioso,2,0
1976,Manhã Tempestuosa 8,2,154716,22,0,154721,Tubo de Ensaio com Agente Infeccioso,2,0
1976,Manhã Tempestuosa 8,3,154726,15,0,154726,Fragmento das Ruínas Brilhantes,3,0
1976,Manhã Tempestuosa 8,3,154726,15,0,154731,Fragmento das Ruínas Brilhantes,3,0
1976,Manhã Tempestuosa 8,4,154736,12,0,154736,Cristal das Ruínas,4,0
1976,Manhã Tempestuosa 8,4,154736,12,0,154741,Cristal das Ruínas,4,0
1977,Marcos na Fantasia 1,1,154707,3,0,154707,Pele de Fera do Campo de Neve,1,0
1977,Marcos na Fantasia 1,1,154707,3,0,154712,Pele de Fera do Campo de Neve,1,0
1977,Marcos na Fantasia 1,2,154717,2,0,154717,Pertences do Expedicionário do Campo de Neve,2,0
1977,Marcos na Fantasia 1,2,154717,2,0,154722,Pertences do Expedicionário do Campo de Neve,2,0
1978,Marcos na Fantasia 2,1,154707,5,0,154707,Pele de Fera do Campo de Neve,1,0
1978,Marcos na Fantasia 2,1,154707,5,0,154712,Pele de Fera do Campo de Neve,1,0
1978,Marcos na Fantasia 2,2,154717,4,0,154717,Pertences do Expedicionário do Campo de Neve,2,0
1978,Marcos na Fantasia 2,2,154717,4,0,154722,Pertences do Expedicionário do Campo de Neve,2,0
1979,Marcos na Fantasia 3,1,154707,5,0,154707,Pele de Fera do Campo de Neve,1,0
