CollectionType,CollectionItemCount,CompleteReward_Stat1Type,CompleteReward_Stat1Value,CompleteReward_Stat2Type,CompleteReward_Stat2Value,CompleteReward_Stat1Enum,CompleteReward_Stat1NamePTBR,CompleteReward_Stat2Enum,CompleteReward_Stat2NamePTBR
1,6940,106,2,85,2,STAT_ADDDMG,Dano Fixo,STAT_NONBATTLE_HPRECOVERYRATE,Taxa de Recuperação de HP Fora de Combate
1,6970,36,2,38,2,STAT_DEFPOW,DEF,STAT_HITPOW,Precisão
1,7000,99,2,83,2,STAT_WEAPONATKRES,Res ATQ de Arma,STAT_ACTIONSPEEDRATE,Velocidade de Conjuração
1,7030,41,2,102,2,STAT_CRIHITPOW,Chance de Crítico,STAT_DOUBLE,Taxa Acer. ATQ Máx.
1,7060,35,2,75,2,STAT_ATKPOW,ATQ,STAT_IMPULSIVERES,DEF de Impacto
1,7090,42,2,42,2,STAT_CRIRESPOW,Res. a Crítico,STAT_CRIRESPOW,Res. a Crítico
1,7120,38,2,37,80,STAT_HITPOW,Precisão,STAT_MAXHP,HP Máx.
1,7150,106,2,40,2,STAT_ADDDMG,Dano Fixo,STAT_DODGEPOW,Evasão
1,7180,98,2,36,2,STAT_HANGARREUSEDECRATE,Redução de Recarga do Hangar,STAT_DEFPOW,DEF
1,7210,35,2,85,2,STAT_ATKPOW,ATQ,STAT_NONBATTLE_HPRECOVERYRATE,Taxa de Recuperação de HP Fora de Combate
1,7240,41,2,77,2,STAT_CRIHITPOW,Chance de Crítico,STAT_CUTTINGRES,DEF de Corte
1,7270,36,2,37,80,STAT_DEFPOW,DEF,STAT_MAXHP,HP Máx.
1,7300,99,2,147,2,STAT_WEAPONATKRES,Res ATQ de Arma,STAT_FPUSEDEC,Redução de Consumo de FP
1,7330,41,2,83,2,STAT_CRIHITPOW,Chance de Crítico,STAT_ACTIONSPEEDRATE,Velocidade de Conjuração
1,7360,35,2,149,2,STAT_ATKPOW,ATQ,STAT_STIFFRESRATE,Resistência a Cambaleio
1,7390,38,2,36,2,STAT_HITPOW,Precisão,STAT_DEFPOW,DEF
1,7420,102,2,76,2,STAT_DOUBLE,Taxa Acer. ATQ Máx.,STAT_IMPULSIVEPOW,ATQ de Impacto
1,7450,40,2,105,2,STAT_DODGEPOW,Evasão,STAT_F_ADDDMG,Dano Fixo de Força
1,7480,36,2,148,2,STAT_DEFPOW,DEF,STAT_POTIONRECOVERYMAXVALUE,Contagem de Inj. de HP
1,7510,106,2,37,80,STAT_ADDDMG,Dano Fixo,STAT_MAXHP,HP Máx.
1,7540,42,2,102,2,STAT_CRIRESPOW,Res. a Crítico,STAT_DOUBLE,Taxa Acer. ATQ Máx.
1,7570,35,2,150,2,STAT_ATKPOW,ATQ,STAT_STIFFTIMEDECRATE,Redução da Duração de Cambaleio
1,7600,40,2,36,2,STAT_DODGEPOW,Evasão,STAT_DEFPOW,DEF
1,7630,41,2,75,2,STAT_CRIHITPOW,Chance de Crítico,STAT_IMPULSIVERES,DEF de Impacto
1,7660,38,2,105,2,STAT_HITPOW,Precisão,STAT_F_ADDDMG,Dano Fixo de Força
1,7690,98,2,85,2,STAT_HANGARREUSEDECRATE,Redução de Recarga do Hangar,STAT_NONBATTLE_HPRECOVERYRATE,Taxa de Recuperação de HP Fora de Combate
1,7720,106,2,38,2,STAT_ADDDMG,Dano Fixo,STAT_HITPOW,Precisão
1,7750,36,2,37,80,STAT_DEFPOW,DEF,STAT_MAXHP,HP Máx.
1,7780,99,2,83,2,STAT_WEAPONATKRES,Res ATQ de Arma,STAT_ACTIONSPEEDRATE,Velocidade de Conjuração
1,7810,35,2,40,2,STAT_ATKPOW,ATQ,STAT_DODGEPOW,Evasão
1,7840,95,2,79,2,STAT_MAXFP,FP Máx.,STAT_PIERCINGRES,DEF Penetr.
1,7870,42,2,105,2,STAT_CRIRESPOW,Res. a Crítico,STAT_F_ADDDMG,Dano Fixo de Força
1,7900,36,2,147,2,STAT_DEFPOW,DEF,STAT_FPUSEDEC,Redução de Consumo de FP
1,7930,38,2,85,2,STAT_HITPOW,Precisão,STAT_NONBATTLE_HPRECOVERYRATE,Taxa de Recuperação de HP Fora de Combate
1,7960,42,2,74,2,STAT_CRIRESPOW,Res. a Crítico,STAT_PARRYDMGDECRATE,Red. de Dano do Bloqueio de Arma
1,7990,98,2,40,2,STAT_HANGARREUSEDECRATE,Redução de Recarga do Hangar,STAT_DODGEPOW,Evasão
1,8020,35,2,149,2,STAT_ATKPOW,ATQ,STAT_STIFFRESRATE,Resistência a Cambaleio
1,8050,95,2,102,2,STAT_MAXFP,FP Máx.,STAT_DOUBLE,Taxa Acer. ATQ Máx.
1,8080,99,2,37,80,STAT_WEAPONATKRES,Res ATQ de Arma,STAT_MAXHP,HP Máx.
1,8110,36,2,79,2,STAT_DEFPOW,DEF,STAT_PIERCINGRES,DEF Penetr.
1,8140,42,2,105,2,STAT_CRIRESPOW,Res. a Crítico,STAT_F_ADDDMG,Dano Fixo de Força
1,8170,41,2,148,2,STAT_CRIHITPOW,Chance de Crítico,STAT_POTIONRECOVERYMAXVALUE,Contagem de Inj. de HP
1,8200,38,2,40,2,STAT_HITPOW,Precisão,STAT_DODGEPOW,Evasão
1,8230,95,2,150,2,STAT_MAXFP,FP Máx.,STAT_STIFFTIMEDECRATE,Redução da Duração de Cambaleio
1,8260,66,50,42,2,STAT_CONHITRATE,Taxa de Acerto de Debuff,STAT_CRIRESPOW,Res. a Crítico
1,8290,37,80,162,2,STAT_MAXHP,HP Máx.,STAT_SKILLDMGINC_MULTI,Dano Fixo em Área
1,8320,35,2,99,2,STAT_ATKPOW,ATQ,STAT_WEAPONATKRES,Res ATQ de Arma
1,8350,67,50,78,2,STAT_CONRESRATE,Resistência a Debuff,STAT_CUTTINGPOW,ATQ de Corte
1,8380,38,2,40,2,STAT_HITPOW,Precisão,STAT_DODGEPOW,Evasão
1,8410,106,2,148,2,STAT_ADDDMG,Dano Fixo,STAT_POTIONRECOVERYMAXVALUE,Contagem de Inj. de HP
1,8440,36,2,98,2,STAT_DEFPOW,DEF,STAT_HANGARREUSEDECRATE,Redução de Recarga do Hangar
1,8470,83,2,150,2,STAT_ACTIONSPEEDRATE,Velocidade de Conjuração,STAT_STIFFTIMEDECRATE,Redução da Duração de Cambaleio
1,8500,95,2,105,2,STAT_MAXFP,FP Máx.,STAT_F_ADDDMG,Dano Fixo de Força
1,8530,35,2,74,2,STAT_ATKPOW,ATQ,STAT_PARRYDMGDECRATE,Red. de Dano do Bloqueio de Arma
1,8560,67,50,85,2,STAT_CONRESRATE,Resistência a Debuff,STAT_NONBATTLE_HPRECOVERYRATE,Taxa de Recuperação de HP Fora de Combate
1,8590,37,80,98,2,STAT_MAXHP,HP Máx.,STAT_HANGARREUSEDECRATE,Redução de Recarga do Hangar
1,8620,36,2,162,2,STAT_DEFPOW,DEF,STAT_SKILLDMGINC_MULTI,Dano Fixo em Área
1,8650,41,2,99,2,STAT_CRIHITPOW,Chance de Crítico,STAT_WEAPONATKRES,Res ATQ de Arma
1,8680,66,50,148,2,STAT_CONHITRATE,Taxa de Acerto de Debuff,STAT_POTIONRECOVERYMAXVALUE,Contagem de Inj. de HP
1,8710,95,2,42,2,STAT_MAXFP,FP Máx.,STAT_CRIRESPOW,Res. a Crítico
1,8740,36,2,76,2,STAT_DEFPOW,DEF,STAT_IMPULSIVEPOW,ATQ de Impacto
1,8770,41,2,37,80,STAT_CRIHITPOW,Chance de Crítico,STAT_MAXHP,HP Máx.
1,8800,83,2,150,2,STAT_ACTIONSPEEDRATE,Velocidade de Conjuração,STAT_STIFFTIMEDECRATE,Redução da Duração de Cambaleio
1,8830,95,2,147,2,STAT_MAXFP,FP Máx.,STAT_FPUSEDEC,Redução de Consumo de FP
1,8860,67,50,105,2,STAT_CONRESRATE,Resistência a Debuff,STAT_F_ADDDMG,Dano Fixo de Força
1,8890,38,2,93,2,STAT_HITPOW,Precisão,STAT_GIVECRIDMGINCRATE,Dano Crít.
1,8920,35,2,77,2,STAT_ATKPOW,ATQ,STAT_CUTTINGRES,DEF de Corte
1,8950,36,2,85,2,STAT_DEFPOW,DEF,STAT_NONBATTLE_HPRECOVERYRATE,Taxa de Recuperação de HP Fora de Combate
1,8980,37,80,98,2,STAT_MAXHP,HP Máx.,STAT_HANGARREUSEDECRATE,Redução de Recarga do Hangar
1,9010,36,2,66,50,STAT_DEFPOW,DEF,STAT_CONHITRATE,Taxa de Acerto de Debuff
1,9040,36,2,147,2,STAT_DEFPOW,DEF,STAT_FPUSEDEC,Redução de Consumo de FP
1,9070,37,80,148,2,STAT_MAXHP,HP Máx.,STAT_POTIONRECOVERYMAXVALUE,Contagem de Inj. de HP
1,9100,41,2,99,2,STAT_CRIHITPOW,Chance de Crítico,STAT_WEAPONATKRES,Res ATQ de Arma
1,9130,106,2,78,2,STAT_ADDDMG,Dano Fixo,STAT_CUTTINGPOW,ATQ de Corte
1,9160,83,2,93,2,STAT_ACTIONSPEEDRATE,Velocidade de Conjuração,STAT_GIVECRIDMGINCRATE,Dano Crít.
1,9190,67,50,105,2,STAT_CONRESRATE,Resistência a Debuff,STAT_F_ADDDMG,Dano Fixo de Força
1,9220,35,2,37,80,STAT_ATKPOW,ATQ,STAT_MAXHP,HP Máx.
1,9250,106,2,162,2,STAT_ADDDMG,Dano Fixo,STAT_SKILLDMGINC_MULTI,Dano Fixo em Área
1,9280,66,50,85,2,STAT_CONHITRATE,Taxa de Acerto de Debuff,STAT_NONBATTLE_HPRECOVERYRATE,Taxa de Recuperação de HP Fora de Combate
1,9310,95,2,98,2,STAT_MAXFP,FP Máx.,STAT_HANGARREUSEDECRATE,Redução de Recarga do Hangar
1,9340,36,2,76,2,STAT_DEFPOW,DEF,STAT_IMPULSIVEPOW,ATQ de Impacto
1,9370,38,2,148,2,STAT_HITPOW,Precisão,STAT_POTIONRECOVERYMAXVALUE,Contagem de Inj. de HP
1,9400,35,2,93,2,STAT_ATKPOW,ATQ,STAT_GIVECRIDMGINCRATE,Dano Crít.
1,9430,41,2,147,2,STAT_CRIHITPOW,Chance de Crítico,STAT_FPUSEDEC,Redução de Consumo de FP
1,9460,83,2,105,2,STAT_ACTIONSPEEDRATE,Velocidade de Conjuração,STAT_F_ADDDMG,Dano Fixo de Força
1,9490,36,2,150,2,STAT_DEFPOW,DEF,STAT_STIFFTIMEDECRATE,Redução da Duração de Cambaleio
1,9520,66,50,74,2,STAT_CONHITRATE,Taxa de Acerto de Debuff,STAT_PARRYDMGDECRATE,Red. de Dano do Bloqueio de Arma
1,9550,37,80,102,2,STAT_MAXHP,HP Máx.,STAT_DOUBLE,Taxa Acer. ATQ Máx.
1,9580,95,2,98,2,STAT_MAXFP,FP Máx.,STAT_HANGARREUSEDECRATE,Redução de Recarga do Hangar
1,9610,42,2,77,2,STAT_CRIRESPOW,Res. a Crítico,STAT_CUTTINGRES,DEF de Corte
1,9640,40,2,162,2,STAT_DODGEPOW,Evasão,STAT_SKILLDMGINC_MULTI,Dano Fixo em Área
1,9670,37,80,79,2,STAT_MAXHP,HP Máx.,STAT_PIERCINGRES,DEF Penetr.
1,9700,35,2,76,2,STAT_ATKPOW,ATQ,STAT_IMPULSIVEPOW,ATQ de Impacto
1,9730,67,50,75,2,STAT_CONRESRATE,Resistência a Debuff,STAT_IMPULSIVERES,DEF de Impacto
1,9760,36,2,159,2,STAT_DEFPOW,DEF,STAT_P_DEFPIERCE,Penetração de DEF Física
1,9790,106,2,149,2,STAT_ADDDMG,Dano Fixo,STAT_STIFFRESRATE,Resistência a Cambaleio
1,9820,41,2,37,80,STAT_CRIHITPOW,Chance de Crítico,STAT_MAXHP,HP Máx.
1,9850,83,2,78,2,STAT_ACTIONSPEEDRATE,Velocidade de Conjuração,STAT_CUTTINGPOW,ATQ de Corte
1,9880,38,2,85,2,STAT_HITPOW,Precisão,STAT_NONBATTLE_HPRECOVERYRATE,Taxa de Recuperação de HP Fora de Combate
1,9910,36,2,102,2,STAT_DEFPOW,DEF,STAT_DOUBLE,Taxa Acer. ATQ Máx.
1,9940,42,2,99,2,STAT_CRIRESPOW,Res. a Crítico,STAT_WEAPONATKRES,Res ATQ de Arma
1,9970,40,2,77,2,STAT_DODGEPOW,Evasão,STAT_CUTTINGRES,DEF de Corte
1,10000,35,2,37,80,STAT_ATKPOW,ATQ,STAT_MAXHP,HP Máx.
1,10030,106,2,105,2,STAT_ADDDMG,Dano Fixo,STAT_F_ADDDMG,Dano Fixo de Força
1,10060,36,2,98,2,STAT_DEFPOW,DEF,STAT_HANGARREUSEDECRATE,Redução de Recarga do Hangar
1,10090,66,50,162,2,STAT_CONHITRATE,Taxa de Acerto de Debuff,STAT_SKILLDMGINC_MULTI,Dano Fixo em Área
1,10120,37,80,74,2,STAT_MAXHP,HP Máx.,STAT_PARRYDMGDECRATE,Red. de Dano do Bloqueio de Arma
1,10150,41,2,105,2,STAT_CRIHITPOW,Chance de Crítico,STAT_F_ADDDMG,Dano Fixo de Força
1,10180,38,2,99,2,STAT_HITPOW,Precisão,STAT_WEAPONATKRES,Res ATQ de Arma
1,10210,35,2,78,2,STAT_ATKPOW,ATQ,STAT_CUTTINGPOW,ATQ de Corte
1,10240,42,2,39,4,STAT_CRIRESPOW,Res. a Crítico,STAT_CRIDMG,Dano Crítico
1,10270,67,50,93,2,STAT_CONRESRATE,Resistência a Debuff,STAT_GIVECRIDMGINCRATE,Dano Crít.
1,10300,40,2,105,2,STAT_DODGEPOW,Evasão,STAT_F_ADDDMG,Dano Fixo de Força
1,10330,106,2,75,2,STAT_ADDDMG,Dano Fixo,STAT_IMPULSIVERES,DEF de Impacto
1,10360,95,2,148,2,STAT_MAXFP,FP Máx.,STAT_POTIONRECOVERYMAXVALUE,Contagem de Inj. de HP
1,10390,36,2,98,2,STAT_DEFPOW,DEF,STAT_HANGARREUSEDECRATE,Redução de Recarga do Hangar
1,10420,38,2,76,2,STAT_HITPOW,Precisão,STAT_IMPULSIVEPOW,ATQ de Impacto
1,10450,83,2,162,2,STAT_ACTIONSPEEDRATE,Velocidade de Conjuração,STAT_SKILLDMGINC_MULTI,Dano Fixo em Área
1,10480,35,2,85,2,STAT_ATKPOW,ATQ,STAT_NONBATTLE_HPRECOVERYRATE,Taxa de Recuperação de HP Fora de Combate
1,10510,95,2,149,2,STAT_MAXFP,FP Máx.,STAT_STIFFRESRATE,Resistência a Cambaleio
1,10540,37,80,150,2,STAT_MAXHP,HP Máx.,STAT_STIFFTIMEDECRATE,Redução da Duração de Cambaleio
1,10570,106,2,79,2,STAT_ADDDMG,Dano Fixo,STAT_PIERCINGRES,DEF Penetr.
1,10600,41,2,159,2,STAT_CRIHITPOW,Chance de Crítico,STAT_P_DEFPIERCE,Penetração de DEF Física
1,10630,36,2,39,4,STAT_DEFPOW,DEF,STAT_CRIDMG,Dano Crítico
1,10660,40,2,93,2,STAT_DODGEPOW,Evasão,STAT_GIVECRIDMGINCRATE,Dano Crít.
1,10690,38,2,105,2,STAT_HITPOW,Precisão,STAT_F_ADDDMG,Dano Fixo de Força
1,10720,67,50,79,2,STAT_CONRESRATE,Resistência a Debuff,STAT_PIERCINGRES,DEF Penetr.
1,10750,42,2,98,2,STAT_CRIRESPOW,Res. a Crítico,STAT_HANGARREUSEDECRATE,Redução de Recarga do Hangar
1,10780,83,2,102,2,STAT_ACTIONSPEEDRATE,Velocidade de Conjuração,STAT_DOUBLE,Taxa Acer. ATQ Máx.
1,10810,106,2,147,2,STAT_ADDDMG,Dano Fixo,STAT_FPUSEDEC,Redução de Consumo de FP
1,10840,36,2,162,2,STAT_DEFPOW,DEF,STAT_SKILLDMGINC_MULTI,Dano Fixo em Área
1,10870,95,2,99,2,STAT_MAXFP,FP Máx.,STAT_WEAPONATKRES,Res ATQ de Arma
1,10900,37,80,85,2,STAT_MAXHP,HP Máx.,STAT_NONBATTLE_HPRECOVERYRATE,Taxa de Recuperação de HP Fora de Combate
1,10930,41,2,39,4,STAT_CRIHITPOW,Chance de Crítico,STAT_CRIDMG,Dano Crítico
1,10960,91,20,78,2,STAT_ITEMDROPRATEINCRATE,Aumento da Chance de Drop de Item,STAT_CUTTINGPOW,ATQ de Corte
1,10990,66,50,148,2,STAT_CONHITRATE,Taxa de Acerto de Debuff,STAT_POTIONRECOVERYMAXVALUE,Contagem de Inj. de HP
1,11020,42,2,102,2,STAT_CRIRESPOW,Res. a Crítico,STAT_DOUBLE,Taxa Acer. ATQ Máx.
1,11050,35,2,98,2,STAT_ATKPOW,ATQ,STAT_HANGARREUSEDECRATE,Redução de Recarga do Hangar
1,11080,36,2,93,2,STAT_DEFPOW,DEF,STAT_GIVECRIDMGINCRATE,Dano Crít.
1,11110,33,2,159,2,STAT_WEAPONATKPOW,ATQ da Arma,STAT_P_DEFPIERCE,Penetração de DEF Física
1,11140,38,2,150,2,STAT_HITPOW,Precisão,STAT_STIFFTIMEDECRATE,Redução da Duração de Cambaleio
1,11170,67,50,85,2,STAT_CONRESRATE,Resistência a Debuff,STAT_NONBATTLE_HPRECOVERYRATE,Taxa de Recuperação de HP Fora de Combate
1,11200,95,2,39,4,STAT_MAXFP,FP Máx.,STAT_CRIDMG,Dano Crítico
1,11230,40,2,74,2,STAT_DODGEPOW,Evasão,STAT_PARRYDMGDECRATE,Red. de Dano do Bloqueio de Arma
1,11260,41,2,99,2,STAT_CRIHITPOW,Chance de Crítico,STAT_WEAPONATKRES,Res ATQ de Arma
1,11290,37,80,93,2,STAT_MAXHP,HP Máx.,STAT_GIVECRIDMGINCRATE,Dano Crít.
1,11320,36,2,83,2,STAT_DEFPOW,DEF,STAT_ACTIONSPEEDRATE,Velocidade de Conjuração
1,11350,91,20,149,2,STAT_ITEMDROPRATEINCRATE,Aumento da Chance de Drop de Item,STAT_STIFFRESRATE,Resistência a Cambaleio
1,11380,38,2,162,2,STAT_HITPOW,Precisão,STAT_SKILLDMGINC_MULTI,Dano Fixo em Área
1,11410,66,50,147,2,STAT_CONHITRATE,Taxa de Acerto de Debuff,STAT_FPUSEDEC,Redução de Consumo de FP
1,11440,35,2,98,2,STAT_ATKPOW,ATQ,STAT_HANGARREUSEDECRATE,Redução de Recarga do Hangar
1,11470,42,2,79,2,STAT_CRIRESPOW,Res. a Crítico,STAT_PIERCINGRES,DEF Penetr.
1,11500,95,2,85,2,STAT_MAXFP,FP Máx.,STAT_NONBATTLE_HPRECOVERYRATE,Taxa de Recuperação de HP Fora de Combate
1,11530,106,2,99,2,STAT_ADDDMG,Dano Fixo,STAT_WEAPONATKRES,Res ATQ de Arma
1,11560,67,50,78,2,STAT_CONRESRATE,Resistência a Debuff,STAT_CUTTINGPOW,ATQ de Corte
1,11590,40,2,39,4,STAT_DODGEPOW,Evasão,STAT_CRIDMG,Dano Crítico
1,11620,37,80,147,2,STAT_MAXHP,HP Máx.,STAT_FPUSEDEC,Redução de Consumo de FP
1,11650,36,2,93,2,STAT_DEFPOW,DEF,STAT_GIVECRIDMGINCRATE,Dano Crít.
1,11680,38,2,102,2,STAT_HITPOW,Precisão,STAT_DOUBLE,Taxa Acer. ATQ Máx.
1,11710,33,2,149,2,STAT_WEAPONATKPOW,ATQ da Arma,STAT_STIFFRESRATE,Resistência a Cambaleio
1,11740,35,2,77,2,STAT_ATKPOW,ATQ,STAT_CUTTINGRES,DEF de Corte
1,11770,40,2,83,2,STAT_DODGEPOW,Evasão,STAT_ACTIONSPEEDRATE,Velocidade de Conjuração
1,11800,42,2,85,2,STAT_CRIRESPOW,Res. a Crítico,STAT_NONBATTLE_HPRECOVERYRATE,Taxa de Recuperação de HP Fora de Combate
1,11830,95,2,150,2,STAT_MAXFP,FP Máx.,STAT_STIFFTIMEDECRATE,Redução da Duração de Cambaleio
1,11860,37,80,105,2,STAT_MAXHP,HP Máx.,STAT_F_ADDDMG,Dano Fixo de Força
1,11890,66,50,148,2,STAT_CONHITRATE,Taxa de Acerto de Debuff,STAT_POTIONRECOVERYMAXVALUE,Contagem de Inj. de HP
1,11920,36,2,76,2,STAT_DEFPOW,DEF,STAT_IMPULSIVEPOW,ATQ de Impacto
1,11950,33,2,99,2,STAT_WEAPONATKPOW,ATQ da Arma,STAT_WEAPONATKRES,Res ATQ de Arma
1,11980,38,2,39,4,STAT_HITPOW,Precisão,STAT_CRIDMG,Dano Crítico
1,12010,35,2,105,2,STAT_ATKPOW,ATQ,STAT_F_ADDDMG,Dano Fixo de Força
1,12040,40,2,147,2,STAT_DODGEPOW,Evasão,STAT_FPUSEDEC,Redução de Consumo de FP
1,12070,37,80,98,2,STAT_MAXHP,HP Máx.,STAT_HANGARREUSEDECRATE,Redução de Recarga do Hangar
1,12100,36,2,159,2,STAT_DEFPOW,DEF,STAT_P_DEFPIERCE,Penetração de DEF Física
1,12130,41,2,75,2,STAT_CRIHITPOW,Chance de Crítico,STAT_IMPULSIVERES,DEF de Impacto
1,12160,106,2,148,2,STAT_ADDDMG,Dano Fixo,STAT_POTIONRECOVERYMAXVALUE,Contagem de Inj. de HP
1,12190,67,50,93,2,STAT_CONRESRATE,Resistência a Debuff,STAT_GIVECRIDMGINCRATE,Dano Crít.
1,12220,95,2,99,2,STAT_MAXFP,FP Máx.,STAT_WEAPONATKRES,Res ATQ de Arma
1,12250,38,2,105,2,STAT_HITPOW,Precisão,STAT_F_ADDDMG,Dano Fixo de Força
1,12280,36,2,150,2,STAT_DEFPOW,DEF,STAT_STIFFTIMEDECRATE,Redução da Duração de Cambaleio
1,12310,42,2,39,4,STAT_CRIRESPOW,Res. a Crítico,STAT_CRIDMG,Dano Crítico
1,12340,37,80,76,2,STAT_MAXHP,HP Máx.,STAT_IMPULSIVEPOW,ATQ de Impacto
1,12370,35,2,91,10,STAT_ATKPOW,ATQ,STAT_ITEMDROPRATEINCRATE,Aumento da Chance de Drop de Item
1,12400,66,50,85,2,STAT_CONHITRATE,Taxa de Acerto de Debuff,STAT_NONBATTLE_HPRECOVERYRATE,Taxa de Recuperação de HP Fora de Combate
1,12430,40,2,98,2,STAT_DODGEPOW,Evasão,STAT_HANGARREUSEDECRATE,Redução de Recarga do Hangar
1,12460,33,2,37,80,STAT_WEAPONATKPOW,ATQ da Arma,STAT_MAXHP,HP Máx.
1,12490,38,2,102,2,STAT_HITPOW,Precisão,STAT_DOUBLE,Taxa Acer. ATQ Máx.
1,12520,106,2,148,2,STAT_ADDDMG,Dano Fixo,STAT_POTIONRECOVERYMAXVALUE,Contagem de Inj. de HP
1,12550,42,2,147,2,STAT_CRIRESPOW,Res. a Crítico,STAT_FPUSEDEC,Redução de Consumo de FP
1,12580,83,2,77,2,STAT_ACTIONSPEEDRATE,Velocidade de Conjuração,STAT_CUTTINGRES,DEF de Corte
