RewardIndex,BoxType,SubGroupIndex
1000613,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040090003
1000613,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040090050
1000613,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010390000
1000613,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010750000
1000613,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4000680072
1000613,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010640003
1000613,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4020640001
1000613,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4030850094
1000613,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040030137
1000613,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4020730003
1000613,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4030730002
1000613,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040730003
1000613,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4000880009
1000613,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010890004
1000613,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010910002
1000614,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,1000020090
1000614,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,1000010090
1000614,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,1000500090
1000614,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4000040000
1000614,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010470000
1000614,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4030540001
1000614,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4030400007
1000614,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040400001
1000614,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040090003
1000614,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040090050
1000614,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010390000
1000614,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010750000
1000614,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4000680072
1000614,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010920003
1000614,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4020920001
1000614,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4030820091
1000614,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040030138
1000614,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4020730001
1000614,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4030730003
1000614,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040730003
1000614,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4000880009
1000614,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010890004
1000614,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010910002
1000615,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,1000020090
1000615,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,1000010090
1000615,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,1000500090
1000615,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4000040000
1000615,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010470000
1000615,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4030540001
1000615,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4030400007
1000615,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040400001
1000615,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040090003
1000615,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040090050
1000615,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010390000
1000615,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010750000
1000615,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4000680072
1000615,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010970003
1000615,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4020970001
1000615,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4030830092
1000615,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040790131
1000615,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4020730002
1000615,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4030730004
1000615,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040730003
1000615,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4000880009
1000615,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010890004
1000615,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010910002
1000616,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,1000020090
1000616,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,1000010090
1000616,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,1000500090
1000616,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4000040000
1000616,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010470000
1000616,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4030540001
1000616,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4030400007
1000616,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040400001
1000616,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040090003
1000616,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040090050
1000616,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010390000
1000616,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010750000
1000616,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4000680072
1000616,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010110001
1000616,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4020110008
1000616,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4030840093
1000616,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040790132
1000616,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4020730003
1000616,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4030730001
1000616,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040730003
1000616,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4000880009
1000616,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010890004
1000616,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010910002
1000617,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,1000020090
1000617,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,1000010090
1000617,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,1000500090
1000617,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4000040000
1000617,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010470000
1000617,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4030540001
1000617,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4030400007
1000617,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040400001
1000617,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040090003
1000617,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040090050
1000617,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010390000
1000617,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010750000
1000617,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4000680072
1000617,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010120001
1000617,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4020120008
1000617,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4030850094
1000617,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040790133
1000617,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4020730001
1000617,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4030730002
1000617,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040730003
1000617,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4000880009
1000617,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010890004
1000617,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010910002
1000618,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,1000020091
1000618,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,1000010091
1000618,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,1000500091
1000618,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4000040000
1000618,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010470000
1000618,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4030540001
1000618,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4030400007
1000618,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040400001
1000618,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040090003
1000618,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040090050
1000618,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010390000
1000618,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010750000
1000618,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4000680072
1000618,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010130001
1000618,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4020130008
1000618,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4030820091
1000618,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040790134
1000618,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4020730002
1000618,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4030730003
1000618,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040730003
1000618,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4000880009
1000618,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010890004
1000618,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010910002
1000619,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,1000020091
1000619,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,1000010091
1000619,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,1000500091
1000619,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4000040000
1000619,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010470000
1000619,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4030540001
1000619,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4030400007
1000619,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040400001
1000619,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040090003
1000619,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040090050
1000619,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010390000
1000619,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010750000
1000619,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4000680072
1000619,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010140001
1000619,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4020140008
1000619,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4030830092
1000619,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040790135
1000619,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4020730003
1000619,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4030730004
1000619,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040730003
1000619,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4000880009
1000619,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010890004
1000619,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010910002
1000620,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,1000020091
1000620,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,1000010091
1000620,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,1000500091
1000620,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4000040000
1000620,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010470000
1000620,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4030540001
1000620,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4030400007
1000620,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040400001
1000620,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040090003
1000620,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040090050
1000620,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010390000
1000620,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010750000
1000620,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4000680072
1000620,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010150001
1000620,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4020150008
1000620,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4030840093
1000620,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040030131
1000620,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4020730001
1000620,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4030730001
1000620,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040730003
1000620,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4000880009
1000620,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010890004
1000620,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010910002
1000621,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,1000020091
1000621,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,1000010091
1000621,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,1000500091
1000621,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4000040000
1000621,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010470000
1000621,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4030540001
1000621,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4030400007
1000621,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040400001
1000621,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040090003
1000621,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040090050
1000621,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010390000
1000621,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010750000
1000621,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4000680072
1000621,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010160004
1000621,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4020160003
1000621,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4030850094
1000621,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040030132
1000621,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4020730002
1000621,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4030730002
1000621,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040730003
1000621,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4000880009
1000621,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010890004
1000621,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010910002
1000622,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,1000020091
1000622,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,1000010091
1000622,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,1000500091
1000622,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4000040000
1000622,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010470000
1000622,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4030540001
1000622,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4030400007
1000622,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040400001
1000622,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040090003
1000622,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040090050
1000622,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010390000
1000622,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010750000
1000622,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4000680072
1000622,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010170004
1000622,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4020170003
1000622,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4030820091
1000622,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040030133
1000622,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4020730003
1000622,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4030730003
1000622,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040730003
1000622,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4000880009
1000622,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010890004
1000622,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010910002
1000623,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,1000020092
1000623,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,1000010092
1000623,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,1000500092
1000623,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4000040000
1000623,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010470000
1000623,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4030540001
1000623,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4030400010
1000623,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040400001
1000623,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040090007
1000623,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040090050
1000623,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010390000
1000623,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010750000
1000623,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4000680096
1000623,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010180005
1000623,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4020180004
1000623,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4030820101
1000623,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040030271
1000623,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4020730001
1000623,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4030730001
1000623,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040730003
1000623,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4000880010
1000623,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010890009
1000623,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010910002
1000624,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,1000020092
1000624,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,1000010092
1000624,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,1000500092
1000624,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4000040000
1000624,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010470000
1000624,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4030540001
1000624,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4030400010
1000624,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040400001
1000624,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040090007
1000624,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040090050
1000624,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010390000
1000624,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010750000
1000624,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4000680096
1000624,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010190005
1000624,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4020190004
1000624,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4030830102
1000624,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040030272
1000624,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4020730002
1000624,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4030730002
1000624,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4040730003
1000624,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4000880010
1000624,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010890009
1000624,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010910002
1000625,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,1000020092
1000625,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,1000010092
1000625,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,1000500092
1000625,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4000040000
1000625,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4010470000
1000625,eITEM_REWARD_BOX_TYPE::ITEM_REWARD_BOX_TYPE_NONE,4030540001
