ItemIndex,NameStringIndex,DescStringIndex,BindingType,ItemGroup,ExchangeItem,WGExchangeItem,TradeAble,Hide_WorldIndex,Grade,Quality,Tier,ItemCategory,ItemSubCategory,ItemType,EquipPartType,Equip_Biosuit,TalicColor,ItemSetIndex,StackCount,UseInventorySlotLimit,UseLv,UseLvLimit,CanUseOnUG,Sell_MoneyItemIndex,Sell_MoneyValue,Trade_MoneyValue,TeleportIndex,DrawIndex,ItemEnchantStatusIndex,AddStatGroupIndex,Status_1_Type,Status_1_Base,Status_2_Type,Status_2_Base,Status_3_Type,Status_3_Base,SubStatus_1_Type,SubStatus_1_Base,SubStatus_2_Type,SubStatus_2_Base,SubStatus_3_Type,SubStatus_3_Base,SubStatus_4_Type,SubStatus_4_Base,SubStatus_5_Type,SubStatus_5_Base,SubStatus_6_Type,SubStatus_6_Base,SubStatus_7_Type,SubStatus_7_Base,PrimeStatus_1_Type,PrimeStatus_1_Base,PrimeStatus_2_Type,PrimeStatus_2_Base,PrimeStatus_3_Type,PrimeStatus_3_Base,PrimeStatus_4_Type,PrimeStatus_4_Base,PrimeStatus_5_Type,PrimeStatus_5_Base,Option_Count_Max,ItemOptionGroupIndex1,ItemOptionGroupIndex2,ItemOptionGroupIndex3,ItemReward,Box_RewardIndex,Remodel_Index,Remodel_ItemIndex,AlchemyIndex,Collection_ReplaceIndex,CoolTime,CoolTimeGroupIndex,GetSkillGroupIndex,ActiveSkillIndex,IconText,IconTextAlign,Icon,Icon_s,WeaponModelIndex,GetInfoButton,SoleGrade,PeriodItem,PeriodEquipItem,SUBSCRIPTION_EFFECT_DAY,NamePTBR,DescriptionPTBR
15960,Item_Name_15960,Item_Desc_15960,True,15960,False,False,False,[],2,1,0,0,0,2027,0,0,0,0,9999,0,0,0,False,1,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400012,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_MemoryChip/img_memory_frame_001_01.img_memory_frame_001_01,,0,True,False,False,False,0,Tensor Prim - 1,"Registro parcial sobre Tensor Prim, um comandante da Equipe de Pesquisa Estratigráfica Accretia"
15961,Item_Name_15961,Item_Desc_15961,True,15961,False,False,False,[],2,1,0,0,0,2027,0,0,0,0,9999,0,0,0,False,1,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400012,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_MemoryChip/img_memory_frame_001_02.img_memory_frame_001_02,,0,True,False,False,False,0,Tensor Prim - 2,"Registro parcial sobre Tensor Prim, um comandante da Equipe de Pesquisa Estratigráfica Accretia"
15962,Item_Name_15962,Item_Desc_15962,True,15962,False,False,False,[],2,1,0,0,0,2027,0,0,0,0,9999,0,0,0,False,1,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400012,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_MemoryChip/img_memory_frame_001_03.img_memory_frame_001_03,,0,True,False,False,False,0,Tensor Prim - 3,"Registro parcial sobre Tensor Prim, um comandante da Equipe de Pesquisa Estratigráfica de Accretia"
15963,Item_Name_15963,Item_Desc_15963,True,15963,False,False,False,[],2,1,0,0,0,2027,0,0,0,0,9999,0,0,0,False,1,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400012,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_MemoryChip/img_memory_frame_001_04.img_memory_frame_001_04,,0,True,False,False,False,0,Tensor Prim - 4,"Registro parcial sobre Tensor Prim, um comandante da Equipe de Pesquisa Estratigráfica Accretia"
15964,Item_Name_15964,Item_Desc_15964,True,15964,False,False,False,[],2,1,0,0,0,2027,0,0,0,0,9999,0,0,0,False,1,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400012,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_MemoryChip/img_memory_frame_001_05.img_memory_frame_001_05,,0,True,False,False,False,0,Tensor Prim - 5,"Registro parcial sobre Tensor Prim, um comandante da Equipe de Pesquisa Estratigráfica Accretia"
15965,Item_Name_15965,Item_Desc_15965,True,15965,False,False,False,[],2,1,0,0,0,2027,0,0,0,0,9999,0,0,0,False,1,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400012,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_MemoryChip/img_memory_frame_001_06.img_memory_frame_001_06,,0,True,False,False,False,0,Tensor Prim - 6,"Registro parcial sobre Tensor Prim, um comandante na Equipe de Pesquisa Estratigráfica Accretia"
15966,Item_Name_15966,Item_Desc_15966,True,15966,False,False,False,[],2,1,0,0,0,2027,0,0,0,0,9999,0,0,0,False,1,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400012,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_MemoryChip/img_memory_frame_001_07.img_memory_frame_001_07,,0,True,False,False,False,0,Tensor Prim - 7,"Registro parcial sobre Tensor Prim, um comandante na Equipe de Pesquisa Estratigráfica Accretia"
15967,Item_Name_15967,Item_Desc_15967,True,15967,False,False,False,[],2,1,0,0,0,2027,0,0,0,0,9999,0,0,0,False,1,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400012,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_MemoryChip/img_memory_frame_001_08.img_memory_frame_001_08,,0,True,False,False,False,0,Tensor Prim - 8,"Registro parcial sobre Tensor Prim, um comandante na Equipe de Pesquisa Estratigráfica Accretia"
15968,Item_Name_15968,Item_Desc_15968,True,15968,False,False,False,[],2,1,0,0,0,2027,0,0,0,0,9999,0,0,0,False,1,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400012,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_MemoryChip/img_memory_frame_001_09.img_memory_frame_001_09,,0,True,False,False,False,0,Tensor Prim - 9,"Registro parcial sobre Tensor Prim, um comandante da Equipe de Pesquisa Estratigráfica Accretia"
15969,Item_Name_15969,Item_Desc_15969,True,15969,False,False,False,[],2,1,0,0,0,2027,0,0,0,0,9999,0,0,0,False,1,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400012,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_MemoryChip/img_memory_frame_001_10.img_memory_frame_001_10,,0,True,False,False,False,0,Tensor Prim - 10,"Registro parcial sobre Tensor Prim, um comandante da Equipe de Pesquisa Estratigráfica Accretia"
15970,Item_Name_15970,Item_Desc_15970,True,15970,False,False,False,[],2,1,0,0,0,2027,0,0,0,0,9999,0,0,0,False,1,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400012,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_MemoryChip/img_memory_frame_001_01.img_memory_frame_001_01,,0,True,False,False,False,0,Ragdion - 1,"Registro parcial sobre Ragdion, um Animus antigo selado"
15971,Item_Name_15971,Item_Desc_15971,True,15971,False,False,False,[],2,1,0,0,0,2027,0,0,0,0,9999,0,0,0,False,1,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400012,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_MemoryChip/img_memory_frame_001_02.img_memory_frame_001_02,,0,True,False,False,False,0,Ragdion - 2,"Registro parcial sobre Ragdion, um Animus antigo selado"
15972,Item_Name_15972,Item_Desc_15972,True,15972,False,False,False,[],2,1,0,0,0,2027,0,0,0,0,9999,0,0,0,False,1,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400012,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_MemoryChip/img_memory_frame_001_03.img_memory_frame_001_03,,0,True,False,False,False,0,Ragdion - 3,"Registro parcial sobre Ragdion, um Animus antigo selado"
15973,Item_Name_15973,Item_Desc_15973,True,15973,False,False,False,[],2,1,0,0,0,2027,0,0,0,0,9999,0,0,0,False,1,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400012,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_MemoryChip/img_memory_frame_001_04.img_memory_frame_001_04,,0,True,False,False,False,0,Ragdion - 4,"Registro parcial sobre Ragdion, um Animus antigo selado"
15974,Item_Name_15974,Item_Desc_15974,True,15974,False,False,False,[],2,1,0,0,0,2027,0,0,0,0,9999,0,0,0,False,1,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400012,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_MemoryChip/img_memory_frame_001_05.img_memory_frame_001_05,,0,True,False,False,False,0,Ragdion - 5,"Registro parcial sobre Ragdion, um Animus antigo selado"
15975,Item_Name_15975,Item_Desc_15975,True,15975,False,False,False,[],2,1,0,0,0,2027,0,0,0,0,9999,0,0,0,False,1,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400012,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_MemoryChip/img_memory_frame_001_06.img_memory_frame_001_06,,0,True,False,False,False,0,Ragdion - 6,"Registro parcial sobre Ragdion, um Animus antigo selado"
15976,Item_Name_15976,Item_Desc_15976,True,15976,False,False,False,[],2,1,0,0,0,2027,0,0,0,0,9999,0,0,0,False,1,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400012,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_MemoryChip/img_memory_frame_001_07.img_memory_frame_001_07,,0,True,False,False,False,0,Ragdion - 7,"Registro parcial sobre Ragdion, um Animus antigo selado"
15977,Item_Name_15977,Item_Desc_15977,True,15977,False,False,False,[],2,1,0,0,0,2027,0,0,0,0,9999,0,0,0,False,1,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400012,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_MemoryChip/img_memory_frame_001_08.img_memory_frame_001_08,,0,True,False,False,False,0,Ragdion - 8,"Registro parcial sobre Ragdion, um Animus antigo selado"
15978,Item_Name_15978,Item_Desc_15978,True,15978,False,False,False,[],2,1,0,0,0,2027,0,0,0,0,9999,0,0,0,False,1,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400012,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_MemoryChip/img_memory_frame_001_09.img_memory_frame_001_09,,0,True,False,False,False,0,Ragdion - 9,"Registro parcial sobre Ragdion, um Animus antigo selado"
15979,Item_Name_15979,Item_Desc_15979,True,15979,False,False,False,[],2,1,0,0,0,2027,0,0,0,0,9999,0,0,0,False,1,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400012,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_MemoryChip/img_memory_frame_001_10.img_memory_frame_001_10,,0,True,False,False,False,0,Ragdion - 10,"Registro parcial sobre Ragdion, um Animus antigo selado"
15980,Item_Name_15980,Item_Desc_15980,True,15980,False,False,False,[],2,1,0,0,0,2027,0,0,0,0,9999,0,0,0,False,1,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400012,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_MemoryChip/img_memory_frame_001_01.img_memory_frame_001_01,,0,True,False,False,False,0,Sondador - 1,"Registro parcial sobre Sondador, o chefe de campo do Ermo Credo"
15981,Item_Name_15981,Item_Desc_15981,True,15981,False,False,False,[],2,1,0,0,0,2027,0,0,0,0,9999,0,0,0,False,1,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400012,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_MemoryChip/img_memory_frame_001_02.img_memory_frame_001_02,,0,True,False,False,False,0,Sondador - 2,"Registro parcial sobre Sondador, o chefe de campo do Ermo Credo"
15982,Item_Name_15982,Item_Desc_15982,True,15982,False,False,False,[],2,1,0,0,0,2027,0,0,0,0,9999,0,0,0,False,1,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400012,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_MemoryChip/img_memory_frame_001_03.img_memory_frame_001_03,,0,True,False,False,False,0,Sondador - 3,"Registro parcial sobre Sondador, o chefe de campo do Ermo Credo"
15983,Item_Name_15983,Item_Desc_15983,True,15983,False,False,False,[],2,1,0,0,0,2027,0,0,0,0,9999,0,0,0,False,1,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400012,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_MemoryChip/img_memory_frame_001_04.img_memory_frame_001_04,,0,True,False,False,False,0,Sondador - 4,"Registro parcial sobre Sondador, o chefe de campo do Ermo Credo"
15984,Item_Name_15984,Item_Desc_15984,True,15984,False,False,False,[],2,1,0,0,0,2027,0,0,0,0,9999,0,0,0,False,1,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400012,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_MemoryChip/img_memory_frame_001_05.img_memory_frame_001_05,,0,True,False,False,False,0,Sondador - 5,"Registro parcial sobre Sondador, o chefe de campo do Ermo Credo"
15985,Item_Name_15985,Item_Desc_15985,True,15985,False,False,False,[],2,1,0,0,0,2027,0,0,0,0,9999,0,0,0,False,1,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400012,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_MemoryChip/img_memory_frame_001_06.img_memory_frame_001_06,,0,True,False,False,False,0,Sondador - 6,"Registro parcial sobre Sondador, o chefe de campo do Ermo Credo"
15986,Item_Name_15986,Item_Desc_15986,True,15986,False,False,False,[],2,1,0,0,0,2027,0,0,0,0,9999,0,0,0,False,1,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400012,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_MemoryChip/img_memory_frame_001_07.img_memory_frame_001_07,,0,True,False,False,False,0,Sondador - 7,"Registro parcial sobre Sondador, o chefe de campo do Ermo Credo"
15987,Item_Name_15987,Item_Desc_15987,True,15987,False,False,False,[],2,1,0,0,0,2027,0,0,0,0,9999,0,0,0,False,1,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400012,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_MemoryChip/img_memory_frame_001_08.img_memory_frame_001_08,,0,True,False,False,False,0,Sondador - 8,"Registro parcial sobre Sondador, o chefe de campo do Ermo Credo"
15988,Item_Name_15988,Item_Desc_15988,True,15988,False,False,False,[],2,1,0,0,0,2027,0,0,0,0,9999,0,0,0,False,1,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400012,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_MemoryChip/img_memory_frame_001_09.img_memory_frame_001_09,,0,True,False,False,False,0,Sondador - 9,"Registro parcial sobre Sondador, o chefe de campo do Ermo Credo"
15989,Item_Name_15989,Item_Desc_15989,True,15989,False,False,False,[],2,1,0,0,0,2027,0,0,0,0,9999,0,0,0,False,1,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400012,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_MemoryChip/img_memory_frame_001_10.img_memory_frame_001_10,,0,True,False,False,False,0,Sondador - 10,"Registro parcial sobre Sondador, o chefe de campo do Ermo Credo"
15990,Item_Name_15990,Item_Desc_15990,True,15990,False,False,False,[],2,1,0,0,0,2027,0,0,0,0,9999,0,0,0,False,1,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400012,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_MemoryChip/img_memory_frame_001_01.img_memory_frame_001_01,,0,True,False,False,False,0,Hydra - 1,Registro parcial da Hydra apreendida pelos Thermits.
15991,Item_Name_15991,Item_Desc_15991,True,15991,False,False,False,[],2,1,0,0,0,2027,0,0,0,0,9999,0,0,0,False,1,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400012,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_MemoryChip/img_memory_frame_001_02.img_memory_frame_001_02,,0,True,False,False,False,0,Hydra - 2,Registro parcial da Hydra apreendida pelos Thermits.
15992,Item_Name_15992,Item_Desc_15992,True,15992,False,False,False,[],2,1,0,0,0,2027,0,0,0,0,9999,0,0,0,False,1,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400012,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_MemoryChip/img_memory_frame_001_03.img_memory_frame_001_03,,0,True,False,False,False,0,Hydra - 3,Registro parcial da Hydra apreendida pelos Thermits.
15993,Item_Name_15993,Item_Desc_15993,True,15993,False,False,False,[],2,1,0,0,0,2027,0,0,0,0,9999,0,0,0,False,1,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400012,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_MemoryChip/img_memory_frame_001_04.img_memory_frame_001_04,,0,True,False,False,False,0,Hydra - 4,Registro parcial da Hydra apreendida pelos Thermits.
15994,Item_Name_15994,Item_Desc_15994,True,15994,False,False,False,[],2,1,0,0,0,2027,0,0,0,0,9999,0,0,0,False,1,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400012,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_MemoryChip/img_memory_frame_001_05.img_memory_frame_001_05,,0,True,False,False,False,0,Hydra - 5,Registro parcial da Hydra apreendida pelos Thermits.
15995,Item_Name_15995,Item_Desc_15995,True,15995,False,False,False,[],2,1,0,0,0,2027,0,0,0,0,9999,0,0,0,False,1,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400012,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_MemoryChip/img_memory_frame_001_06.img_memory_frame_001_06,,0,True,False,False,False,0,Hydra - 6,Registro parcial da Hydra apreendida pelos Thermits.
15996,Item_Name_15996,Item_Desc_15996,True,15996,False,False,False,[],2,1,0,0,0,2027,0,0,0,0,9999,0,0,0,False,1,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400012,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_MemoryChip/img_memory_frame_001_07.img_memory_frame_001_07,,0,True,False,False,False,0,Hydra - 7,Registro parcial sobre a Hydra apreendida pelos Thermits.
15997,Item_Name_15997,Item_Desc_15997,True,15997,False,False,False,[],2,1,0,0,0,2027,0,0,0,0,9999,0,0,0,False,1,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400012,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_MemoryChip/img_memory_frame_001_08.img_memory_frame_001_08,,0,True,False,False,False,0,Hydra - 8,Registro parcial da Hydra apreendida pelos Thermits.
15998,Item_Name_15998,Item_Desc_15998,True,15998,False,False,False,[],2,1,0,0,0,2027,0,0,0,0,9999,0,0,0,False,1,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400012,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_MemoryChip/img_memory_frame_001_09.img_memory_frame_001_09,,0,True,False,False,False,0,Hydra - 9,Registro parcial da Hydra apreendida pelos Thermits.
15999,Item_Name_15999,Item_Desc_15999,True,15999,False,False,False,[],2,1,0,0,0,2027,0,0,0,0,9999,0,0,0,False,1,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400012,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_MemoryChip/img_memory_frame_001_10.img_memory_frame_001_10,,0,True,False,False,False,0,Hydra - 10,Registro parcial da Hydra apreendida pelos Thermits.
16000,Item_Name_16000,Item_Desc_16000,True,16000,False,False,False,[],5,1,0,0,0,2027,0,0,0,0,9999,0,0,0,False,1,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400012,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_MemoryChip/img_memory_frame_002_01.img_memory_frame_002_01,,0,True,False,False,False,0,"Cidade das Camadas, Rootvein - 1","Registro parcial deixado por Sula, uma estudiosa cultural Cora, após visitar Rootvein, a metrópole da região de Lavaron."
16001,Item_Name_16001,Item_Desc_16001,True,16001,False,False,False,[],5,1,0,0,0,2027,0,0,0,0,9999,0,0,0,False,1,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400012,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_MemoryChip/img_memory_frame_002_02.img_memory_frame_002_02,,0,True,False,False,False,0,"Cidade das Camadas, Rootvein - 2","Registro parcial deixado por Sula, uma Erudita Cultural Cora, após visitar Rootvein, a metrópole da Região de Lavaron"
16002,Item_Name_16002,Item_Desc_16002,True,16002,False,False,False,[],5,1,0,0,0,2027,0,0,0,0,9999,0,0,0,False,1,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400012,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_MemoryChip/img_memory_frame_002_03.img_memory_frame_002_03,,0,True,False,False,False,0,"Cidade das Camadas, Rootvein - 3","Registro parcial deixado por Sula, uma Erudita Cultural Cora, após visitar Rootvein, a metrópole da Região de Lavaron."
