NPCIndex,NPCNamePTBR,NPCLevel,RewardIndex,SubGroupIndex,EXPBaseMin,ObservedTarget,DifferenceFromObserved
312506,Drone Farejador Blackstone,64,1000375,1000020064,2869,16303,-13434
312507,Passer Alpha de Blackstone,64,1000376,1000020064,2869,16303,-13434
312512,Rastreador Blackstone Saura,64,1000377,1000020064,2869,16303,-13434
312501,Blackstone Saura Shocktrooper,64,1000378,1000020064,2869,16303,-13434
312502,Franco-atirador Saura de Blackstone,64,1000379,1000020064,2869,16303,-13434
312607,Yusigula Seth,68,1000379,1000020064,2869,16303,-13434
312513,Guerreiro Saura de Blackstone,64,1000380,1000020064,2869,16303,-13434
312597,Estilhaçador Selvagem,64,1000381,1000020064,2869,16303,-13434
312598,Pathfinder Desenfreado,64,1000382,1000020064,2869,16303,-13434
312599,Bork de Assalto Desenfreado,64,1000383,1000020064,2869,16303,-13434
306301,Devorador Faminto,65,1000384,1000020065,3369,16303,-12934
306302,Klon do Deserto Faminto,65,1000385,1000020065,3369,16303,-12934
306303,Gafftail Faminto,65,1000386,1000020065,3369,16303,-12934
306304,Lanceiro Snatcher do Deserto,65,1000387,1000020065,3369,16303,-12934
306305,Machadista Snatcher do Deserto,65,1000388,1000020065,3369,16303,-12934
306306,Arremessador Snatcher do Deserto,65,1000389,1000020065,3369,16303,-12934
306307,Cavaleiro Snatcher do Deserto,65,1000390,1000020065,3369,16303,-12934
306308,Médico Enfurecido,65,1000391,1000020065,3369,16303,-12934
306309,Docker Enfurecido,65,1000392,1000020065,3369,16303,-12934
306310,Cirurgião Desenfreado,65,1000393,1000020065,3369,16303,-12934
306311,G-Box Enfurecido,65,1000394,1000020065,3369,16303,-12934
306397,Arghol Selvagem,65,1000395,1000020065,3369,16303,-12934
306398,Estilhaçador Selvagem,65,1000396,1000020065,3369,16303,-12934
306399,Bork de Assalto Desenfreado,65,1000397,1000020065,3369,16303,-12934
305507,Chuti Seth,66,1000398,1000020066,3969,16303,-12334
305504,Fezal Seth,66,1000399,1000020066,3969,16303,-12334
305508,Caçador Seth Crawler,66,1000400,1000020066,3969,16303,-12334
305505,Flem Seth,66,1000401,1000020066,3969,16303,-12334
305506,Lunker Seth,66,1000402,1000020066,3969,16303,-12334
305501,Seth Espadachim Mecânico,66,1000403,1000020066,3969,16303,-12334
305503,Drone Peep Seth,66,1000404,1000020066,3969,16303,-12334
305511,Seth Saqueador Predo,66,1000405,1000020066,3969,16303,-12334
305515,Seth Predo Gladiador,66,1000406,1000020066,3969,16303,-12334
305514,Sentinela Seth Predo,66,1000407,1000020066,3969,16303,-12334
305592,Bork de Assalto Desenfreado,66,1000408,1000020066,3969,16303,-12334
305598,Junker Desenfreado,66,1000409,1000020066,3969,16303,-12334
310501,Android Overmind,70,1000409,1000020066,3969,16303,-12334
305599,Arghol Selvagem,66,1000410,1000020066,3969,16303,-12334
310502,Android Overmind,70,1000410,1000020066,3969,16303,-12334
312601,Nyoka Seth,67,1000411,1000020067,4569,16303,-11734
312606,Ravenous Seth,67,1000412,1000020067,4569,16303,-11734
312605,Ferro-Velho de Seth Lutador com Faca,67,1000413,1000020067,4569,16303,-11734
312604,Atirador do Ferro-Velho de Seth,67,1000414,1000020067,4569,16303,-11734
312603,Rastreador do Ferro-Velho de Seth,67,1000415,1000020067,4569,16303,-11734
312602,Incendiário do Ferro-Velho de Seth,67,1000416,1000020067,4569,16303,-11734
312608,Seth Combatente Vagabundo,68,1000417,1000020067,4569,16303,-11734
312609,Seth Atirador Vagabundo,68,1000418,1000020068,5169,16303,-11134
312610,Seth Retalhador Vagabundo,68,1000419,1000020068,5169,16303,-11134
312611,Seth Berserker Vagabundo,68,1000420,1000020068,5169,16303,-11134
312697,Estilhaçador Selvagem,68,1000421,1000020068,5169,16303,-11134
312698,Junker Desenfreado,68,1000422,1000020068,5169,16303,-11134
312699,Bork de Assalto Enfurecido,68,1000423,1000020068,5169,16303,-11134
308606,Romulus Silex,69,1000424,1000020069,5869,16303,-10434
308601,Cavaleiro Pesado Romulus Soma,69,1000425,1000020069,5869,16303,-10434
308602,Assassino Romulus Soma,69,1000426,1000020069,5869,16303,-10434
308603,Romulus Soma Shockmancer,69,1000427,1000020069,5869,16303,-10434
308610,Destruidor Romulus Clops,69,1000428,1000020069,5869,16303,-10434
308611,Romulus Clops Sniper,69,1000429,1000020069,5869,16303,-10434
308612,Catador Romulus,69,1000430,1000020069,5869,16303,-10434
308613,Romulus Junker,69,1000431,1000020069,5869,16303,-10434
308604,Espadachim Mecha Romulus,69,1000432,1000020069,5869,16303,-10434
308608,Grumble Gancho Romulus,69,1000433,1000020069,5869,16303,-10434
308605,Romulus Drone Peep,69,1000434,1000020069,5869,16303,-10434
308607,Gafftail Romulus,69,1000435,1000020069,5869,16303,-10434
308697,Junker Desenfreado,69,1000436,1000020069,5869,16303,-10434
308609,,69,1000437,1000020069,5869,16303,-10434
308698,Estilhaçador Selvagem,69,1000437,1000020069,5869,16303,-10434
308699,Pathfinder Desenfreado,69,1000438,1000020069,5869,16303,-10434
307901,Requiétĭo Nyoka,70,1000439,1000020070,6569,16303,-9734
307902,Requiétĭo Silex,70,1000440,1000020070,6569,16303,-9734
307903,Requiétĭo Atirador Predo,70,1000441,1000020070,6569,16303,-9734
307904,Requiétĭo Cavaleiro Snatcher,70,1000442,1000020070,6569,16303,-9734
307905,Requiétĭo Lanceiro Snatcher,70,1000443,1000020070,6569,16303,-9734
307906,Requiétĭo Fezal,70,1000444,1000020070,6569,16303,-9734
307907,Requiétĭo Klon do Deserto,70,1000445,1000020070,6569,16303,-9734
307908,Requiétĭo Arremessador Snatcher,70,1000446,1000020070,6569,16303,-9734
307909,Requiétĭo Machadista Snatcher,70,1000447,1000020070,6569,16303,-9734
307910,Requiétĭo Saqueador Predo,70,1000448,1000020070,6569,16303,-9734
307997,Arghol Selvagem,70,1000449,1000020070,6569,16303,-9734
307998,Junker Desenfreado,70,1000450,1000020070,6569,16303,-9734
307999,Estilhaçador Selvagem,70,1000451,1000020070,6569,16303,-9734
307801,Combatente Vagabundo do Deserto,71,1000452,1000020071,7269,16303,-9034
307802,Atirador Vagabundo do Deserto,71,1000453,1000020071,7269,16303,-9034
307803,Retalhador Vagabundo do Deserto,71,1000454,1000020071,7269,16303,-9034
307804,Berserker Vagabundo do Deserto,71,1000455,1000020071,7269,16303,-9034
307805,Espadachim Mech do Deserto,71,1000456,1000020071,7269,16303,-9034
307806,Artilheiro de Mecha do Deserto,71,1000457,1000020071,7269,16303,-9034
307807,Drone Peep do Deserto,72,1000458,1000020072,8069,16303,-8234
307808,Deserto Nyoka,72,1000459,1000020072,8069,16303,-8234
307809,Torrão do Deserto,72,1000460,1000020072,8069,16303,-8234
307810,Deserto Yusigula,72,1000461,1000020072,8069,16303,-8234
307811,Verme da Areia do Deserto,72,1000462,1000020072,8069,16303,-8234
307812,Devorador do Deserto,72,1000463,1000020072,8069,16303,-8234
307813,Deserto Silex,72,1000464,1000020072,8069,16303,-8234
307897,Bork de Assalto Desenfreado,72,1000465,1000020072,8069,16303,-8234
307898,Junker Desenfreado,72,1000466,1000020072,8069,16303,-8234
307899,Arghol Selvagem,72,1000467,1000020072,8069,16303,-8234
312801,Ruínas Grumble,73,1000468,1000020073,8869,16303,-7434
312802,Ruínas Silex,73,1000469,1000020073,8869,16303,-7434
312803,Devorador de Ruínas,73,1000470,1000020073,8869,16303,-7434
312804,Combatente Vagabundo das Ruínas,73,1000471,1000020073,8869,16303,-7434
312805,Ruínas Atirador Vagabundo,73,1000472,1000020073,8869,16303,-7434
312806,Retalhador Vagabundo das Ruínas,73,1000473,1000020073,8869,16303,-7434
312807,Mula Armada das Ruínas,74,1000474,1000020074,9669,16303,-6634
312808,Berserker Vagabundo das Ruínas,74,1000475,1000020074,9669,16303,-6634
312809,Explorador de Ruínas,74,1000476,1000020074,9669,16303,-6634
312810,Ruínas Deserto Klon,74,1000477,1000020074,9669,16303,-6634
312811,Scud Pesado das Ruínas,74,1000478,1000020074,9669,16303,-6634
312812,Ruínas Clod,74,1000479,1000020074,9669,16303,-6634
312897,Bork de Assalto Desenfreado,74,1000480,1000020074,9669,16303,-6634
312898,Junker Desenfreado,74,1000481,1000020074,9669,16303,-6634
312899,Arghol Selvagem,74,1000482,1000020074,9669,16303,-6634
305201,Ramon Devorador,75,1000483,1000020075,10869,16303,-5434
305202,Ramon Clod,75,1000484,1000020075,10869,16303,-5434
305203,Ramon Dagan,75,1000485,1000020075,10869,16303,-5434
305204,Caçador Ramon Ferinky,75,1000486,1000020075,10869,16303,-5434
305205,Ramon Ferinky Atirador de Elite,75,1000487,1000020075,10869,16303,-5434
305206,Ramon Ferinky Brigão,75,1000488,1000020075,10869,16303,-5434
305207,Rastreador Ramon Clops,75,1000489,1000020075,10869,16303,-5434
305208,Ramon Clops Sniper,75,1000490,1000020075,10869,16303,-5434
305209,Destruidor Ramon Clops,75,1000491,1000020075,10869,16303,-5434
305210,Ramon Soma Guerreiro Pesado,75,1000492,1000020075,10869,16303,-5434
305211,Assassino Ramon Soma,75,1000493,1000020075,10869,16303,-5434
305212,Ramon Soma Shockmancer,75,1000494,1000020075,10869,16303,-5434
305213,Arghol Selvagem,75,1000495,1000020075,10869,16303,-5434
305214,Pathfinder Desenfreado,75,1000496,1000020075,10869,16303,-5434
305215,Junker Desenfreado,75,1000497,1000020075,10869,16303,-5434
312901,Passador de Patrulha Ramon,76,1000498,1000020076,12169,16303,-4134
312902,Drone de Patrulha Ramon,76,1000499,1000020076,12169,16303,-4134
312903,,76,1000499,1000020076,12169,16303,-4134
312904,Espadachim de Patrulha Ramon,76,1000500,1000020076,12169,16303,-4134
312905,Artilheiro de Patrulha Ramon,76,1000501,1000020076,12169,16303,-4134
312906,Ramon Gladiador,76,1000502,1000020076,12169,16303,-4134
312907,,76,1000503,1000020076,12169,16303,-4134
312908,Ramon Sniper,76,1000503,1000020076,12169,16303,-4134
312910,Drone Farejador Ramon,77,1000504,1000020077,13469,16303,-2834
312909,,77,1000505,1000020077,13469,16303,-2834
312912,Ramon Guerreiro Mech,77,1000505,1000020077,13469,16303,-2834
312913,Ramon Artilheiro Mecânico,77,1000506,1000020077,13469,16303,-2834
312911,,77,1000507,1000020077,13469,16303,-2834
312914,Ramon Bork Laser,77,1000507,1000020077,13469,16303,-2834
312997,Junker Enfurecido,77,1000508,1000020077,13469,16303,-2834
312998,Pathfinder Desenfreado,77,1000509,1000020077,13469,16303,-2834
312999,Bork de Assalto Desenfreado,77,1000510,1000020077,13469,16303,-2834
312915,Ramon Drone Peep,77,1000511,1000020078,14769,16303,-1534
313001,Rastreador Bale Ferinky,78,1000511,1000020078,14769,16303,-1534
313002,Sniper Bale Ferinky,78,1000512,1000020078,14769,16303,-1534
313004,Arremessador Snatcher Bale,78,1000513,1000020078,14769,16303,-1534
313005,Lanceiro Snatcher Bale,78,1000514,1000020078,14769,16303,-1534
313007,Bale Bork de Assalto,78,1000515,1000020078,14769,16303,-1534
313003,Catador de Sucata Bale,78,1000516,1000020078,14769,16303,-1534
313009,Bale Reitor,78,1000517,1000020078,14769,16303,-1534
313008,Venda Cirurgião Lydian,78,1000518,1000020078,14769,16303,-1534
313010,Mula Armada Bale,78,1000519,1000020078,14769,16303,-1534
313011,Bale Pathfinder,78,1000520,1000020078,14769,16303,-1534
313012,Atirador Bale Clops,78,1000521,1000020078,14769,16303,-1534
313013,Rastreador Bale Clops,78,1000522,1000020078,14769,16303,-1534
313014,Guerreiro Pesado Bale Soma,78,1000523,1000020078,14769,16303,-1534
313015,Assassino Bale Soma,78,1000524,1000020078,14769,16303,-1534
313016,Bale Soma Shockmancer,78,1000525,1000020078,14769,16303,-1534
313097,Junker Desenfreado,78,1000526,1000020078,14769,16303,-1534
313098,Bork de Assalto Desenfreado,78,1000527,1000020078,14769,16303,-1534
313099,Pathfinder Desenfreado,78,1000528,1000020078,14769,16303,-1534
305101,Guerreiro Saura Kphala,78,1000529,1000020078,14769,16303,-1534
305102,Sentinela Kphala Saura,78,1000530,1000020078,14769,16303,-1534
305103,Guerreiro Mecânico Kphala,78,1000531,1000020078,14769,16303,-1534
305104,Artilheiro Mecânico Kphala,78,1000532,1000020078,14769,16303,-1534
305105,Guerreiro Kphala Elimar,78,1000533,1000020078,14769,16303,-1534
305106,Sentinela Kphala Elimar,78,1000534,1000020078,14769,16303,-1534
305107,Kphala Grumble,79,1000535,1000020079,16069,16303,-234
305108,Kphala Vanguarda,79,1000536,1000020079,16069,16303,-234
305109,Kphala Striker,79,1000537,1000020079,16069,16303,-234
305110,Kphala Arghol,79,1000538,1000020079,16069,16303,-234
305197,Junker Desenfreado,79,1000539,1000020079,16069,16303,-234
305198,Bork de Assalto Desenfreado,79,1000540,1000020079,16069,16303,-234
305199,Brutal Selvagem,79,1000541,1000020079,16069,16303,-234
313601,Lagarto Inewt,78,1000542,1000020078,14769,16303,-1534
313696,Savage Symbi,78,1000543,1000020078,14769,16303,-1534
313602,Inewt Simbi,78,1000544,1000020078,14769,16303,-1534
313605,Cavalaria Pesada Inewt,78,1000545,1000020078,14769,16303,-1534
313606,Inewt Limpeza,78,1000546,1000020078,14769,16303,-1534
313607,Inewt Kaigar,78,1000547,1000020078,14769,16303,-1534
313603,Super Soldado Inewt,79,1000548,1000020079,16069,16303,-234
313697,Estilhaçador Selvagem,79,1000549,1000020079,16069,16303,-234
313604,Combatente Mecânico Inewt,79,1000550,1000020079,16069,16303,-234
313608,Inewt Guerreiro Soma,79,1000551,1000020079,16069,16303,-234
313610,Inewt Ranger Soma,79,1000552,1000020079,16069,16303,-234
313609,Inewt Mago Soma,79,1000553,1000020079,16069,16303,-234
313611,Invasor Capturador de Inewt,80,1000554,1000020080,17469,16303,1166
313698,Junker Desenfreado,80,1000555,1000020080,17469,16303,1166
313612,Inewt Vafer Soldado Pesado,80,1000556,1000020080,17469,16303,1166
313613,Inewt Vafer Soldado de Cerco,80,1000557,1000020080,17469,16303,1166
313614,Sniper Inewt Snatcher,81,1000558,1000020081,18919,16303,2616
313699,Pathfinder Desenfreado,81,1000559,1000020081,18919,16303,2616
314001,,74,1000559,1000020081,18919,16303,2616
314002,,74,1000559,1000020081,18919,16303,2616
314003,,74,1000559,1000020081,18919,16303,2616
314004,,74,1000559,1000020081,18919,16303,2616
314005,,74,1000559,1000020081,18919,16303,2616
314006,,74,1000559,1000020081,18919,16303,2616
314007,,74,1000559,1000020081,18919,16303,2616
314008,,74,1000559,1000020081,18919,16303,2616
314010,,74,1000559,1000020081,18919,16303,2616
314011,,74,1000559,1000020081,18919,16303,2616
314012,,74,1000559,1000020081,18919,16303,2616
314013,,74,1000559,1000020081,18919,16303,2616
314014,,74,1000559,1000020081,18919,16303,2616
314015,,74,1000559,1000020081,18919,16303,2616
314016,,74,1000559,1000020081,18919,16303,2616
313615,Inewt Brutamontes,81,1000560,1000020081,18919,16303,2616
313616,Inewt Atirador,81,1000561,1000020081,18919,16303,2616
313201,Sentinela Vergen,80,1000562,1000020080,17469,16303,1166
313202,Super Soldado Vergen,80,1000563,1000020080,17469,16303,1166
313203,Cavalaria Pesada de Vergen,80,1000564,1000020080,17469,16303,1166
313204,Vergen Chuti,80,1000565,1000020080,17469,16303,1166
313297,Pathfinder Desenfreado,80,1000566,1000020080,17469,16303,1166
313205,Sniper Vergen Ferinky,81,1000567,1000020081,18919,16303,2616
313206,Rastreador Vergen Ferinky,81,1000568,1000020081,18919,16303,2616
313207,Vergen Ferinky Lutador,81,1000569,1000020081,18919,16303,2616
313298,Estilhaçador Selvagem,81,1000570,1000020081,18919,16303,2616
313208,Vergen Flem,82,1000571,1000020082,20419,16303,4116
313209,Guardião Palid Vergen,82,1000572,1000020082,20419,16303,4116
313210,Mentalista Palid Vergen,82,1000573,1000020082,20419,16303,4116
313211,Feiticeiro Palid Vergen,82,1000574,1000020082,20419,16303,4116
313299,Fantasma Blindado Enfurecido,82,1000575,1000020082,20419,16303,4116
313301,Pumus Silex,83,1000576,1000020083,21969,16303,5666
313302,Fera Selvagem Pumus,83,1000577,1000020083,21969,16303,5666
313303,Capanga Forte da Gangue Pumus,83,1000578,1000020083,21969,16303,5666
313304,Pumus Ranger Soma,83,1000579,1000020083,21969,16303,5666
313306,Atirador da Gangue Pumus,83,1000580,1000020083,21969,16303,5666
313314,Estilhaçador Selvagem,83,1000581,1000020083,21969,16303,5666
313305,Pumus Mago Soma,84,1000582,1000020084,23569,16303,7266
313307,Pumus Cirurgião Lydian,84,1000583,1000020084,23569,16303,7266
313308,Pumus Médico Lydian,84,1000584,1000020084,23569,16303,7266
313309,Pumus Portuário Lydian,84,1000585,1000020084,23569,16303,7266
313315,Bork de Assalto Enfurecido,84,1000586,1000020084,23569,16303,7266
313317,Pumus Guerreiro Soma,84,1000587,1000020084,23569,16303,7266
313310,Brutamontes da Gangue Pumus,85,1000588,1000020085,25219,16303,8916
313311,Pumus Vafer Soldado de Cerco,85,1000589,1000020085,25219,16303,8916
313312,Pumus Adiar,85,1000590,1000020085,25219,16303,8916
313313,Estilhaçador Pumus,85,1000591,1000020085,25219,16303,8916
313316,Fantasma Enfurecido,85,1000592,1000020085,25219,16303,8916
313401,Rastreador Karma Clops,86,1000593,1000020086,26919,16303,10616
313402,Atirador Karma Clops,86,1000594,1000020086,26919,16303,10616
313403,Destruidor Karma Clops,86,1000595,1000020086,26919,16303,10616
313404,Karma Bork Laser,86,1000596,1000020086,26919,16303,10616
313497,Pathfinder Desenfreado,86,1000597,1000020086,26919,16303,10616
313405,Recon de Karma,87,1000598,1000020087,28669,16303,12366
313406,Vanguarda Karma,87,1000599,1000020087,28669,16303,12366
313407,Striker de Karma,87,1000600,1000020087,28669,16303,12366
313408,Guerreiro Calliana Karma,87,1000601,1000020087,28669,16303,12366
313498,Junker Desenfreado,87,1000602,1000020087,28669,16303,12366
313409,Atirador Calliana Karma,88,1000603,1000020088,30469,16303,14166
313410,Sentinela Nether Karma,88,1000604,1000020088,30469,16303,14166
313411,Guerreiro Nether Karma,88,1000605,1000020088,30469,16303,14166
313412,Aniquilador Nether Karma,88,1000606,1000020088,30469,16303,14166
313499,Fantasma Blindado Enfurecido,88,1000607,1000020088,30469,16303,14166
313501,Ativar Bork de Combate,89,1000608,1000020089,32319,16303,16016
313502,Habilitar Cirurgião Lydian,89,1000609,1000020089,32319,16303,16016
313503,Portuário Lydian Nable,89,1000610,1000020089,32319,16303,16016
313504,Ativar Médico Lydian,89,1000611,1000020089,32319,16303,16016
313597,Fantasma Enfurecido,89,1000612,1000020089,32319,16303,16016
313505,Mula Armada Nable,90,1000613,1000020090,34219,16303,17916
313506,Navegador Nable,90,1000614,1000020090,34219,16303,17916
313507,Guerreiro Crawler Nable,90,1000615,1000020090,34219,16303,17916
313508,Sentinela Nable Crawler,90,1000616,1000020090,34219,16303,17916
313598,Fantasma Blindado Enfurecido,90,1000617,1000020090,34219,16303,17916
313509,Nable Bork de Assalto,91,1000618,1000020091,36169,16303,19866
313510,Guerreiro Mecânico Nable,91,1000619,1000020091,36169,16303,19866
313511,Catador Nable,91,1000620,1000020091,36169,16303,19866
313599,Junker Desenfreado,91,1000621,1000020091,36169,16303,19866
313512,Nable Passer Alpha,91,1000622,1000020091,36169,16303,19866
3112301,Drone de Braços Chrome,92,1000623,1000020092,40169,16303,23866
3112302,Sentinela de Braços Chrome,92,1000624,1000020092,40169,16303,23866
3112303,Chrome Arms Shocktrooper,92,1000625,1000020092,40169,16303,23866
3112304,Auxiliar de Armas Chrome Trooper,92,1000626,1000020092,40169,16303,23866
3112305,Sniffer de Diamante,93,1000627,1000020093,43669,16303,27366
3112306,Diamante Vanguarda,93,1000628,1000020093,43669,16303,27366
3112307,Assaltante de Diamante,93,1000629,1000020093,43669,16303,27366
3112308,Passer Alpha de Diamante,93,1000630,1000020093,43669,16303,27366
3112309,Sentinela Presa Branca,94,1000631,1000020094,45919,16303,29616
3112310,Cavalaria Pesada White Fang,94,1000632,1000020094,45919,16303,29616
3112311,Combatente Mech Presa Branca,94,1000633,1000020094,45919,16303,29616
3112312,Super Soldado Presa Branca,94,1000634,1000020094,45919,16303,29616
3112391,Bork de Assalto Desenfreado,92,1000635,1000020092,40169,16303,23866
3112392,Junker Desenfreado,93,1000636,1000020093,43669,16303,27366
3112393,Pathfinder Desenfreado,94,1000637,1000020094,45919,16303,29616
3113301,Assassino Soma Perdido,95,1000638,1000020095,48269,16303,31966
3113302,Guerreiro Pesado Soma Perdido,95,1000639,1000020095,48269,16303,31966
3113303,Shockmancer Soma Perdido,95,1000640,1000020095,48269,16303,31966
3113304,Cirurgião Perdido,95,1000641,1000020095,48269,16303,31966
3113305,Docker Perdido,96,1000642,1000020096,50719,16303,34416
3113306,Médico Perdido,96,1000643,1000020096,50719,16303,34416
3113307,Skarz Skorm Perdido,96,1000644,1000020096,50719,16303,34416
3113308,Presa de Skorm Perdida,96,1000645,1000020096,50719,16303,34416
3113309,Skorm Novs Perdido,97,1000646,1000020097,53269,16303,36966
3113310,Guerreiro Nether Perdido,97,1000647,1000020097,53269,16303,36966
3113311,Aniquilador Nether Perdido,97,1000648,1000020097,53269,16303,36966
3113312,Sentinela Nether Perdido,97,1000649,1000020097,53269,16303,36966
3113397,Pathfinder Desenfreado,95,1000650,1000020095,48269,16303,31966
3113398,Fantasma Blindado Enfurecido,96,1000651,1000020096,50719,16303,34416
3113399,Junker Desenfreado,97,1000652,1000020097,53269,16303,36966
3115301,Estilhaçador de Ruvia,98,1000653,1000020098,55919,16303,39616
3115302,Lagarto Ruvia,98,1000654,1000020098,55919,16303,39616
3115303,Ruvia Anabola,98,1000655,1000020098,55919,16303,39616
3115304,Larva Ruvia Infectada,98,1000656,1000020098,55919,16303,39616
3115305,Estilhaçador Ruvia Infectado,99,1000657,1000020099,58669,16303,42366
3115306,Fera Selvagem Ruvia,99,1000658,1000020099,58669,16303,42366
3115307,Lagarto Ruvia Infectado,99,1000659,1000020099,58669,16303,42366
3115308,Talpa Ruvia Infectada,99,1000660,1000020099,58669,16303,42366
3115309,Soldado Ruvia Infectado,100,1000661,1000020100,61519,16303,45216
3115310,Sniper Ruvia Ferinky,100,1000662,1000020100,61519,16303,45216
3115311,Ruvia Ferinky Lutador,100,1000663,1000020100,61519,16303,45216
3115312,Ruvia Cão Carmesim,100,1000664,1000020100,61519,16303,45216
3115391,Estilhaçador Selvagem,98,1000665,1000020098,55919,16303,39616
3115392,Canibal Selvagem,99,1000666,1000020099,58669,16303,42366
3115393,Brutal Selvagem,100,1000667,1000020100,61519,16303,45216
3116301,Anteros Infectado Alpha,101,1000668,1000020101,64469,16303,48166
3116302,Anteros Infectado Beta,101,1000669,1000020101,64469,16303,48166
3116303,Estilhaçador Anteros,101,1000670,1000020101,64469,16303,48166
3116304,Anteros Shocktrooper,101,1000671,1000020101,64469,16303,48166
3116305,Assassino Anteros,102,1000672,1000020102,67519,16303,51216
3116306,Anteros Limpar,102,1000673,1000020102,67519,16303,51216
3116307,Fera Selvagem Anteros,102,1000674,1000020102,67519,16303,51216
3116308,Fantasma Anteros Sting,102,1000675,1000020102,67519,16303,51216
3116309,Fantasma Blindado Anteros,103,1000676,1000020103,70669,16303,54366
3116310,Canhão Fantasma Anteros,103,1000677,1000020103,70669,16303,54366
3116311,Sniper Anteros,103,1000678,1000020103,70669,16303,54366
3116312,Tático Anteros,103,1000679,1000020103,70669,16303,54366
3116313,Canibal Infectado Selvagem,101,1000680,1000020101,64469,16303,48166
3116314,Estilhaçador Selvagem,102,1000681,1000020102,67519,16303,51216
3116315,Fantasma Enfurecido,103,1000682,1000020103,70669,16303,54366
3110301,Ropus Ertelem,103,1000683,1000020105,77269,16303,60966
3110302,Ropus Flem,103,1000684,1000020105,77269,16303,60966
3110303,Ropus Chuti,103,1000685,1000020105,77269,16303,60966
3110304,Ropus Symbi,103,1000686,1000020105,77269,16303,60966
3110305,Invasor Ropus Snatcher,104,1000687,1000020106,80719,16303,64416
3110306,Atirador Ropus Snatcher,104,1000688,1000020106,80719,16303,64416
3110307,Ropus Vafer Soldado Pesado,104,1000689,1000020106,80719,16303,64416
3110308,Ropus Vafer Soldado de Cerco,104,1000690,1000020106,80719,16303,64416
3110309,Ropus Crook,105,1000691,1000020107,84269,16303,67966
3110310,Ropus Anabola,105,1000692,1000020107,84269,16303,67966
3110311,Ropus Fezal,105,1000693,1000020107,84269,16303,67966
3110312,Ropus Infernal Draco,105,1000694,1000020107,84269,16303,67966
3110313,Ropus Lapis,106,1000695,1000020108,87919,16303,71616
3110314,Ropus Kaigar,106,1000696,1000020108,87919,16303,71616
3110315,Ropus Catus,106,1000697,1000020108,87919,16303,71616
3110316,Ropus Fera de Guerra,106,1000698,1000020108,87919,16303,71616
3110396,Brutal Selvagem,103,1000699,1000020105,77269,16303,60966
3110397,Simbiôntico Selvagem,104,1000700,1000020106,80719,16303,64416
3110398,Estilhaçador Selvagem,105,1000701,1000020107,84269,16303,67966
3110399,Canibal Selvagem,106,1000702,1000020108,87919,16303,71616
3122301,Credo Guerreiro Crawler,104,1000703,61000020104,80869,16303,64566
3122302,Credo Batedor Crawler,104,1000704,61000020104,80869,16303,64566
3122303,Credo Fera Selvagem,104,1000705,61000020104,80869,16303,64566
3122304,Credo Estilhaçador,104,1000706,61000020104,80869,16303,64566
3122305,Credo Buscador Clops,105,1000707,61000020105,84169,16303,67866
3122306,Credo Enganador Clops,105,1000708,61000020105,84169,16303,67866
3122307,Credo Brutamontes Clops,105,1000709,61000020105,84169,16303,67866
3122308,Credo Ladino Vafer,105,1000710,61000020105,84169,16303,67866
3122309,Credo Mortal Vafer,106,1000711,61000020106,90169,16303,73866
3122310,Credo Rex Vafer,106,1000712,61000020106,90169,16303,73866
3122311,Credo Vafer Assassino,106,1000713,61000020106,90169,16303,73866
3122312,Credo Glatt,106,1000714,61000020106,90169,16303,73866
3122397,Estilhaçador Selvagem,104,1000715,61000020104,80869,16303,64566
3122398,Pathfinder Desenfreado,105,1000716,61000020105,84169,16303,67866
3122399,Criminoso Selvagem,106,1000717,61000020106,90169,16303,73866
3123301,Cirurgião Glossa,107,1000718,61000020107,96419,16303,80116
3123302,Glossa Médica,107,1000719,61000020107,96419,16303,80116
3123303,Combatente Vagabundo,107,1000720,61000020107,96419,16303,80116
3123304,Atirador Vagabundo,107,1000721,61000020107,96419,16303,80116
3123305,Gaff de Cristal Glossa,108,1000722,61000020108,102919,16303,86616
3123306,Glossa Scavenger,108,1000723,61000020108,102919,16303,86616
3123307,Glossa Recon,108,1000724,61000020108,102919,16303,86616
3123308,Berserker Vagabundo,108,1000725,61000020108,102919,16303,86616
3123309,Glossa Vanguarda,109,1000726,61000020109,109669,16303,93366
3123310,Glossa Walker,109,1000727,61000020109,109669,16303,93366
3123311,Catus de Cristal Glossa,109,1000728,61000020109,109669,16303,93366
3123312,Glossa Cristal Temizl,109,1000729,61000020109,109669,16303,93366
3123391,Bork de Assalto Desenfreado,107,1000730,61000020107,96419,16303,80116
3123392,Junker Desenfreado,108,1000731,61000020108,102919,16303,86616
3123393,Pathfinder Desenfreado,109,1000732,61000020109,109669,16303,93366
3125301,Limen Silex,110,1000733,61000020110,116669,16303,100366
3125302,Limen Fezal,110,1000734,61000020110,116669,16303,100366
3125303,Devorador de Limen,110,1000735,61000020110,116669,16303,100366
3125304,Purificador Thermit Limen,110,1000736,61000020110,116669,16303,100366
3125305,Cavaleiro Limen Thermit,111,1000737,61000020111,123919,16303,107616
3125306,Limen Hyburn Baria,111,1000738,61000020111,123919,16303,107616
3125307,Cristal Limen Temizl,111,1000739,61000020111,123919,16303,107616
3125308,Catus de Cristal Limen,111,1000740,61000020111,123919,16303,107616
3125309,Cristal Limen Gafftail,112,1000741,61000020112,131419,16303,115116
