mapa,spot_andar,npc_id,mob_level,exp_base,mob_name
Mundo Novus,Ruínas da Mina de Ghent,307311,44,299,Guerreiro Nether de Ghent
Mundo Novus,Ruínas da Mina de Ghent,307398,44,299,Junker Desenfreado
Mundo Novus,Ruínas da Mina de Ghent,307397,44,299,Pathfinder Enfurecido
Mundo Novus,Ruínas da Mina de Ghent,307312,44,299,Sentinela Nether de Ghent
Mundo Novus,Ruínas da Mina de Ghent,307310,44,299,Sniper Ghent Saura
Mundo Novus,Ruínas de Anteros,3116301,101,64469,Anteros Infectado Alpha
Mundo Novus,Ruínas de Anteros,3116302,101,64469,Anteros Infectado Beta
Mundo Novus,Ruínas de Anteros,3116304,101,64469,Anteros Shocktrooper
Mundo Novus,Ruínas de Anteros,3116313,101,64469,Canibal Infectado Selvagem
Mundo Novus,Ruínas de Anteros,3116303,101,64469,Estilhaçador Anteros
Mundo Novus,Ruínas de Anteros,3116306,102,67519,Anteros Limpar
Mundo Novus,Ruínas de Anteros,3116305,102,67519,Assassino Anteros
Mundo Novus,Ruínas de Anteros,3116314,102,67519,Estilhaçador Selvagem
Mundo Novus,Ruínas de Anteros,3116308,102,67519,Fantasma Anteros Sting
Mundo Novus,Ruínas de Anteros,3116307,102,67519,Fera Selvagem Anteros
Mundo Novus,Ruínas de Anteros,3116310,103,70669,Canhão Fantasma Anteros
Mundo Novus,Ruínas de Anteros,3116309,103,70669,Fantasma Blindado Anteros
Mundo Novus,Ruínas de Anteros,3116315,103,70669,Fantasma Enfurecido
Mundo Novus,Ruínas de Anteros,3116311,103,70669,Sniper Anteros
Mundo Novus,Ruínas de Anteros,3116312,103,70669,Tático Anteros
Mundo Novus,Ruínas Despedaçadas,312804,73,8869,Combatente Vagabundo das Ruínas
Mundo Novus,Ruínas Despedaçadas,312803,73,8869,Devorador de Ruínas
Mundo Novus,Ruínas Despedaçadas,312806,73,8869,Retalhador Vagabundo das Ruínas
Mundo Novus,Ruínas Despedaçadas,312805,73,8869,Ruínas Atirador Vagabundo
Mundo Novus,Ruínas Despedaçadas,312801,73,8869,Ruínas Grumble
Mundo Novus,Ruínas Despedaçadas,312802,73,8869,Ruínas Silex
Mundo Novus,Ruínas Despedaçadas,312899,74,9669,Arghol Selvagem
Mundo Novus,Ruínas Despedaçadas,312808,74,9669,Berserker Vagabundo das Ruínas
Mundo Novus,Ruínas Despedaçadas,312897,74,9669,Bork de Assalto Desenfreado
Mundo Novus,Ruínas Despedaçadas,312809,74,9669,Explorador de Ruínas
Mundo Novus,Ruínas Despedaçadas,312898,74,9669,Junker Desenfreado
Mundo Novus,Ruínas Despedaçadas,312807,74,9669,Mula Armada das Ruínas
Mundo Novus,Ruínas Despedaçadas,312812,74,9669,Ruínas Clod
Mundo Novus,Ruínas Despedaçadas,312810,74,9669,Ruínas Deserto Klon
Mundo Novus,Ruínas Despedaçadas,312811,74,9669,Scud Pesado das Ruínas
Mundo Novus,Templo em Ruínas,307204,59,1669,Arquivista Caído
Mundo Novus,Templo em Ruínas,307201,59,1669,Brutal Caído
Mundo Novus,Templo em Ruínas,307205,59,1669,Carcereiro Caído
Mundo Novus,Templo em Ruínas,307203,59,1669,Draco Infernal Caído
Mundo Novus,Templo em Ruínas,307207,59,1669,Executor Caído
Mundo Novus,Templo em Ruínas,307202,59,1669,Mahr Caído
Mundo Novus,Templo em Ruínas,307206,59,1669,Zelote Caído
Mundo Novus,Templo em Ruínas,307297,60,1769,Arghol Selvagem
Mundo Novus,Templo em Ruínas,307210,60,1769,Criador de Mahr Caído
Mundo Novus,Templo em Ruínas,307208,60,1769,Demolis Caído
Mundo Novus,Templo em Ruínas,307298,60,1769,Estilhaçador Selvagem
Mundo Novus,Templo em Ruínas,307299,60,1769,Fantasma Enfurecido
Mundo Novus,Templo em Ruínas,307209,60,1769,Inquisidor Caído
Mundo Novus,Templo em Ruínas,307211,60,1769,Meevlan Caído
Mundo Novus,Terra do Descanso,307997,70,6569,Arghol Selvagem
Mundo Novus,Terra do Descanso,307999,70,6569,Estilhaçador Selvagem
Mundo Novus,Terra do Descanso,307998,70,6569,Junker Desenfreado
Mundo Novus,Terra do Descanso,307908,70,6569,Requiétĭo Arremessador Snatcher
Mundo Novus,Terra do Descanso,307903,70,6569,Requiétĭo Atirador Predo
Mundo Novus,Terra do Descanso,307904,70,6569,Requiétĭo Cavaleiro Snatcher
Mundo Novus,Terra do Descanso,307906,70,6569,Requiétĭo Fezal
Mundo Novus,Terra do Descanso,307907,70,6569,Requiétĭo Klon do Deserto
Mundo Novus,Terra do Descanso,307905,70,6569,Requiétĭo Lanceiro Snatcher
Mundo Novus,Terra do Descanso,307909,70,6569,Requiétĭo Machadista Snatcher
Mundo Novus,Terra do Descanso,307901,70,6569,Requiétĭo Nyoka
Mundo Novus,Terra do Descanso,307910,70,6569,Requiétĭo Saqueador Predo
Mundo Novus,Terra do Descanso,307902,70,6569,Requiétĭo Silex
Mundo Novus,Terras Submersas de Galio,307409,45,359,Estilhaçador Galio Infectado
Mundo Novus,Terras Submersas de Galio,307401,45,359,Galio Guerreiro Nether
Mundo Novus,Terras Submersas de Galio,307405,45,359,Galio Nezad Infectado
Mundo Novus,Terras Submersas de Galio,307406,45,359,Lagarto Galio Infectado
Mundo Novus,Terras Submersas de Galio,307411,45,359,Larva de Galio Infectada
Mundo Novus,Terras Submersas de Galio,307421,46,429,Canibal Selvagem
Mundo Novus,Terras Submersas de Galio,307414,46,429,Estilhaçador Selvagem
Mundo Novus,Terras Submersas de Galio,307422,46,429,Fantasma Blindado Enfurecido
Mundo Novus,Terras Submersas de Galio,307404,46,429,Galio Aniquilador Nether
Mundo Novus,Terras Submersas de Galio,307410,46,429,Galio Canibal Infectado
Mundo Novus,Terras Submersas de Galio,307403,46,429,Galio Sentinela Nether
Mundo Novus,Terras Submersas de Galio,307407,46,429,Sacerdote Infectado
Mundo Novus,Terras Submersas de Galio,307420,46,429,Soldado Accretia Infectado
Mundo Novus,Terras Submersas de Galio,307408,46,429,Talpa Infectado
Mundo Novus,Vale de Skadi,305407,37,133,Cavalaria Pesada Skadi Helas
Mundo Novus,Vale de Skadi,305401,37,133,Lagarto Skadi
Mundo Novus,Vale de Skadi,305405,37,133,Sentinela Skadi Helas
Mundo Novus,Vale de Skadi,305403,37,133,Skadi Fera de Guerra
Mundo Novus,Vale de Skadi,305402,37,133,Skadi Fezal
Mundo Novus,Vale de Skadi,305406,37,133,Skadi Helas Combatente Mecânico
Mundo Novus,Vale de Skadi,305410,38,141,Deserto de Skadi Klon
Mundo Novus,Vale de Skadi,305404,38,141,Estilhaçador Skadi
Mundo Novus,Vale de Skadi,305411,38,141,Fera Selvagem Skadi
Mundo Novus,Vale de Skadi,305412,38,141,Skadi Dagan
Mundo Novus,Vale de Skadi,305409,38,141,Skadi Lunker
Mundo Novus,Vale de Skadi,305408,38,141,Skadi Vafer
Mundo Novus,Vale dos Gritos,313004,78,14769,Arremessador Snatcher Bale
Mundo Novus,Vale dos Gritos,313015,78,14769,Assassino Bale Soma
Mundo Novus,Vale dos Gritos,313012,78,14769,Atirador Bale Clops
Mundo Novus,Vale dos Gritos,313007,78,14769,Bale Bork de Assalto
Mundo Novus,Vale dos Gritos,313011,78,14769,Bale Pathfinder
Mundo Novus,Vale dos Gritos,313009,78,14769,Bale Reitor
Mundo Novus,Vale dos Gritos,313016,78,14769,Bale Soma Shockmancer
Mundo Novus,Vale dos Gritos,313098,78,14769,Bork de Assalto Desenfreado
Mundo Novus,Vale dos Gritos,313003,78,14769,Catador de Sucata Bale
Mundo Novus,Vale dos Gritos,313014,78,14769,Guerreiro Pesado Bale Soma
Mundo Novus,Vale dos Gritos,313097,78,14769,Junker Desenfreado
Mundo Novus,Vale dos Gritos,313005,78,14769,Lanceiro Snatcher Bale
Mundo Novus,Vale dos Gritos,313010,78,14769,Mula Armada Bale
Mundo Novus,Vale dos Gritos,313099,78,14769,Pathfinder Desenfreado
Mundo Novus,Vale dos Gritos,313013,78,14769,Rastreador Bale Clops
Mundo Novus,Vale dos Gritos,313001,78,14769,Rastreador Bale Ferinky
Mundo Novus,Vale dos Gritos,313002,78,14769,Sniper Bale Ferinky
Mundo Novus,Vale dos Gritos,313008,78,14769,Venda Cirurgião Lydian
Mundo Novus,Vale Esquecido,308208,25,55,Lutador de Facas Fora da Lei Veris
Mundo Novus,Vale Esquecido,308211,25,55,Veris Atirador Fora da Lei
Mundo Novus,Vale Esquecido,308212,25,55,Veris Fora da Lei Bruiser
Mundo Novus,Vale Esquecido,308214,25,55,Veris Meevlan
Mundo Novus,Vale Esquecido,308217,26,60,Percevejo Veris
Mundo Novus,Vale Esquecido,308201,26,60,Veris Gafftail
Mundo Novus,Vale Esquecido,308215,26,60,Veris Grumble
Mundo Novus,Vale Esquecido,308216,26,60,Veris Grumble Oul
Mundo Novus,Vale Karma,313402,86,26919,Atirador Karma Clops
Mundo Novus,Vale Karma,313403,86,26919,Destruidor Karma Clops
Mundo Novus,Vale Karma,313404,86,26919,Karma Bork Laser
Mundo Novus,Vale Karma,313497,86,26919,Pathfinder Desenfreado
Mundo Novus,Vale Karma,313401,86,26919,Rastreador Karma Clops
Mundo Novus,Vale Karma,313408,87,28669,Guerreiro Calliana Karma
Mundo Novus,Vale Karma,313498,87,28669,Junker Desenfreado
Mundo Novus,Vale Karma,313405,87,28669,Recon de Karma
Mundo Novus,Vale Karma,313407,87,28669,Striker de Karma
Mundo Novus,Vale Karma,313406,87,28669,Vanguarda Karma
Mundo Novus,Vale Karma,313412,88,30469,Aniquilador Nether Karma
Mundo Novus,Vale Karma,313409,88,30469,Atirador Calliana Karma
Mundo Novus,Vale Karma,313499,88,30469,Fantasma Blindado Enfurecido
Mundo Novus,Vale Karma,313411,88,30469,Guerreiro Nether Karma
Mundo Novus,Vale Karma,313410,88,30469,Sentinela Nether Karma
Mundo Novus,Vale Vulcan,308409,35,117,Catus Vulcan
Mundo Novus,Vale Vulcan,308405,35,117,Sentinela Crawler Vulcan
Mundo Novus,Vale Vulcan,308408,35,117,Vulcan Arghol
Mundo Novus,Vale Vulcan,308407,35,117,Vulcan Flem
Mundo Novus,Vale Vulcan,308410,35,117,Vulcan Gafftail
Mundo Novus,Vale Vulcan,308406,36,125,Guerreiro Crawler Vulcan
Mundo Novus,Vale Vulcan,308403,36,125,Invasor Vulcan Ferinky
Mundo Novus,Vale Vulcan,308404,36,125,Portuário Lydian Vulcan
Mundo Novus,Vale Vulcan,308401,36,125,Rastreador Vulcan Ferinky
Mundo Novus,Vale Vulcan,308402,36,125,Sentinela Vulcan Ferinky
Mundo Novus,Vale Vulcan,308411,36,125,Vulcan Clod
Mundo Novus,Velha Fronteira,306202,20,33,Destruidor de Clops da Fronteira
Mundo Novus,Velha Fronteira,306203,20,33,Frontal Clops Sniper
Mundo Novus,Velha Fronteira,306201,20,33,Rastreador de Clops da Fronteira
Mundo Novus,Velha Fronteira,306206,21,37,Choqueiro Fora-da-lei da Fronteira
Mundo Novus,Velha Fronteira,306205,21,37,Incendiário Fora-da-Lei da Fronteira
Mundo Novus,Velha Fronteira,306204,21,37,Lutador de Facas Fora da Lei da Fronteira
Mundo Novus,Zona de Quarentena Pumus,313306,83,21969,Atirador da Gangue Pumus
Mundo Novus,Zona de Quarentena Pumus,313303,83,21969,Capanga Forte da Gangue Pumus
Mundo Novus,Zona de Quarentena Pumus,313314,83,21969,Estilhaçador Selvagem
Mundo Novus,Zona de Quarentena Pumus,313302,83,21969,Fera Selvagem Pumus
Mundo Novus,Zona de Quarentena Pumus,313304,83,21969,Pumus Ranger Soma
Mundo Novus,Zona de Quarentena Pumus,313301,83,21969,Pumus Silex
Mundo Novus,Zona de Quarentena Pumus,313315,84,23569,Bork de Assalto Enfurecido
Mundo Novus,Zona de Quarentena Pumus,313307,84,23569,Pumus Cirurgião Lydian
Mundo Novus,Zona de Quarentena Pumus,313317,84,23569,Pumus Guerreiro Soma
Mundo Novus,Zona de Quarentena Pumus,313305,84,23569,Pumus Mago Soma
Mundo Novus,Zona de Quarentena Pumus,313308,84,23569,Pumus Médico Lydian
Mundo Novus,Zona de Quarentena Pumus,313309,84,23569,Pumus Portuário Lydian
Mundo Novus,Zona de Quarentena Pumus,313310,85,25219,Brutamontes da Gangue Pumus
Mundo Novus,Zona de Quarentena Pumus,313313,85,25219,Estilhaçador Pumus
Mundo Novus,Zona de Quarentena Pumus,313316,85,25219,Fantasma Enfurecido
Mundo Novus,Zona de Quarentena Pumus,313312,85,25219,Pumus Adiar
Mundo Novus,Zona de Quarentena Pumus,313311,85,25219,Pumus Vafer Soldado de Cerco
Novus Mundo 2,Cratera Cordis,3120396,115,172669,Arghol Selvagem
Novus Mundo 2,Cratera Cordis,3120303,115,172669,Cordis Gafftail
Novus Mundo 2,Cratera Cordis,3120302,115,172669,Cordis Meevlan
Novus Mundo 2,Cratera Cordis,3120301,115,172669,Cordis Nyoka
Novus Mundo 2,Cratera Cordis,3120304,116,181669,Cordis Mortal Vafer
Novus Mundo 2,Cratera Cordis,3120305,116,181669,Cordis Rex Vafer
Novus Mundo 2,Cratera Cordis,3120397,116,181669,Criminoso Selvagem
Novus Mundo 2,Cratera Cordis,3120306,116,181669,Lançador Furtivo Cordis
Novus Mundo 2,Cratera Cordis,3120309,117,190919,Controle Cordis Bork
Novus Mundo 2,Cratera Cordis,3120308,117,190919,Cordis Passer Alpha
Novus Mundo 2,Cratera Cordis,3120307,117,190919,Cordis Portuário Lydian
Novus Mundo 2,Cratera Cordis,3120398,117,190919,Pinça Mecha Desenfreada
Novus Mundo 2,Cratera Cordis,3120310,118,200419,Cordis Grumble Oul
Novus Mundo 2,Cratera Cordis,3120312,118,200419,Cordis Kadal
Novus Mundo 2,Cratera Cordis,3120311,118,200419,Cordis Lapis
Novus Mundo 2,Cratera Cordis,3120399,118,200419,Fantasma Blindado Enfurecido
Novus Mundo 2,Ermo Credo,3122302,104,80869,Credo Batedor Crawler
Novus Mundo 2,Ermo Credo,3122304,104,80869,Credo Estilhaçador
Novus Mundo 2,Ermo Credo,3122303,104,80869,Credo Fera Selvagem
Novus Mundo 2,Ermo Credo,3122301,104,80869,Credo Guerreiro Crawler
Novus Mundo 2,Ermo Credo,3122397,104,80869,Estilhaçador Selvagem
Novus Mundo 2,Ermo Credo,3122307,105,84169,Credo Brutamontes Clops
Novus Mundo 2,Ermo Credo,3122305,105,84169,Credo Buscador Clops
Novus Mundo 2,Ermo Credo,3122306,105,84169,Credo Enganador Clops
Novus Mundo 2,Ermo Credo,3122308,105,84169,Credo Ladino Vafer
Novus Mundo 2,Ermo Credo,3122398,105,84169,Pathfinder Desenfreado
Novus Mundo 2,Ermo Credo,3122312,106,90169,Credo Glatt
Novus Mundo 2,Ermo Credo,3122309,106,90169,Credo Mortal Vafer
Novus Mundo 2,Ermo Credo,3122310,106,90169,Credo Rex Vafer
Novus Mundo 2,Ermo Credo,3122311,106,90169,Credo Vafer Assassino
Novus Mundo 2,Ermo Credo,3122399,106,90169,Criminoso Selvagem
Novus Mundo 2,Ilha Vulcânica de Chaldea,3123304,107,96419,Atirador Vagabundo
Novus Mundo 2,Ilha Vulcânica de Chaldea,3123391,107,96419,Bork de Assalto Desenfreado
Novus Mundo 2,Ilha Vulcânica de Chaldea,3123301,107,96419,Cirurgião Glossa
Novus Mundo 2,Ilha Vulcânica de Chaldea,3123303,107,96419,Combatente Vagabundo
Novus Mundo 2,Ilha Vulcânica de Chaldea,3123302,107,96419,Glossa Médica
Novus Mundo 2,Ilha Vulcânica de Chaldea,3123308,108,102919,Berserker Vagabundo
Novus Mundo 2,Ilha Vulcânica de Chaldea,3123305,108,102919,Gaff de Cristal Glossa
Novus Mundo 2,Ilha Vulcânica de Chaldea,3123307,108,102919,Glossa Recon
Novus Mundo 2,Ilha Vulcânica de Chaldea,3123306,108,102919,Glossa Scavenger
Novus Mundo 2,Ilha Vulcânica de Chaldea,3123392,108,102919,Junker Desenfreado
Novus Mundo 2,Ilha Vulcânica de Chaldea,3123311,109,109669,Catus de Cristal Glossa
Novus Mundo 2,Ilha Vulcânica de Chaldea,3123312,109,109669,Glossa Cristal Temizl
Novus Mundo 2,Ilha Vulcânica de Chaldea,3123309,109,109669,Glossa Vanguarda
Novus Mundo 2,Ilha Vulcânica de Chaldea,3123310,109,109669,Glossa Walker
Novus Mundo 2,Ilha Vulcânica de Chaldea,3123393,109,109669,Pathfinder Desenfreado
Novus Mundo 2,Penhascos de Limen,3125303,110,116669,Devorador de Limen
Novus Mundo 2,Penhascos de Limen,3125397,110,116669,Estilhaçador Selvagem
Novus Mundo 2,Penhascos de Limen,3125302,110,116669,Limen Fezal
Novus Mundo 2,Penhascos de Limen,3125301,110,116669,Limen Silex
Novus Mundo 2,Penhascos de Limen,3125304,110,116669,Purificador Thermit Limen
Novus Mundo 2,Penhascos de Limen,3125398,111,123919,Canibal Selvagem
Novus Mundo 2,Penhascos de Limen,3125308,111,123919,Catus de Cristal Limen
Novus Mundo 2,Penhascos de Limen,3125305,111,123919,Cavaleiro Limen Thermit
Novus Mundo 2,Penhascos de Limen,3125307,111,123919,Cristal Limen Temizl
Novus Mundo 2,Penhascos de Limen,3125306,111,123919,Limen Hyburn Baria
Novus Mundo 2,Penhascos de Limen,3125309,112,131419,Cristal Limen Gafftail
Novus Mundo 2,Penhascos de Limen,3125310,112,131419,Equus Limen Hyburn
Novus Mundo 2,Penhascos de Limen,3125311,112,131419,Limen Hyburn Nepa
Novus Mundo 2,Penhascos de Limen,3125312,112,131419,Limen Juiz Thermit
Novus Mundo 2,Penhascos de Limen,3125399,112,131419,Pathfinder Desenfreado
Novus Mundo 2,Ruínas de Sacer,3126313,113,139169,Fantasma Enfurecido
Novus Mundo 2,Ruínas de Sacer,3126303,113,139169,Lanceiro Snatcher Sacer
Novus Mundo 2,Ruínas de Sacer,3126304,113,147169,Sacer Arremessador Snatcher
Novus Mundo 2,Ruínas de Sacer,3126301,113,139169,Sacer Mortal Vafer
Novus Mundo 2,Ruínas de Sacer,3126302,113,139169,Sacer Rex Vafer
Novus Mundo 2,Ruínas de Sacer,3126308,114,147169,Feiticeiro Palid Sacer
Novus Mundo 2,Ruínas de Sacer,3126306,114,147169,Sacer Batedor Crawler
Novus Mundo 2,Ruínas de Sacer,3126305,114,147169,Sacer Guerreiro Crawler
Novus Mundo 2,Ruínas de Sacer,3126307,114,147169,Sacer Mentalista Palid
Novus Mundo 2,Ruínas de Sacer,3126314,114,147169,Simbiôntico Selvagem
Novus Mundo 2,Ruínas de Sacer,3126309,115,155419,Catus de Cristal Sacer
Novus Mundo 2,Ruínas de Sacer,3126312,115,155419,Chifre de Grumble de Cristal Sagrado
Novus Mundo 2,Ruínas de Sacer,3126315,115,155419,Estilhaçador Selvagem
Novus Mundo 2,Ruínas de Sacer,3126310,115,155419,Gaff de Cristal Sacer
Novus Mundo 2,Ruínas de Sacer,3126311,115,155419,Lápis de Cristal Sacer
Base de Lançamento em Órbita Alta,Campo de Batalha dos Gigantes,358090,85,28669,Pathfinder Desenfreado
Base de Lançamento em Órbita Alta,Campo de Batalha dos Gigantes,358001,85,28669,Recon de Vanguarda
Base de Lançamento em Órbita Alta,Campo de Batalha dos Gigantes,358002,85,28669,Striker de Ponta
Base de Lançamento em Órbita Alta,Campo de Batalha dos Gigantes,358003,85,28669,Vanguarda de Ponta
Base de Lançamento em Órbita Alta,Doca A-01,358103,75,13469,A01 Cirurgião Lydian
Base de Lançamento em Órbita Alta,Doca A-01,358102,75,13469,A01 Saqueador Snatcher
Base de Lançamento em Órbita Alta,Doca A-01,358190,75,13469,Bork de Assalto Desenfreado
Base de Lançamento em Órbita Alta,Doca A-01,358101,75,13469,Sniper A01 Snatcher
Base de Lançamento em Órbita Alta,Doca A-02,358502,75,13469,Assaltante A02 Snatcher
Base de Lançamento em Órbita Alta,Doca A-02,358590,75,13469,Bork de Assalto Desenfreado
Base de Lançamento em Órbita Alta,Doca A-02,358503,75,13469,Cirurgião Lydian A02
Base de Lançamento em Órbita Alta,Doca A-02,358501,75,13469,Sniper A02 Snatcher
Base de Lançamento em Órbita Alta,Doca A-03,358703,75,13469,A03 Cirurgião Lydian
Base de Lançamento em Órbita Alta,Doca A-03,358702,75,13469,A03 Saqueador Snatcher
Base de Lançamento em Órbita Alta,Doca A-03,358790,75,13469,Bork de Assalto Enfurecido
Base de Lançamento em Órbita Alta,Doca A-03,358701,75,13469,Sniper A03 Snatcher
Base de Lançamento em Órbita Alta,Doca A-04,359102,75,13469,Assaltante A04 Snatcher
Base de Lançamento em Órbita Alta,Doca A-04,359190,75,13469,Bork de Assalto Desenfreado
Base de Lançamento em Órbita Alta,Doca A-04,359103,75,13469,Cirurgião Lydian A04
Base de Lançamento em Órbita Alta,Doca A-04,359101,75,13469,Sniper A04 Snatcher
Base de Lançamento em Órbita Alta,Doca A-05,359203,75,13469,A05 Cirurgião Lydian
Base de Lançamento em Órbita Alta,Doca A-05,359202,75,13469,A05 Saqueador Snatcher
Base de Lançamento em Órbita Alta,Doca A-05,359290,75,13469,Bork de Assalto Desenfreado
Base de Lançamento em Órbita Alta,Doca A-05,359201,75,13469,Sniper A05 Snatcher
Base de Lançamento em Órbita Alta,Doca A-06,359703,75,13469,A06 Cirurgião Lydian
Base de Lançamento em Órbita Alta,Doca A-06,359702,75,13469,A06 Saqueador Snatcher
Base de Lançamento em Órbita Alta,Doca A-06,359790,75,13469,Bork de Assalto Desenfreado
Base de Lançamento em Órbita Alta,Doca A-06,359701,75,13469,Sniper A06 Snatcher
Base de Lançamento em Órbita Alta,Doca B-01,358401,85,28669,B01 Recon
Base de Lançamento em Órbita Alta,Doca B-01,358403,85,28669,B01 Vanguarda
Base de Lançamento em Órbita Alta,Doca B-01,358490,85,28669,Pathfinder Desenfreado
Base de Lançamento em Órbita Alta,Doca B-01,358402,85,28669,Striker B01
Base de Lançamento em Órbita Alta,Doca B-02,359090,85,28669,Pathfinder Desenfreado
Base de Lançamento em Órbita Alta,Doca B-02,359001,85,28669,Recon B02
Base de Lançamento em Órbita Alta,Doca B-02,359002,85,28669,Striker B02
Base de Lançamento em Órbita Alta,Doca B-02,359003,85,28669,Vanguarda B02
Base de Lançamento em Órbita Alta,Doca B-03,359601,85,28669,B03 Recon
Base de Lançamento em Órbita Alta,Doca B-03,359603,85,28669,B03 Vanguarda
Base de Lançamento em Órbita Alta,Doca B-03,359690,85,28669,Pathfinder Desenfreado
Base de Lançamento em Órbita Alta,Doca B-03,359602,85,28669,Striker B03
Base de Lançamento em Órbita Alta,Doca C-01,358203,80,20419,C01 Bork Laser
Base de Lançamento em Órbita Alta,Doca C-01,358205,80,20419,C01 Guerreiro Saura
Base de Lançamento em Órbita Alta,Doca C-01,358204,80,20419,C01 Médico Lydian
Base de Lançamento em Órbita Alta,Doca C-01,358206,80,20419,C01 Saura Shocktrooper
Base de Lançamento em Órbita Alta,Doca C-01,358207,80,20419,C01 Saura Sniper
Base de Lançamento em Órbita Alta,Doca C-01,358202,80,20419,C01 Soldado de Cerco Vafer
Base de Lançamento em Órbita Alta,Doca C-01,358201,80,20419,C01 Vafer Soldado Pesado
Base de Lançamento em Órbita Alta,Doca C-01,358290,80,20419,Junker Desenfreado
Base de Lançamento em Órbita Alta,Doca C-01,358291,80,20419,Junker Desenfreado
Base de Lançamento em Órbita Alta,Doca C-02,358803,80,20419,Bork Laser C02
Base de Lançamento em Órbita Alta,Doca C-02,358804,80,20419,C02 Médico Lydian
Base de Lançamento em Órbita Alta,Doca C-02,358806,80,20419,C02 Saura Shocktrooper
Base de Lançamento em Órbita Alta,Doca C-02,358807,80,20419,C02 Saura Sniper
Base de Lançamento em Órbita Alta,Doca C-02,358802,80,20419,C02 Vafer Soldado de Cerco
Base de Lançamento em Órbita Alta,Doca C-02,358801,80,20419,C02 Vafer Soldado Pesado
Base de Lançamento em Órbita Alta,Doca C-02,358805,80,20419,Guerreiro Saura C02
Base de Lançamento em Órbita Alta,Doca C-02,358890,80,20419,Junker Desenfreado
Base de Lançamento em Órbita Alta,Doca C-02,358891,80,20419,Junker Desenfreado
Base de Lançamento em Órbita Alta,Doca C-03,359403,80,20419,Bork Laser C03
Base de Lançamento em Órbita Alta,Doca C-03,359404,80,20419,C03 Médico Lydian
Base de Lançamento em Órbita Alta,Doca C-03,359406,80,20419,C03 Saura Shocktrooper
Base de Lançamento em Órbita Alta,Doca C-03,359407,80,20419,C03 Saura Sniper
Base de Lançamento em Órbita Alta,Doca C-03,359402,80,20419,C03 Vafer Soldado de Cerco
Base de Lançamento em Órbita Alta,Doca C-03,359401,80,20419,C03 Vafer Tropa Pesada
Base de Lançamento em Órbita Alta,Doca C-03,359405,80,20419,Guerreiro Saura C03
Base de Lançamento em Órbita Alta,Doca C-03,359490,80,20419,Junker Desenfreado
Base de Lançamento em Órbita Alta,Doca C-03,359491,80,20419,Junker Desenfreado
Base de Lançamento em Órbita Alta,Doca C-11,358303,85,28669,C11 Vanguarda
Base de Lançamento em Órbita Alta,Doca C-11,358304,85,28669,Drone Peep C11
Base de Lançamento em Órbita Alta,Doca C-11,358390,85,28669,Pathfinder Desenfreado
Base de Lançamento em Órbita Alta,Doca C-11,358301,85,28669,Recon C11
Base de Lançamento em Órbita Alta,Doca C-11,358302,85,28669,Striker C11
Base de Lançamento em Órbita Alta,Doca C-12,358903,85,28669,C12 Vanguarda
Base de Lançamento em Órbita Alta,Doca C-12,358904,85,28669,Drone Peep C12
Base de Lançamento em Órbita Alta,Doca C-12,358990,85,28669,Pathfinder Desenfreado
Base de Lançamento em Órbita Alta,Doca C-12,358901,85,28669,Recon C12
Base de Lançamento em Órbita Alta,Doca C-12,358902,85,28669,Striker C12
Base de Lançamento em Órbita Alta,Doca C-13,359503,85,28669,C13 Vanguarda
Base de Lançamento em Órbita Alta,Doca C-13,359504,85,28669,Drone Peep C13
Base de Lançamento em Órbita Alta,Doca C-13,359590,85,28669,Pathfinder Desenfreado
Base de Lançamento em Órbita Alta,Doca C-13,359501,85,28669,Recon C13
Base de Lançamento em Órbita Alta,Doca C-13,359502,85,28669,Striker C13
Base de Lançamento em Órbita Alta,Plataforma de Atracação A-00,357703,75,13469,A00 Cirurgião Lydian
Base de Lançamento em Órbita Alta,Plataforma de Atracação A-00,357702,75,13469,A00 Saqueador Snatcher
Base de Lançamento em Órbita Alta,Plataforma de Atracação A-00,357790,75,13469,Bork de Assalto Desenfreado
Base de Lançamento em Órbita Alta,Plataforma de Atracação A-00,357701,75,13469,Sniper A00 Snatcher
Base de Lançamento em Órbita Alta,Plataforma de Atracação B-00,357802,75,13469,Assaltante B00 Snatcher
Base de Lançamento em Órbita Alta,Plataforma de Atracação B-00,357803,75,13469,B00 Cirurgião Lydian
Base de Lançamento em Órbita Alta,Plataforma de Atracação B-00,357890,75,13469,Bork de Assalto Desenfreado
Base de Lançamento em Órbita Alta,Plataforma de Atracação B-00,357801,75,13469,Sniper B00 Snatcher
Base de Lançamento em Órbita Alta,Plataforma de Atracação C-00,357990,75,13469,Bork de Assalto Desenfreado
Base de Lançamento em Órbita Alta,Plataforma de Atracação C-00,357903,75,13469,C00 Cirurgião Lydian
Base de Lançamento em Órbita Alta,Plataforma de Atracação C-00,357902,75,13469,C00 Saqueador Raider
Base de Lançamento em Órbita Alta,Plataforma de Atracação C-00,357901,75,13469,C00 Snatcher Sniper
Base de Lançamento em Órbita Alta,Terreno de Caça do Piromaníaco,358690,85,28669,Pathfinder Desenfreado
Base de Lançamento em Órbita Alta,Terreno de Caça do Piromaníaco,358601,85,28669,Recon de Firewatch
Base de Lançamento em Órbita Alta,Terreno de Caça do Piromaníaco,358602,85,28669,Striker de Vigilância de Incêndios
