spot_id,location_kind,content_name_ptbr,floor_or_difficulty_ptbr,display_label_ptbr,map_name_ptbr,spot_name_ptbr,map_contents,map_ids,region_ids,mob_map_ids,npc_id,mob_name_ptbr,mob_level,mob_spawn_kind,exp_base_min,exp_base_values,exp_base_value_count,exp_status,spawn_value_by_map,spawn_rows,source_tables,catalog_version
map:101:region:79001:content:1,field,,,Mundo Novus > Terra do Descanso,Mundo Novus,Terra do Descanso,1,101,79001,101,307904,Requiétĭo Cavaleiro Snatcher,70,normal,6569,6569,1,candidato_estatico_item_900,101:37,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:79001:content:1,field,,,Mundo Novus > Terra do Descanso,Mundo Novus,Terra do Descanso,1,101,79001,101,307906,Requiétĭo Fezal,70,normal,6569,6569,1,candidato_estatico_item_900,101:36,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:79001:content:1,field,,,Mundo Novus > Terra do Descanso,Mundo Novus,Terra do Descanso,1,101,79001,101,307907,Requiétĭo Klon do Deserto,70,normal,6569,6569,1,candidato_estatico_item_900,101:36,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:79001:content:1,field,,,Mundo Novus > Terra do Descanso,Mundo Novus,Terra do Descanso,1,101,79001,101,307905,Requiétĭo Lanceiro Snatcher,70,normal,6569,6569,1,candidato_estatico_item_900,101:36,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:79001:content:1,field,,,Mundo Novus > Terra do Descanso,Mundo Novus,Terra do Descanso,1,101,79001,101,307909,Requiétĭo Machadista Snatcher,70,normal,6569,6569,1,candidato_estatico_item_900,101:37,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:79001:content:1,field,,,Mundo Novus > Terra do Descanso,Mundo Novus,Terra do Descanso,1,101,79001,101,307901,Requiétĭo Nyoka,70,normal,6569,6569,1,candidato_estatico_item_900,101:37,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:79001:content:1,field,,,Mundo Novus > Terra do Descanso,Mundo Novus,Terra do Descanso,1,101,79001,101,307910,Requiétĭo Saqueador Predo,70,normal,6569,6569,1,candidato_estatico_item_900,101:38,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:79001:content:1,field,,,Mundo Novus > Terra do Descanso,Mundo Novus,Terra do Descanso,1,101,79001,101,307902,Requiétĭo Silex,70,normal,6569,6569,1,candidato_estatico_item_900,101:37,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:74001:content:1,field,,,Mundo Novus > Terras Submersas de Galio,Mundo Novus,Terras Submersas de Galio,1,101,74001,101,307409,Estilhaçador Galio Infectado,45,normal,359,359,1,candidato_estatico_item_900,101:30,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:74001:content:1,field,,,Mundo Novus > Terras Submersas de Galio,Mundo Novus,Terras Submersas de Galio,1,101,74001,101,307401,Galio Guerreiro Nether,45,normal,359,359,1,candidato_estatico_item_900,101:30,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:74001:content:1,field,,,Mundo Novus > Terras Submersas de Galio,Mundo Novus,Terras Submersas de Galio,1,101,74001,101,307405,Galio Nezad Infectado,45,normal,359,359,1,candidato_estatico_item_900,101:30,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:74001:content:1,field,,,Mundo Novus > Terras Submersas de Galio,Mundo Novus,Terras Submersas de Galio,1,101,74001,101,307406,Lagarto Galio Infectado,45,normal,359,359,1,candidato_estatico_item_900,101:30,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:74001:content:1,field,,,Mundo Novus > Terras Submersas de Galio,Mundo Novus,Terras Submersas de Galio,1,101,74001,101,307411,Larva de Galio Infectada,45,normal,359,359,1,candidato_estatico_item_900,101:30,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:74001:content:1,field,,,Mundo Novus > Terras Submersas de Galio,Mundo Novus,Terras Submersas de Galio,1,101,74001,101,307421,Canibal Selvagem,46,normal,429,429,1,candidato_estatico_item_900,101:9,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:74001:content:1,field,,,Mundo Novus > Terras Submersas de Galio,Mundo Novus,Terras Submersas de Galio,1,101,74001,101,307414,Estilhaçador Selvagem,46,normal,429,429,1,candidato_estatico_item_900,101:9,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:74001:content:1,field,,,Mundo Novus > Terras Submersas de Galio,Mundo Novus,Terras Submersas de Galio,1,101,74001,101,307422,Fantasma Blindado Enfurecido,46,normal,429,429,1,candidato_estatico_item_900,101:6,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:74001:content:1,field,,,Mundo Novus > Terras Submersas de Galio,Mundo Novus,Terras Submersas de Galio,1,101,74001,101,307404,Galio Aniquilador Nether,46,normal,429,429,1,candidato_estatico_item_900,101:30,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:74001:content:1,field,,,Mundo Novus > Terras Submersas de Galio,Mundo Novus,Terras Submersas de Galio,1,101,74001,101,307410,Galio Canibal Infectado,46,normal,429,429,1,candidato_estatico_item_900,101:30,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:74001:content:1,field,,,Mundo Novus > Terras Submersas de Galio,Mundo Novus,Terras Submersas de Galio,1,101,74001,101,307403,Galio Sentinela Nether,46,normal,429,429,1,candidato_estatico_item_900,101:31,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:74001:content:1,field,,,Mundo Novus > Terras Submersas de Galio,Mundo Novus,Terras Submersas de Galio,1,101,74001,101,307407,Sacerdote Infectado,46,normal,429,429,1,candidato_estatico_item_900,101:30,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:74001:content:1,field,,,Mundo Novus > Terras Submersas de Galio,Mundo Novus,Terras Submersas de Galio,1,101,74001,101,307420,Soldado Accretia Infectado,46,normal,429,429,1,candidato_estatico_item_900,101:32,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:74001:content:1,field,,,Mundo Novus > Terras Submersas de Galio,Mundo Novus,Terras Submersas de Galio,1,101,74001,101,307408,Talpa Infectado,46,normal,429,429,1,candidato_estatico_item_900,101:30,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:54001:content:1,field,,,Mundo Novus > Vale de Skadi,Mundo Novus,Vale de Skadi,1,101,54001,101,305407,Cavalaria Pesada Skadi Helas,37,normal,133,133,1,candidato_estatico_item_900,101:18,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:54001:content:1,field,,,Mundo Novus > Vale de Skadi,Mundo Novus,Vale de Skadi,1,101,54001,101,305401,Lagarto Skadi,37,normal,133,133,1,candidato_estatico_item_900,101:12,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:54001:content:1,field,,,Mundo Novus > Vale de Skadi,Mundo Novus,Vale de Skadi,1,101,54001,101,305405,Sentinela Skadi Helas,37,normal,133,133,1,candidato_estatico_item_900,101:22,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:54001:content:1,field,,,Mundo Novus > Vale de Skadi,Mundo Novus,Vale de Skadi,1,101,54001,101,305403,Skadi Fera de Guerra,37,normal,133,133,1,candidato_estatico_item_900,101:15,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:54001:content:1,field,,,Mundo Novus > Vale de Skadi,Mundo Novus,Vale de Skadi,1,101,54001,101,305402,Skadi Fezal,37,normal,133,133,1,candidato_estatico_item_900,101:13,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:54001:content:1,field,,,Mundo Novus > Vale de Skadi,Mundo Novus,Vale de Skadi,1,101,54001,101,305406,Skadi Helas Combatente Mecânico,37,normal,133,133,1,candidato_estatico_item_900,101:17,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:54001:content:1,field,,,Mundo Novus > Vale de Skadi,Mundo Novus,Vale de Skadi,1,101,54001,101,305410,Deserto de Skadi Klon,38,normal,141,141,1,candidato_estatico_item_900,101:30,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:54001:content:1,field,,,Mundo Novus > Vale de Skadi,Mundo Novus,Vale de Skadi,1,101,54001,101,305404,Estilhaçador Skadi,38,normal,141,141,1,candidato_estatico_item_900,101:17,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:54001:content:1,field,,,Mundo Novus > Vale de Skadi,Mundo Novus,Vale de Skadi,1,101,54001,101,305411,Fera Selvagem Skadi,38,normal,141,141,1,candidato_estatico_item_900,101:18,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:54001:content:1,field,,,Mundo Novus > Vale de Skadi,Mundo Novus,Vale de Skadi,1,101,54001,101,305412,Skadi Dagan,38,normal,141,141,1,candidato_estatico_item_900,101:26,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:54001:content:1,field,,,Mundo Novus > Vale de Skadi,Mundo Novus,Vale de Skadi,1,101,54001,101,305409,Skadi Lunker,38,normal,141,141,1,candidato_estatico_item_900,101:18,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:54001:content:1,field,,,Mundo Novus > Vale de Skadi,Mundo Novus,Vale de Skadi,1,101,54001,101,305408,Skadi Vafer,38,normal,141,141,1,candidato_estatico_item_900,101:12,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:130001:content:1,field,,,Mundo Novus > Vale dos Gritos,Mundo Novus,Vale dos Gritos,1,101,130001,101,313004,Arremessador Snatcher Bale,78,normal,14769,14769,1,candidato_estatico_item_900,101:34,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:130001:content:1,field,,,Mundo Novus > Vale dos Gritos,Mundo Novus,Vale dos Gritos,1,101,130001,101,313015,Assassino Bale Soma,78,normal,14769,14769,1,candidato_estatico_item_900,101:30,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:130001:content:1,field,,,Mundo Novus > Vale dos Gritos,Mundo Novus,Vale dos Gritos,1,101,130001,101,313012,Atirador Bale Clops,78,normal,14769,14769,1,candidato_estatico_item_900,101:31,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:130001:content:1,field,,,Mundo Novus > Vale dos Gritos,Mundo Novus,Vale dos Gritos,1,101,130001,101,313007,Bale Bork de Assalto,78,normal,14769,14769,1,candidato_estatico_item_900,101:48,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:130001:content:1,field,,,Mundo Novus > Vale dos Gritos,Mundo Novus,Vale dos Gritos,1,101,130001,101,313011,Bale Pathfinder,78,normal,14769,14769,1,candidato_estatico_item_900,101:45,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:130001:content:1,field,,,Mundo Novus > Vale dos Gritos,Mundo Novus,Vale dos Gritos,1,101,130001,101,313009,Bale Reitor,78,normal,14769,14769,1,candidato_estatico_item_900,101:60,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:130001:content:1,field,,,Mundo Novus > Vale dos Gritos,Mundo Novus,Vale dos Gritos,1,101,130001,101,313016,Bale Soma Shockmancer,78,normal,14769,14769,1,candidato_estatico_item_900,101:36,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:130001:content:1,field,,,Mundo Novus > Vale dos Gritos,Mundo Novus,Vale dos Gritos,1,101,130001,101,313098,Bork de Assalto Desenfreado,78,normal,14769,14769,1,candidato_estatico_item_900,101:60,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:130001:content:1,field,,,Mundo Novus > Vale dos Gritos,Mundo Novus,Vale dos Gritos,1,101,130001,101,313003,Catador de Sucata Bale,78,normal,14769,14769,1,candidato_estatico_item_900,101:40,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:130001:content:1,field,,,Mundo Novus > Vale dos Gritos,Mundo Novus,Vale dos Gritos,1,101,130001,101,313014,Guerreiro Pesado Bale Soma,78,normal,14769,14769,1,candidato_estatico_item_900,101:52,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:130001:content:1,field,,,Mundo Novus > Vale dos Gritos,Mundo Novus,Vale dos Gritos,1,101,130001,101,313097,Junker Desenfreado,78,normal,14769,14769,1,candidato_estatico_item_900,101:44,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:130001:content:1,field,,,Mundo Novus > Vale dos Gritos,Mundo Novus,Vale dos Gritos,1,101,130001,101,313005,Lanceiro Snatcher Bale,78,normal,14769,14769,1,candidato_estatico_item_900,101:40,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:130001:content:1,field,,,Mundo Novus > Vale dos Gritos,Mundo Novus,Vale dos Gritos,1,101,130001,101,313010,Mula Armada Bale,78,normal,14769,14769,1,candidato_estatico_item_900,101:42,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:130001:content:1,field,,,Mundo Novus > Vale dos Gritos,Mundo Novus,Vale dos Gritos,1,101,130001,101,313099,Pathfinder Desenfreado,78,normal,14769,14769,1,candidato_estatico_item_900,101:48,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:130001:content:1,field,,,Mundo Novus > Vale dos Gritos,Mundo Novus,Vale dos Gritos,1,101,130001,101,313013,Rastreador Bale Clops,78,normal,14769,14769,1,candidato_estatico_item_900,101:21,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:130001:content:1,field,,,Mundo Novus > Vale dos Gritos,Mundo Novus,Vale dos Gritos,1,101,130001,101,313001,Rastreador Bale Ferinky,78,normal,14769,14769,1,candidato_estatico_item_900,101:32,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:130001:content:1,field,,,Mundo Novus > Vale dos Gritos,Mundo Novus,Vale dos Gritos,1,101,130001,101,313002,Sniper Bale Ferinky,78,normal,14769,14769,1,candidato_estatico_item_900,101:30,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:130001:content:1,field,,,Mundo Novus > Vale dos Gritos,Mundo Novus,Vale dos Gritos,1,101,130001,101,313008,Venda Cirurgião Lydian,78,normal,14769,14769,1,candidato_estatico_item_900,101:46,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:82001:content:1,field,,,Mundo Novus > Vale Esquecido,Mundo Novus,Vale Esquecido,1,101,82001,101,308208,Lutador de Facas Fora da Lei Veris,25,normal,55,55,1,candidato_estatico_item_900,101:22,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:82001:content:1,field,,,Mundo Novus > Vale Esquecido,Mundo Novus,Vale Esquecido,1,101,82001,101,308211,Veris Atirador Fora da Lei,25,normal,55,55,1,candidato_estatico_item_900,101:19,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:82001:content:1,field,,,Mundo Novus > Vale Esquecido,Mundo Novus,Vale Esquecido,1,101,82001,101,308212,Veris Fora da Lei Bruiser,25,normal,55,55,1,candidato_estatico_item_900,101:20,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:82001:content:1,field,,,Mundo Novus > Vale Esquecido,Mundo Novus,Vale Esquecido,1,101,82001,101,308214,Veris Meevlan,25,normal,55,55,1,candidato_estatico_item_900,101:18,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:82001:content:1,field,,,Mundo Novus > Vale Esquecido,Mundo Novus,Vale Esquecido,1,101,82001,101,308217,Percevejo Veris,26,normal,60,60,1,candidato_estatico_item_900,101:13,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:82001:content:1,field,,,Mundo Novus > Vale Esquecido,Mundo Novus,Vale Esquecido,1,101,82001,101,308201,Veris Gafftail,26,normal,60,60,1,candidato_estatico_item_900,101:15,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:82001:content:1,field,,,Mundo Novus > Vale Esquecido,Mundo Novus,Vale Esquecido,1,101,82001,101,308215,Veris Grumble,26,normal,60,60,1,candidato_estatico_item_900,101:14,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:82001:content:1,field,,,Mundo Novus > Vale Esquecido,Mundo Novus,Vale Esquecido,1,101,82001,101,308216,Veris Grumble Oul,26,normal,60,60,1,candidato_estatico_item_900,101:15,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:134001:content:1,field,,,Mundo Novus > Vale Karma,Mundo Novus,Vale Karma,1,101,134001,101,313402,Atirador Karma Clops,86,normal,26919,26919,1,candidato_estatico_item_900,101:30,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:134001:content:1,field,,,Mundo Novus > Vale Karma,Mundo Novus,Vale Karma,1,101,134001,101,313403,Destruidor Karma Clops,86,normal,26919,26919,1,candidato_estatico_item_900,101:30,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:134001:content:1,field,,,Mundo Novus > Vale Karma,Mundo Novus,Vale Karma,1,101,134001,101,313404,Karma Bork Laser,86,normal,26919,26919,1,candidato_estatico_item_900,101:30,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:134001:content:1,field,,,Mundo Novus > Vale Karma,Mundo Novus,Vale Karma,1,101,134001,101,313497,Pathfinder Desenfreado,86,normal,26919,26919,1,candidato_estatico_item_900,101:24,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:134001:content:1,field,,,Mundo Novus > Vale Karma,Mundo Novus,Vale Karma,1,101,134001,101,313401,Rastreador Karma Clops,86,normal,26919,26919,1,candidato_estatico_item_900,101:30,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:134001:content:1,field,,,Mundo Novus > Vale Karma,Mundo Novus,Vale Karma,1,101,134001,101,313408,Guerreiro Calliana Karma,87,normal,28669,28669,1,candidato_estatico_item_900,101:30,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:134001:content:1,field,,,Mundo Novus > Vale Karma,Mundo Novus,Vale Karma,1,101,134001,101,313498,Junker Desenfreado,87,normal,28669,28669,1,candidato_estatico_item_900,101:24,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:134001:content:1,field,,,Mundo Novus > Vale Karma,Mundo Novus,Vale Karma,1,101,134001,101,313405,Recon de Karma,87,normal,28669,28669,1,candidato_estatico_item_900,101:30,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:134001:content:1,field,,,Mundo Novus > Vale Karma,Mundo Novus,Vale Karma,1,101,134001,101,313407,Striker de Karma,87,normal,28669,28669,1,candidato_estatico_item_900,101:30,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:134001:content:1,field,,,Mundo Novus > Vale Karma,Mundo Novus,Vale Karma,1,101,134001,101,313406,Vanguarda Karma,87,normal,28669,28669,1,candidato_estatico_item_900,101:30,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:134001:content:1,field,,,Mundo Novus > Vale Karma,Mundo Novus,Vale Karma,1,101,134001,101,313412,Aniquilador Nether Karma,88,normal,30469,30469,1,candidato_estatico_item_900,101:30,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:134001:content:1,field,,,Mundo Novus > Vale Karma,Mundo Novus,Vale Karma,1,101,134001,101,313409,Atirador Calliana Karma,88,normal,30469,30469,1,candidato_estatico_item_900,101:30,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:134001:content:1,field,,,Mundo Novus > Vale Karma,Mundo Novus,Vale Karma,1,101,134001,101,313499,Fantasma Blindado Enfurecido,88,normal,30469,30469,1,candidato_estatico_item_900,101:24,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:134001:content:1,field,,,Mundo Novus > Vale Karma,Mundo Novus,Vale Karma,1,101,134001,101,313411,Guerreiro Nether Karma,88,normal,30469,30469,1,candidato_estatico_item_900,101:30,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:134001:content:1,field,,,Mundo Novus > Vale Karma,Mundo Novus,Vale Karma,1,101,134001,101,313410,Sentinela Nether Karma,88,normal,30469,30469,1,candidato_estatico_item_900,101:30,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:84001:content:1,field,,,Mundo Novus > Vale Vulcan,Mundo Novus,Vale Vulcan,1,101,84001,101,308409,Catus Vulcan,35,normal,117,117,1,candidato_estatico_item_900,101:39,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:84001:content:1,field,,,Mundo Novus > Vale Vulcan,Mundo Novus,Vale Vulcan,1,101,84001,101,308405,Sentinela Crawler Vulcan,35,normal,117,117,1,candidato_estatico_item_900,101:25,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:84001:content:1,field,,,Mundo Novus > Vale Vulcan,Mundo Novus,Vale Vulcan,1,101,84001,101,308408,Vulcan Arghol,35,normal,117,117,1,candidato_estatico_item_900,101:33,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:84001:content:1,field,,,Mundo Novus > Vale Vulcan,Mundo Novus,Vale Vulcan,1,101,84001,101,308407,Vulcan Flem,35,normal,117,117,1,candidato_estatico_item_900,101:21,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:84001:content:1,field,,,Mundo Novus > Vale Vulcan,Mundo Novus,Vale Vulcan,1,101,84001,101,308410,Vulcan Gafftail,35,normal,117,117,1,candidato_estatico_item_900,101:31,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:84001:content:1,field,,,Mundo Novus > Vale Vulcan,Mundo Novus,Vale Vulcan,1,101,84001,101,308406,Guerreiro Crawler Vulcan,36,normal,125,125,1,candidato_estatico_item_900,101:22,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
map:101:region:84001:content:1,field,,,Mundo Novus > Vale Vulcan,Mundo Novus,Vale Vulcan,1,101,84001,101,308403,Invasor Vulcan Ferinky,36,normal,125,125,1,candidato_estatico_item_900,101:28,1,RF_MapInfoTable_Spawn|RF_MapTable|RF_NPCTable|RF_RegionTable|mob_exp_candidates.csv,1.28.5
