mapa,spot_andar,npc_id,mob_level,exp_base,mob_name
Novus World,Seth Slums,305501,66,3969,Seth Mech Swordsman
Novus World,Seth Slums,305515,66,3969,Seth Predo Gladiator
Novus World,Seth Slums,305511,66,3969,Seth Predo Marauder
Novus World,Seth Landfill,312604,67,4569,Seth Landfill Gunner
Novus World,Seth Landfill,312605,67,4569,Seth Landfill Knife Fighter
Novus World,Seth Landfill,312602,67,4569,Seth Landfill Arsonist
Novus World,Seth Landfill,312601,67,4569,Seth Nyoka
Novus World,Seth Landfill,312603,67,4569,Seth Landfill Tracker
Novus World,Seth Landfill,312606,67,4569,Seth Devourer
Novus World,Seth Landfill,312699,68,5169,Rampaging Assault Bork
Novus World,Seth Landfill,312697,68,5169,Savage Splinter
Novus World,Seth Landfill,312698,68,5169,Rampaging Junker
Novus World,Seth Landfill,312609,68,5169,Seth Vagabond Gunner
Novus World,Seth Landfill,312611,68,5169,Seth Vagabond Berserker
Novus World,Seth Landfill,312608,68,4569,Seth Vagabond Comber
Novus World,Seth Landfill,312610,68,5169,Seth Vagabond Slasher
Novus World,Ruvia Frost Forest,3115301,98,55919,Ruvia Splinter
Novus World,Ruvia Frost Forest,3115391,98,55919,Savage Splinter
Novus World,Ruvia Frost Forest,3115302,98,55919,Ruvia Lizard
Novus World,Ruvia Frost Forest,3115304,98,55919,Infected Ruvia Larva
Novus World,Ruvia Frost Forest,3115303,98,55919,Ruvia Anabola
Novus World,Ruvia Frost Forest,3115392,99,58669,Savage Cannibal
Novus World,Ruvia Frost Forest,3115305,99,58669,Infected Ruvia Splinter
Novus World,Ruvia Frost Forest,3115306,99,58669,Ruvia Wild Beast
Novus World,Ruvia Frost Forest,3115307,99,58669,Infected Ruvia Lizard
Novus World,Ruvia Frost Forest,3115308,99,58669,Infected Ruvia Talpa
Novus World,Ruvia Frost Forest,3115393,100,61519,Savage Brutal
Novus World,Ruvia Frost Forest,3115312,100,61519,Ruvia Crimson Hound
Novus World,Ruvia Frost Forest,3115311,100,61519,Ruvia Ferinky Bruiser
Novus World,Ruvia Frost Forest,3115310,100,61519,Ruvia Ferinky Sniper
Novus World,Ruvia Frost Forest,3115309,100,61519,Infected Ruvia Soldier
Novus World,Inewt Forest,313605,78,14769,Inewt Heavy Cavalry
Novus World,Inewt Forest,313607,78,14769,Inewt Kaigar
Novus World,Inewt Forest,313606,78,14769,Inewt Temizl
Novus World,Inewt Forest,313602,78,14769,Inewt Symbi
Novus World,Inewt Forest,313601,78,14769,Inewt Lizard
Novus World,Inewt Forest,313696,78,14769,Savage Symbi
Novus World,Inewt Forest,313604,79,16069,Inewt Mech Combatant
Novus World,Inewt Forest,313697,79,16069,Savage Splinter
Novus World,Inewt Forest,313608,79,16069,Inewt Soma Warrior
Novus World,Inewt Forest,313609,79,16069,Inewt Soma Wizard
Novus World,Inewt Forest,313610,79,16069,Inewt Soma Ranger
Novus World,Inewt Forest,313603,79,16069,Inewt Super Soldier
Novus World,Inewt Forest,313613,80,17469,Inewt Vafer Siege Trooper
Novus World,Inewt Forest,313612,80,17469,Inewt Vafer Heavy Trooper
Novus World,Inewt Forest,313611,80,17469,Inewt Snatcher Raider
Novus World,Inewt Forest,313698,80,17469,Rampaging Junker
Novus World,Inewt Forest,313616,81,18919,Inewt Gunner
Novus World,Inewt Forest,313615,81,18919,Inewt Bruiser
Novus World,Inewt Forest,313699,81,18919,Rampaging Pathfinder
Novus World,Inewt Forest,313614,81,18919,Inewt Snatcher Sniper
Novus World,Lowed Forest,305802,17,23,Lowed Ash
Novus World,Lowed Forest,305801,17,23,Lowed Flem
Novus World,Lowed Forest,305804,18,26,Lowed Ferinky Tracker
Novus World,Lowed Forest,305803,18,26,Lowed Symbi
Novus World,Lowed Forest,305806,19,29,Lowed Ferinky Bruiser
Novus World,Lowed Forest,305805,19,29,Lowed Ferinky Sniper
Novus World,Mayazar Forest,305612,32,96,Mayazar Hugaff
Novus World,Mayazar Forest,305603,32,96,Mayazar Soma Assassin
Novus World,Mayazar Forest,305606,32,96,Mayazar Gang Gunner
Novus World,Mayazar Forest,305602,32,96,Mayazar Gang Bruiser
Novus World,Mayazar Forest,305611,32,96,Mayazar Gaff
Novus World,Mayazar Forest,305610,32,96,Mayazar Gang Knife Fighter
Novus World,Mayazar Forest,305605,32,96,Mayazar Anabola
Novus World,Mayazar Forest,305608,32,96,Mayazar Kaigar
Novus World,Mayazar Forest,305601,32,96,Mayazar Meevlan
Novus World,Mayazar Forest,305604,32,96,Mayazar Soma Shockmancer
Novus World,Mayazar Forest,305609,32,96,Mayazar Soma Shocktrooper
Novus World,Mayazar Forest,305607,32,96,Mayazar Symbi
Novus World,Forest of Exiles,306621,48,599,Abiectio Anabola
Novus World,Forest of Exiles,306618,48,599,Abiectio Assault Bork
Novus World,Forest of Exiles,306620,48,599,Abiectio Laser Bork
Novus World,Forest of Exiles,306624,48,599,Abiectio Glatt
Novus World,Forest of Exiles,306623,48,599,Abiectio Mahr
Novus World,Forest of Exiles,306699,48,599,Savage Arghol
Novus World,Forest of Exiles,306626,48,599,Abiectio Archer
Novus World,Forest of Exiles,306627,48,599,Abiectio Archivist
Novus World,Forest of Exiles,306619,48,599,Abiectio Surveillance Bot
Novus World,Forest of Exiles,306698,48,599,Savage Cannibal
Novus World,Forest of Exiles,306617,48,599,Abiectio Control Bork
Novus World,Forest of Exiles,306622,48,599,Abiectio Demolis
Novus World,Forest of Exiles,306625,48,599,Infected Exile
Novus World,Forest of Exiles,306697,48,599,Rampaging Pathfinder
Novus World,Forest of the Dead,306703,53,1069,Mortum Stink Bug
Novus World,Forest of the Dead,306704,53,1069,Mortum Ash
Novus World,Forest of the Dead,306702,53,1069,Mortum Mahr Breeder
Novus World,Forest of the Dead,306706,53,1069,Mortum Grumble
Novus World,Forest of the Dead,306701,53,1069,Mortum Mahr
Novus World,Forest of the Dead,306705,53,1069,Mortum Meevlan
Novus World,Forest of the Dead,306798,54,1169,Savage Arghol
Novus World,Forest of the Dead,306708,54,1169,Mortum Predo Marksman
Novus World,Forest of the Dead,306799,54,1169,Rampaging Assault Bork
Novus World,Forest of the Dead,306797,54,1169,Savage Splinter
Novus World,Forest of the Dead,306712,54,1169,Mortum Ferinky Bruiser
Novus World,Forest of the Dead,306709,54,1169,Mortum Gafftail
Novus World,Forest of the Dead,306707,54,1169,Mortum Predo Marauder
Novus World,Forest of the Dead,306710,54,1169,Mortum Ferinky Tracker
Novus World,Forest of the Dead,306796,54,1169,Savage Symbi
Novus World,Forest of the Dead,306711,54,1169,Mortum Ferinky Sniper
Novus World,North Dorian Forest,306005,39,149,Dorian Nether Annihilator
Novus World,North Dorian Forest,306003,39,149,Dorian Splinter
Novus World,North Dorian Forest,306004,39,149,Dorian Nether Warrior
Novus World,North Dorian Forest,306001,39,149,Dorian Stink Bug
Novus World,North Dorian Forest,306006,39,149,Dorian Nether Sentry
Novus World,North Dorian Forest,306009,39,149,Infected Dorian Splinter
Novus World,North Dorian Forest,306007,39,149,Mutated Infected
Novus World,North Dorian Forest,306002,39,149,Dorian Lizard
Novus World,North Dorian Forest,306008,39,149,Infected Dorian Lizard
Novus World,North Dorian Forest,306011,39,149,Infected Accretia Soldier
Novus World,North Dorian Forest,306010,39,149,Infected Bellato Soldier
Novus World,South Dorian Forest,306101,40,159,Dorian Nether Assassin
Novus World,South Dorian Forest,306108,40,159,Dorian Cannibal
Novus World,South Dorian Forest,306105,40,159,Infected Dorian Cannibal
Novus World,South Dorian Forest,306102,40,159,Dorian Nether Destroyer
Novus World,South Dorian Forest,306103,40,159,Dorian Nether Sniper
Novus World,South Dorian Forest,306109,40,159,Dorian Larva
Novus World,South Dorian Forest,306106,40,159,Infected Dorian Larva
Novus World,South Dorian Forest,306110,40,159,Dorian Nezad
Novus World,South Dorian Forest,306107,40,159,Infected Cora Priest
Novus World,Blackstone Munitions Factory,312504,64,2869,Blackstone Gunner
Novus World,Blackstone Munitions Factory,312501,64,2869,Blackstone Saura Shocktrooper
Novus World,Blackstone Munitions Factory,312599,64,2869,Rampaging Assault Bork
Novus World,Blackstone Munitions Factory,312508,64,2869,Blackstone Catus
Novus World,Blackstone Munitions Factory,312506,64,2869,Blackstone Sniffer Drone
Novus World,Blackstone Munitions Factory,312509,64,2869,Blackstone Splinter
Novus World,Blackstone Munitions Factory,312597,64,2869,Savage Splinter
Novus World,Blackstone Munitions Factory,312502,64,2869,Blackstone Saura Sniper
Novus World,Blackstone Munitions Factory,312510,64,2869,Blackstone Grumble
Novus World,Blackstone Munitions Factory,312503,64,2869,Blackstone Warrior
Novus World,Blackstone Munitions Factory,312513,64,2869,Blackstone Saura Warrior
Novus World,Blackstone Munitions Factory,312507,64,2869,Blackstone Passer Alpha
Novus World,Blackstone Munitions Factory,312598,64,2869,Rampaging Pathfinder
Novus World,Blackstone Munitions Factory,312512,64,2869,Blackstone Saura Tracker
Novus World,Pilgrim's Island,307010,58,1569,Pilgrim Acolyte
Novus World,Pilgrim's Island,307097,58,1569,Savage Arghol
Novus World,Pilgrim's Island,307007,58,1569,Pilgrim Archer
Novus World,Pilgrim's Island,307009,58,1569,Pilgrim Archivist
Novus World,Pilgrim's Island,307008,58,1569,Pilgrim Jailer
Novus World,Pilgrim's Island,307099,58,1569,Rampaging Armored Ghost
Novus World,Pilgrim's Island,307098,58,1569,Rampaging Ghost
Novus World,Pilgrim's Island,307006,58,1569,Pilgrim Judge
Novus World,Pilgrim's Island,307003,58,1569,Pilgrim Lizard
Novus World,Pilgrim's Island,307004,58,1569,Pilgrim Draco
Novus World,Pilgrim's Island,307005,58,1569,Pilgrim Ertelem
Novus World,Pilgrim's Island,307001,58,1569,Pilgrim Flem
Novus World,Pilgrim's Island,307002,58,1569,Pilgrim Kaigar
Novus World,Pilgrim's Island,307096,58,1569,Savage Symbi
Novus World,Garden of the Gods,308709,49,689,Khran Anabola
Novus World,Garden of the Gods,308716,49,689,Savage Arghol
Novus World,Garden of the Gods,308717,49,689,Rampaging Ghost
Novus World,Garden of the Gods,308712,49,689,Khran Palid Mindblaster
Novus World,Garden of the Gods,308708,49,689,Khran Lapis
Novus World,Garden of the Gods,308707,49,689,Khran Optic Larva
Novus World,Garden of the Gods,308704,49,689,Khran Nezad
Novus World,Garden of the Gods,308701,49,689,Khran Stink Bug
Novus World,Garden of the Gods,308715,49,689,Khran Devourer
Novus World,Garden of the Gods,308718,49,689,Savage Symbi
Novus World,Garden of the Gods,308711,50,779,Khran Equesian Marksman
Novus World,Garden of the Gods,308706,50,779,Khran Predo Marksman
Novus World,Garden of the Gods,308713,50,779,Khran Palid Sorcerer
Novus World,Garden of the Gods,308702,50,779,Khran Ferinky Bruiser
Novus World,Garden of the Gods,308714,50,779,Khran Palid Guardian
Novus World,Garden of the Gods,308710,50,779,Khran Equesian Marauder
Novus World,Garden of the Gods,308705,50,779,Khran Predo Marauder
Novus World,Garden of the Gods,308703,50,779,Khran Ferinky Tracker
Novus World,Diamant Mine,3112304,92,40169,Chrome Arms Aux Trooper
Novus World,Diamant Mine,3112391,92,40169,Rampaging Assault Bork
Novus World,Diamant Mine,3112303,92,40169,Chrome Arms Shocktrooper
Novus World,Diamant Mine,3112301,92,40169,Chrome Arms Drone
Novus World,Diamant Mine,3112302,92,40169,Chrome Arms Sentry
Novus World,Diamant Mine,3112307,93,43669,Diamant Assaulter
Novus World,Diamant Mine,3112306,93,43669,Diamant Vanguard
Novus World,Diamant Mine,3112392,93,43669,Rampaging Junker
Novus World,Diamant Mine,3112308,93,43669,Diamant Passer Alpha
Novus World,Diamant Mine,3112305,93,43669,Diamant Sniffer
Novus World,Diamant Mine,3112310,94,45919,White Fang Heavy Cavalry
Novus World,Diamant Mine,3112311,94,45919,White Fang Mech Combatant
Novus World,Diamant Mine,3112393,94,45919,Rampaging Pathfinder
Novus World,Diamant Mine,3112309,94,45919,White Fang Sentry
Novus World,Diamant Mine,3112312,94,45919,White Fang Super Soldier
Novus World,Numerus Plateau,307104,61,1969,Numerus Catus
Novus World,Numerus Plateau,307103,61,1969,Numerus Crawler Hunter
Novus World,Numerus Plateau,307102,61,1969,Numerus Crawler Warrior
Novus World,Numerus Plateau,307101,61,1969,Numerus Kaigar
Novus World,Numerus Plateau,307105,61,1969,Numerus Lapis
Novus World,Numerus Plateau,307106,61,1969,Numerus Rigor Lapis
Novus World,Numerus Plateau,307111,62,2169,Numerus Acolyte
Novus World,Numerus Plateau,307109,62,2169,Numerus Archer
Novus World,Numerus Plateau,307199,62,2169,Rampaging Ghost
Novus World,Numerus Plateau,307198,62,2169,Rampaging Junker
Novus World,Numerus Plateau,307108,62,2169,Numerus Equesian Marksman
Novus World,Numerus Plateau,307107,62,2169,Numerus Equesian Bandit
Novus World,Numerus Plateau,307110,62,2169,Numerus Spearman
Novus World,Numerus Plateau,307112,62,2169,Numerus Zealot
Novus World,Numerus Plateau,307197,62,2169,Savage Symbi
Novus World,Black Plains,306802,55,1269,Onyx Lizard Elder
Novus World,Black Plains,306809,55,1269,Onyx Archivist
Novus World,Black Plains,306805,55,1269,Onyx Ash
Novus World,Black Plains,306806,55,1269,Onyx Fire Ash
Novus World,Black Plains,306804,55,1269,Onyx Rex Cannibal
Novus World,Black Plains,306815,55,1269,Savage Cannibal
Novus World,Black Plains,306814,55,1269,Savage Splinter
Novus World,Black Plains,306816,55,1269,Rampaging Ghost
Novus World,Black Plains,306803,55,1269,Onyx Glatt
Novus World,Black Plains,306811,55,1269,Onyx Firestarter
Novus World,Black Plains,306801,55,1269,Onyx Lizard
Novus World,Black Plains,306807,55,1269,Onyx Infernal Larva
Novus World,Black Plains,306808,55,1269,Onyx Zealot
Novus World,Black Plains,306812,55,1269,Onyx Purifier
Novus World,Spire Plains,306497,47,509,Rampaging Assault Bork
Novus World,Spire Plains,306498,47,509,Savage Brutal
Novus World,Spire Plains,306406,47,509,Spire Ash
Novus World,Spire Plains,306405,47,509,Spire Wild Beast
Novus World,Spire Plains,306407,47,509,Spire Vafer Nipper
Novus World,Spire Plains,306499,47,509,Savage Symbi
Novus World,Spire Plains,306404,47,509,Spire Anabola
Novus World,Spire Plains,306411,47,509,Spire Predo Marksman
Novus World,Spire Plains,306401,47,509,Spire Brutal
Novus World,Spire Plains,306402,47,509,Spire Infernal Draco
Novus World,Spire Plains,306409,47,509,Spire Vafer Rogue
Novus World,Spire Plains,306410,47,509,Spire Vafer Mortal
Novus World,Spire Plains,306412,47,509,Spire Vafer Rex
Novus World,Spire Plains,306408,47,509,Spire Predo Marauder
Novus World,Spire Plains,306403,47,509,Spire Symbi
Novus World,Romulus Gate,308602,69,5869,Romulus Soma Assassin
Novus World,Romulus Gate,308612,69,5869,Romulus Scavenger
Novus World,Romulus Gate,308601,69,5869,Romulus Soma Heavy Knight
Novus World,Romulus Gate,308610,69,5869,Romulus Clops Destroyer
Novus World,Romulus Gate,308604,69,5869,Romulus Mecha Swordsman
Novus World,Romulus Gate,308698,69,5869,Savage Splinter
Novus World,Romulus Gate,308607,69,5869,Romulus Gafftail
Novus World,Romulus Gate,308608,69,5869,Romulus Grumble Hook
Novus World,Romulus Gate,308697,69,5869,Rampaging Junker
Novus World,Romulus Gate,308699,69,5869,Rampaging Pathfinder
Novus World,Romulus Gate,308611,69,5869,Romulus Clops Sniper
Novus World,Romulus Gate,308605,69,5869,Romulus Peep Drone
Novus World,Romulus Gate,308613,69,5869,Romulus Junker
Novus World,Romulus Gate,308606,69,5869,Romulus Silex
Novus World,Romulus Gate,308603,69,5869,Romulus Soma Shockmancer
Novus World,Lowed Outpost,308801,14,16,Lowed Lydian Surgeon
Novus World,Lowed Outpost,308802,14,16,Lowed Lydian Medic
Novus World,Lowed Outpost,308803,15,18,Lowed Pathfinder
Novus World,Lowed Outpost,308804,15,18,Lowed Sentry
Novus World,Lowed Outpost,308806,16,20,Lowed Armed Mule
Novus World,Lowed Outpost,308805,16,20,Lowed Super Soldier
Novus World,Great Temple Square,307797,56,1369,Savage Cannibal
Novus World,Great Temple Square,307704,56,1369,Infected Ferren Splinter
Novus World,Great Temple Square,307798,56,1369,Savage Splinter
Novus World,Great Temple Square,307709,56,1369,Infected Guard
Novus World,Great Temple Square,307710,56,1369,Infected Ferren Lizard
Novus World,Great Temple Square,307703,56,1369,Infected Ferren Larva
Novus World,Great Temple Square,307701,56,1369,Ferren Infernal Larva
Novus World,Great Temple Square,307702,56,1369,Ferren Optic Larva
Novus World,Great Temple Square,307705,56,1369,Infected Great Temple Priest
Novus World,Great Temple Square,307707,56,1369,Infected Follower
Novus World,Great Temple Square,307708,56,1369,Infected Mutant Follower
Novus World,Great Temple Square,307799,56,1369,Savage Symbi
Novus World,Great Temple Square,307706,56,1369,Infected Talpa Ascetic
Novus World,Misty Swamp,306905,51,869,Swamp Anabola
Novus World,Misty Swamp,306918,51,869,Savage Arghol
Novus World,Misty Swamp,306908,51,869,Swamp Snatcher Tosser
Novus World,Misty Swamp,306917,51,869,Savage Brutal
Novus World,Misty Swamp,306901,51,869,Swamp Demolis
Novus World,Misty Swamp,306902,51,869,Swamp Infernal Demolis
Novus World,Misty Swamp,306916,51,869,Rampaging Armored Ghost
Novus World,Misty Swamp,306913,51,869,Rampaging Ghost
Novus World,Misty Swamp,306909,51,869,Swamp Snatcher Spearman
Novus World,Misty Swamp,306912,51,869,Swamp Snatcher Axeman
Novus World,Misty Swamp,306910,52,969,Swamp Archivist
Novus World,Misty Swamp,306907,52,969,Swamp Dagan
Novus World,Misty Swamp,306906,52,969,Swamp Ertelem
Novus World,Misty Swamp,306903,52,969,Swamp Vafer Rogue
Novus World,Misty Swamp,306911,52,969,Swamp Missionary
Novus World,Misty Swamp,306904,52,969,Swamp Vafer Mortal
Novus World,Ghent Mine Ruins,307303,43,249,Ghent Equesian Marksman
Novus World,Ghent Mine Ruins,307302,43,249,Ghent Ferinky Bruiser
Novus World,Ghent Mine Ruins,307307,43,249,Ghent Lydian Docker
Novus World,Ghent Mine Ruins,307304,43,249,Ghent Equesian Marauder
Novus World,Ghent Mine Ruins,307301,43,249,Ghent Ferinky Sniper
Novus World,Ghent Mine Ruins,307313,44,299,Ghent Nether Annihilator
Novus World,Ghent Mine Ruins,307399,44,299,Rampaging Assault Bork
Novus World,Ghent Mine Ruins,307308,44,299,Ghent Lydian Surgeon
Novus World,Ghent Mine Ruins,307309,44,299,Ghent Saura Shocktrooper
Novus World,Ghent Mine Ruins,307311,44,299,Ghent Nether Warrior
Novus World,Ghent Mine Ruins,307398,44,299,Rampaging Junker
Novus World,Ghent Mine Ruins,307397,44,299,Rampaging Pathfinder
Novus World,Ghent Mine Ruins,307312,44,299,Ghent Nether Sentry
Novus World,Ghent Mine Ruins,307310,44,299,Ghent Saura Sniper
Novus World,Anteros Ruins,3116301,101,64469,Anteros Infected Alpha
Novus World,Anteros Ruins,3116302,101,64469,Anteros Infected Beta
Novus World,Anteros Ruins,3116304,101,64469,Anteros Shocktrooper
Novus World,Anteros Ruins,3116313,101,64469,Savage Infected Cannibal
Novus World,Anteros Ruins,3116303,101,64469,Anteros Splinter
Novus World,Anteros Ruins,3116306,102,67519,Anteros Temizl
Novus World,Anteros Ruins,3116305,102,67519,Anteros Assassin
Novus World,Anteros Ruins,3116314,102,67519,Savage Splinter
Novus World,Anteros Ruins,3116308,102,67519,Anteros Sting Ghost
Novus World,Anteros Ruins,3116307,102,67519,Anteros Wild Beast
Novus World,Anteros Ruins,3116310,103,70669,Anteros Cannon Ghost
Novus World,Anteros Ruins,3116309,103,70669,Anteros Armored Ghost
Novus World,Anteros Ruins,3116315,103,70669,Rampaging Ghost
Novus World,Anteros Ruins,3116311,103,70669,Anteros Sniper
Novus World,Anteros Ruins,3116312,103,70669,Anteros Tactician
Novus World,Broken Ruins,312804,73,8869,Ruins Vagabond Comber
Novus World,Broken Ruins,312803,73,8869,Ruins Devourer
Novus World,Broken Ruins,312806,73,8869,Ruins Vagabond Slasher
Novus World,Broken Ruins,312805,73,8869,Ruins Vagabond Gunner
Novus World,Broken Ruins,312801,73,8869,Ruins Grumble
Novus World,Broken Ruins,312802,73,8869,Ruins Silex
Novus World,Broken Ruins,312899,74,9669,Savage Arghol
Novus World,Broken Ruins,312808,74,9669,Ruins Vagabond Berserker
Novus World,Broken Ruins,312897,74,9669,Rampaging Assault Bork
Novus World,Broken Ruins,312809,74,9669,Ruins Pathfinder
Novus World,Broken Ruins,312898,74,9669,Rampaging Junker
Novus World,Broken Ruins,312807,74,9669,Ruins Armed Mule
Novus World,Broken Ruins,312812,74,9669,Ruins Clod
Novus World,Broken Ruins,312810,74,9669,Ruins Desert Klon
Novus World,Broken Ruins,312811,74,9669,Ruins Heavy Scud
Novus World,Fallen Temple,307204,59,1669,Fallen Archivist
Novus World,Fallen Temple,307201,59,1669,Fallen Brutal
Novus World,Fallen Temple,307205,59,1669,Fallen Jailer
Novus World,Fallen Temple,307203,59,1669,Fallen Infernal Draco
Novus World,Fallen Temple,307207,59,1669,Fallen Executor
Novus World,Fallen Temple,307202,59,1669,Fallen Mahr
Novus World,Fallen Temple,307206,59,1669,Fallen Zealot
Novus World,Fallen Temple,307297,60,1769,Savage Arghol
Novus World,Fallen Temple,307210,60,1769,Fallen Mahr Breeder
Novus World,Fallen Temple,307208,60,1769,Fallen Demolis
Novus World,Fallen Temple,307298,60,1769,Savage Splinter
Novus World,Fallen Temple,307299,60,1769,Rampaging Ghost
Novus World,Fallen Temple,307209,60,1769,Fallen Inquisitor
Novus World,Fallen Temple,307211,60,1769,Fallen Meevlan
Novus World,Land of Rest,307997,70,6569,Savage Arghol
Novus World,Land of Rest,307999,70,6569,Savage Splinter
Novus World,Land of Rest,307998,70,6569,Rampaging Junker
Novus World,Land of Rest,307908,70,6569,Requiétĭo Snatcher Tosser
Novus World,Land of Rest,307903,70,6569,Requiétĭo Predo Marksman
Novus World,Land of Rest,307904,70,6569,Requiétĭo Snatcher Rider
Novus World,Land of Rest,307906,70,6569,Requiétĭo Fezal
Novus World,Land of Rest,307907,70,6569,Requiétĭo Desert Klon
Novus World,Land of Rest,307905,70,6569,Requiétĭo Snatcher Spearman
Novus World,Land of Rest,307909,70,6569,Requiétĭo Snatcher Axeman
Novus World,Land of Rest,307901,70,6569,Requiétĭo Nyoka
Novus World,Land of Rest,307910,70,6569,Requiétĭo Predo Marauder
Novus World,Land of Rest,307902,70,6569,Requiétĭo Silex
Novus World,Galio Sunken Lands,307409,45,359,Infected Galio Splinter
Novus World,Galio Sunken Lands,307401,45,359,Galio Nether Warrior
Novus World,Galio Sunken Lands,307405,45,359,Infected Galio Nezad
Novus World,Galio Sunken Lands,307406,45,359,Infected Galio Lizard
Novus World,Galio Sunken Lands,307411,45,359,Infected Galio Larva
Novus World,Galio Sunken Lands,307421,46,429,Savage Cannibal
Novus World,Galio Sunken Lands,307414,46,429,Savage Splinter
Novus World,Galio Sunken Lands,307422,46,429,Rampaging Armored Ghost
Novus World,Galio Sunken Lands,307404,46,429,Galio Nether Annihilator
Novus World,Galio Sunken Lands,307410,46,429,Infected Galio Cannibal
Novus World,Galio Sunken Lands,307403,46,429,Galio Nether Sentry
Novus World,Galio Sunken Lands,307407,46,429,Infected Priest
Novus World,Galio Sunken Lands,307420,46,429,Infected Accretia Soldier
Novus World,Galio Sunken Lands,307408,46,429,Infected Talpa
Novus World,Skadi Vale,305407,37,133,Skadi Helas Heavy Cavalry
Novus World,Skadi Vale,305401,37,133,Skadi Lizard
Novus World,Skadi Vale,305405,37,133,Skadi Helas Sentry
Novus World,Skadi Vale,305403,37,133,Skadi Warbeast
Novus World,Skadi Vale,305402,37,133,Skadi Fezal
Novus World,Skadi Vale,305406,37,133,Skadi Helas Mech Combatant
Novus World,Skadi Vale,305410,38,141,Skadi Desert Klon
Novus World,Skadi Vale,305404,38,141,Skadi Splinter
Novus World,Skadi Vale,305411,38,141,Skadi Wild Beast
Novus World,Skadi Vale,305412,38,141,Skadi Dagan
Novus World,Skadi Vale,305409,38,141,Skadi Lunker
Novus World,Skadi Vale,305408,38,141,Skadi Vafer
Novus World,Screaming Vale,313004,78,14769,Bale Snatcher Tosser
Novus World,Screaming Vale,313015,78,14769,Bale Soma Assassin
Novus World,Screaming Vale,313012,78,14769,Bale Clops Sniper
Novus World,Screaming Vale,313007,78,14769,Bale Assault Bork
Novus World,Screaming Vale,313011,78,14769,Bale Pathfinder
Novus World,Screaming Vale,313009,78,14769,Bale Reitor
Novus World,Screaming Vale,313016,78,14769,Bale Soma Shockmancer
Novus World,Screaming Vale,313098,78,14769,Rampaging Assault Bork
Novus World,Screaming Vale,313003,78,14769,Bale Junk Scavenger
Novus World,Screaming Vale,313014,78,14769,Bale Soma Heavy Warrior
Novus World,Screaming Vale,313097,78,14769,Rampaging Junker
Novus World,Screaming Vale,313005,78,14769,Bale Snatcher Spearman
Novus World,Screaming Vale,313010,78,14769,Bale Armed Mule
Novus World,Screaming Vale,313099,78,14769,Rampaging Pathfinder
Novus World,Screaming Vale,313013,78,14769,Bale Clops Tracker
Novus World,Screaming Vale,313001,78,14769,Bale Ferinky Tracker
Novus World,Screaming Vale,313002,78,14769,Bale Ferinky Sniper
Novus World,Screaming Vale,313008,78,14769,Bale Lydian Surgeon
Novus World,Forgotten Valley,308208,25,55,Veris Outlaw Knife Fighter
Novus World,Forgotten Valley,308211,25,55,Veris Outlaw Gunner
Novus World,Forgotten Valley,308212,25,55,Veris Outlaw Bruiser
Novus World,Forgotten Valley,308214,25,55,Veris Meevlan
Novus World,Forgotten Valley,308217,26,60,Veris Stink Bug
Novus World,Forgotten Valley,308201,26,60,Veris Gafftail
Novus World,Forgotten Valley,308215,26,60,Veris Grumble
Novus World,Forgotten Valley,308216,26,60,Veris Grumble Oul
Novus World,Karma Valley,313402,86,26919,Karma Clops Sniper
Novus World,Karma Valley,313403,86,26919,Karma Clops Destroyer
Novus World,Karma Valley,313404,86,26919,Karma Laser Bork
Novus World,Karma Valley,313497,86,26919,Rampaging Pathfinder
Novus World,Karma Valley,313401,86,26919,Karma Clops Tracker
Novus World,Karma Valley,313408,87,28669,Karma Calliana Warrior
Novus World,Karma Valley,313498,87,28669,Rampaging Junker
Novus World,Karma Valley,313405,87,28669,Karma Recon
Novus World,Karma Valley,313407,87,28669,Karma Striker
Novus World,Karma Valley,313406,87,28669,Karma Vanguard
Novus World,Karma Valley,313412,88,30469,Karma Nether Annihilator
Novus World,Karma Valley,313409,88,30469,Karma Calliana Marksman
Novus World,Karma Valley,313499,88,30469,Rampaging Armored Ghost
Novus World,Karma Valley,313411,88,30469,Karma Nether Warrior
Novus World,Karma Valley,313410,88,30469,Karma Nether Sentry
Novus World,Vulcan Valley,308409,35,117,Vulcan Catus
Novus World,Vulcan Valley,308405,35,117,Vulcan Crawler Sentry
Novus World,Vulcan Valley,308408,35,117,Vulcan Arghol
Novus World,Vulcan Valley,308407,35,117,Vulcan Flem
Novus World,Vulcan Valley,308410,35,117,Vulcan Gafftail
Novus World,Vulcan Valley,308406,36,125,Vulcan Crawler Warrior
Novus World,Vulcan Valley,308403,36,125,Vulcan Ferinky Raider
Novus World,Vulcan Valley,308404,36,125,Vulcan Lydian Docker
Novus World,Vulcan Valley,308401,36,125,Vulcan Ferinky Tracker
Novus World,Vulcan Valley,308402,36,125,Vulcan Ferinky Sentry
Novus World,Vulcan Valley,308411,36,125,Vulcan Clod
Novus World,Old Frontier,306202,20,33,Frontier Clops Destroyer
Novus World,Old Frontier,306203,20,33,Frontier Clops Sniper
Novus World,Old Frontier,306201,20,33,Frontier Clops Tracker
Novus World,Old Frontier,306206,21,37,Frontier Outlaw Shocktrooper
Novus World,Old Frontier,306205,21,37,Frontier Outlaw Arsonist
Novus World,Old Frontier,306204,21,37,Frontier Outlaw Knife Fighter
